,index,Text,Label,Question,RepQuestion,TextAll
1488,2189,"possibili ricadute economiche dannose su cittadini e finanze comunali, danni ambientali non prevedibili nè rimediabili facilmente, con conseguente danno ai cittadini, mancata visione temporale impostata al futuro ed alla gestione futura del territorio",possibilitaX16+giudizioX7+sancireX12,Come descriverebbe gli aspetti critici del territorio e della comunità?,descrizione,"['possibili ricadute economiche dannose su cittadini e finanze comunali, danni ambientali non prevedibili nè rimediabili facilmente,', 'danni ambientali non prevedibili nè rimediabili facilmente,', 'mancata visione temporale impostata al futuro ed alla gestione futura del territorio']"
1489,1396,Quello che posso adre,sancireX4,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,['Quello che posso adre']
1490,5981,"I bambini con ADHD sviluppano frequentemente avversione per i compiti scolastici, in quanto attività mentalmente impegnative che richiedono all'alunno di stare fermo e attento per un tempo protratto, attivando, quindi, per motivazioni diverse comportamenti oppositivi e provocatori. Una delle difficoltà in ambito scolastico riferite dagli insegnanti del bambino con ADHD  è quella legata all'organizzazione del materiale di lavoro . Spesso il bambino non ha con sé tutto il materiale necessario alla lezione, perde parte di quello che è stato reperito per lui, disturba i compagni chiedendo con insistenza righello e colori, in generale non ha cura della propria attrezzatura scolastica. Spesso l'interazione tra insegnante e alunno con problemi comportamentali verte per la maggior parte su rimproveri e richiami. Il bambino si abitua a un'interazione negativa con il docente e questo in breve tempo finisce per inquinare la relazione.",valutazioneX37+sancireX21+descrizioneX41+sancireX18+causaX20,"Il testo come descrive le manifestazioni in ambiente scolastico (interazione con i coetanei, interazione con gli insegnanti, rendimento scolastico) di un alunno con disturbo da deficit attentivo/iperattività? ",descrizione,"[""I bambini con ADHD sviluppano frequentemente avversione per i compiti scolastici,  in quanto attività mentalmente impegnative che richiedono all'alunno di stare fermo e attento per un tempo protratto, attivando, quindi, per motivazioni diverse comportamenti oppositivi e provocatori. "", ""Una delle difficoltà in ambito scolastico riferite dagli insegnanti del bambino con ADHD è quella legata all'organizzazione del materiale di lavoro."", 'Spesso il bambino non ha con sé tutto il materiale necessario alla lezione, perde parte di quello che è stato reperito per lui, disturba i compagni chiedendo con insistenza righello e colori, in generale non ha cura della propria attrezzatura scolastica.', ""Spesso l'interazione tra insegnante e alunno con problemi comportamentali verte per la maggior parte su rimproveri e richiami"", ""Il bambino si abitua a un'interazione negativa con il docente e questo in breve tempo finisce per inquinare la relazione.""]"
1491,4296,"demotivato, abulico, sfiduciato, pessimista, spesso con ideazioni auto-lesive, poca cura della persona, spesso molto ansioso.",giudizioX15,Come descriverebbe una persona con diagnosi di depressione?,descrizione,"['demotivato, abulico, sfiduciato, pessimista, spesso con ideazioni auto-lesive, poca cura della persona, spesso molto ansioso.']"
1492,132,Chiamare mia mamma o mia sorella.,sancireX6,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,['Chiamare mia mamma o mia sorella.']
1493,5477,anche loro saranno contenti,commentoX4,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['anche loro saranno contenti']
1494,2905,"I cittadini potrebbero usufruire dei servizi per gli studenti, valorizzando l'incontro intergenerazionale, i servizi pubblici potrebbero essere aperti agli studenti, le imprese potrebbero sostenere attività di scambio dei saperi, l'ammin. locale vincolare gli spazi a verde, parcheggio, piste ciclabili.",propostaX39,Come descriverebbe le interazioni fra Università e città?,descrizione,"[""I cittadini potrebbero usufruire dei servizi per gli studenti, valorizzando l'incontro intergenerazionale, i servizi pubblici potrebbero essere aperti agli studenti, le imprese potrebbero sostenere attività di scambio dei saperi, l'ammin. locale vincolare gli spazi a verde, parcheggio, piste ciclabili.""]"
1495,2487,"Venivano a farci lezione sulla religione islamica. || Ad esempio dicevano che l’alcool è peccato e anche le sigarette, la droga e le puttane sono peccato per l’Islam.",descrizioneX7+specificazioneX20,Come descriverebbe il reclutamento terroristico?,descrizione,"['Venivano a farci lezione sulla religione islamica.', 'Ad esempio dicevano che l’alcool è peccato e anche le sigarette, la droga e le puttane sono peccato per l’Islam.']"
1496,384,Forse sfortunati.,giudizioX2,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,['Forse sfortunati.']
1497,4947,"Una persona che ha avuto un confronto con se stessa e con gli altri, ma che ha bisogno di continuità assistenziale se pur ad intervalli più larghi.",contrapposizioneX27,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['Una persona che ha avuto un confronto con se stessa e con gli altri, ma che ha bisogno di continuità assistenziale se pur ad intervalli più larghi.']"
1498,2601,"Si dovrebbe guardare avanti cambiando radicalmente abitudini.
Incentivare servizio di trasporto pubblico, supportare nuove tecnologie di trasporto, diminuire il traffico agevolando i mezzi di trasporto eco ragionando per un quartiere micro città ecocentrica
",commentoX7+descrizioneX26,Come descriverebbe il luogo in cui abita?,descrizione,"['Si dovrebbe guardare avanti cambiando radicalmente abitudini.', 'Incentivare servizio di trasporto pubblico, supportare nuove tecnologie di trasporto, diminuire il traffico agevolando i mezzi di trasporto eco ragionando per un quartiere micro città ecocentrica']"
1499,2046,"La precarietà delle relazioni tra Paesi, la legislazione del Paese che si è scelto che può cambiare e mettere a rischio l’adoazione stessa, i tempi di attesa molto lunghi, l’essere nelle mani di altri’ e non poter fare nulla ma solo aspettare.",giudizioX6+possibilitaX17+giudizioX6+sancireX13,Come descriverebbe l’iter di adozione internazionale?,descrizione,"['La precarietà delle relazioni tra Paesi, ', 'la legislazione del Paese che si è scelto che può cambiare e mettere a rischio l’adoazione stessa, ', 'i tempi di attesa molto lunghi, ', 'l’essere nelle mani di altri’ e non poter fare nulla ma solo aspettare.']"
1500,5182,"SIM ,sanità.",sancireX2,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['SIM ,sanità.']"
1501,1051,"Per quello che faccio io, non cose estreme, penso di riuscire a fare come prima",valutazioneX5+giudizioX3+opinioneX7,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"['Per quello che faccio io,', 'non cose estreme,', 'penso di riuscire a fare come prima']"
1502,2203,Il punto è che non ci sono i denari per investire nelle nuove tecnologie. Servirebbero i capitali privati.,sancireX14,Come descriverebbe gli aspetti critici del territorio e della comunità?,descrizione,['Il punto è che non ci sono i denari per investire nelle nuove tecnologie. ']
1503,736,Permettere al cardiopatico di svolgere le proprie attività fisiche e non rispettando i propri tempi.,descrizioneX15,Come descriverebbe i possibili interventi clinico-assistenziali?,descrizione,['Permettere al cardiopatico di svolgere le proprie attività fisiche e non rispettando i propri tempi.']
1504,217,"Se le persone conoscono i genitori solo quando il ragazzo è cresciuto potrebbero pensare che non vi siano conseguenze; se al contrario sono legati ai genitori da quando il figlio era più piccolo o prima della sua nascita potrebbero vedere il cambiamento subito nel corso del tempo.
In un primo momento i genitori sembrano forse più fragili psicologicamente a causa della notizia anche se la parte più difficile da affrontare in cui i genitori sono maggiormente in difficoltà è quando il figlio subisce gli interventi.
Poi nel tempo la situazione diventa più tranquilla e sembra raggiungere la normalità.",confrontoX47+valutazioneX15+sancireX23+giudizioX13,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Se le persone conoscono i genitori solo quando il ragazzo è cresciuto potrebbero pensare che non vi siano conseguenze; se al contrario sono legati ai genitori da quando il figlio era più piccolo o prima della sua nascita potrebbero vedere il cambiamento subito nel corso del tempo.', 'In un primo momento i genitori sembrano forse più fragili psicologicamente a causa della notizia', 'anche se la parte più difficile da affrontare in cui i genitori sono maggiormente in difficoltà è quando il figlio subisce gli interventi.', 'Poi nel tempo la situazione diventa più tranquilla e sembra raggiungere la normalità.']"
1505,2975,Tirando fuori i quattrini,sancireX4,Come descriverebbe le interazioni fra Università e città?,descrizione,['Tirando fuori i quattrini']
1506,1996,"Valutazione personale, che mi ha riguardato personalmente, e che ci ha portati all'adozione di una bimba del Burkina Faso",opinioneX19,Come descriverebbe l’iter di adozione internazionale?,descrizione,"[""Valutazione personale, che mi ha riguardato personalmente, e che ci ha portati all'adozione di una bimba del Burkina Faso""]"
1507,3500,"Un ragazzo che, in discoteca, dopo aver notato una bella ragazza al bancone del bar, le offre un drink insistentemente. Dopo svariati rifiuti, la ragazza alla fine accetta ma, oramai deciso, il ragazzo mette una pasticca nel bicchiere di lei, drogandola e portandola fuori dal locale, per poi percuoterla e abusare di lei sessualmete.",descrizioneX54,Come descriverebbe una violenza sessuale?,descrizione,"['Un ragazzo che, in discoteca, dopo aver notato una bella ragazza al bancone del bar, le offre un drink insistentemente. Dopo svariati rifiuti, la ragazza alla fine accetta ma, oramai deciso, il ragazzo mette una pasticca nel bicchiere di lei, drogandola e portandola fuori dal locale, per poi percuoterla e abusare di lei sessualmete.']"
1508,1832,"Il movimento jihadista deve avvicinarsi alle masse, difendere il loro onore, proteggerle, guidarle, condurle alla vittoria, precederla nel sacrificio, tentare di far loro capire la causa in uno stile che renda la verità accessibile a tutti quelli che vogliono conoscerla, riferire i fondamenti della religione e le sue verità semplici, senza espressioni difficili nè costruzioni vuote.",prescrizioneX56,Come descriverebbe il terrorismo?,descrizione,"['Il movimento jihadista deve avvicinarsi alle masse, difendere il loro onore, proteggerle, guidarle, condurle alla vittoria, precederla nel sacrificio, tentare di far loro capire la causa in uno stile che renda la verità accessibile a tutti quelli che vogliono conoscerla, riferire i fondamenti della religione e le sue verità semplici, senza espressioni difficili nè costruzioni vuote.']"
1509,1971,Di fare formazione il più possibile presso servizi associazioni e enti autorizzati,prescrizioneX12,Come descriverebbe l’iter di adozione internazionale?,descrizione,['Di fare formazione il più  possibile presso servizi associazioni e enti autorizzati']
1510,260,"Io mi descriverei un genitore di una figlia ""speciale"".",giudizioX9,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Io mi descriverei un genitore di una figlia ""speciale"".']"
1511,1700,"Io credo che sia importante tre cose che a me mi hanno aiutato molto; recarsi a un medico che ti possa parlare dal punto di vista medico la tua situazione, secondo a un familiare o a un amico molto vicino per sfogare tutto ciò che ti succede, o passa, cioè per poter sfogarti con una persona che potrebbe aiutarti su di morale, e il terzo è recarsi a conoscere persone che vivono le condizioni in cui vivi oggi. Ci sono tanti miti o paure che ancora esistono intorno alla malattia e credo sia importante conoscere la tua malattia per imparare a conviverci. Come avevo detto prima, credo che questa malattia sia un male molto più psicologico che fisico.",opinioneX14+giudizioX64+commentoX24+opinioneX16,Come descriverebbe la gestione di un “malato di AIDS”?,descrizione,"['Io credo che sia importante tre cose che a me mi hanno aiutato molto; ', 'recarsi a un medico che ti possa parlare dal punto di vista medico la tua situazione, secondo a un familiare o a un amico molto vicino per sfogare tutto ciò che ti succede, o passa, cioè per poter sfogarti con una persona che potrebbe aiutarti su di morale, e il terzo è recarsi a conoscere persone che vivono le condizioni in cui vivi oggi. ', 'Ci sono tanti miti o paure che ancora esistono intorno alla malattia e credo sia importante conoscere la tua malattia per imparare a conviverci.', ' Come avevo detto prima, credo che questa malattia sia un male molto più psicologico che fisico.']"
1512,5580,lo descriverei come una persona che manifesta la necessita di alterare la percezione della realtà che la circonda.,descrizioneX18,Come descriverebbe un consumatore di sostanze psicotrope?,descrizione,['lo descriverei come una persona che manifesta la necessita di alterare la percezione della realtà che la circonda.']
1513,890,"medici del team operatorio, figli, marito",sancireX6,Come descriverebbe il coadiuvo che un paziente oncologico può ricevere post-operazione?,descrizione,"['medici del team operatorio, figli, marito']"
1514,3109,"- Si potrebbe creare un servizio di custodia notturna nei parchi per evitare che le persone facciano troppe cose losche ma comunque tenerli aperti per svagarsi;
- i corpi della polizia potrebbero essere formati al riconoscimento di contesti di festa ""sana"" da quelli in cui è richiesto l'intervento;
- costruire spazi nei quali si può andare a far le proprie cose.",propostaX61,Come descriverebbe le interazioni fra Università e città?,descrizione,"['- Si potrebbe creare un servizio di custodia notturna nei parchi per evitare che le persone facciano troppe cose losche ma comunque tenerli aperti per svagarsi;\n - i corpi della polizia potrebbero essere formati al riconoscimento di contesti di festa ""sana"" da quelli in cui è richiesto l\'intervento;\n - costruire spazi nei quali si può andare a far le proprie cose.']"
1515,2447,"soggetto dotato di una maggiore consapevolezza dell'essere, delle potenzialità dell'uomo in grado di intrattenere nuovamente rapporti con la società senza meditare seri propositi auto-soppressivi",confrontoX10+implicazioneX14,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"[""soggetto dotato di una maggiore consapevolezza dell'essere, delle potenzialità dell'uomo"", 'in grado di intrattenere nuovamente rapporti con la società senza meditare seri propositi auto-soppressivi']"
1516,4742,"con la definizione di salute dell'OMS (stato di benessere fisico, psichico e sociale e non semplicemente assenza di malattia",considerazioneX19,Come descriverebbe una persona che “vive in salute”?,descrizione,"[""con la definizione di salute dell'OMS (stato di benessere fisico, psichico e sociale e non semplicemente assenza di malattia""]"
1517,2800,è un soggetto fondamentale che però ancora fatica a spargersi per le strade della città,contrapposizioneX15,Come descriverebbe le interazioni fra Università e città?,descrizione,['è un soggetto fondamentale che però ancora fatica a spargersi per le strade della città']
1518,5222,"molto deluso, anzi arrabbiato con me stesso e gli operatori",sancireX10,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['molto deluso, anzi arrabbiato con me stesso e gli operatori']"
1519,5175,non ne conosco altri,non_rispostaX4,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['non ne conosco altri']
1520,3514,"è un abuso, principalmente di potere. è una situazione in cui il controllo è solamente nelle mani di chi aggredisce. fra tutti i tipi di violenza, quella sessuale è decisamente la peggiore in quanto si va a ledere una persona in maniera molto intima.",generalizzazioneX20+non_rispostaX24,Come descriverebbe una violenza sessuale?,descrizione,"['è un abuso, principalmente di potere. è una situazione in cui il controllo è solamente nelle mani di chi aggredisce.', 'fra tutti i tipi di violenza, quella sessuale è decisamente la peggiore in quanto si va a ledere una persona in maniera molto intima.']"
1521,5105,UNA GIUSTA INFORMAZIONE GARANTENDONE LA GUARIGIONE,implicazioneX6,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,['UNA GIUSTA INFORMAZIONE GARANTENDONE LA GUARIGIONE']
1522,2682,La criminalità,sancireX2,Come descriverebbe un abitante di Padova?,descrizione,['La criminalità']
1523,1099,Le mie risposte sono influenzate da conoscenze scientifiche e non ottimismo,sancireX11,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,['Le mie risposte sono influenzate da conoscenze scientifiche e non ottimismo']
1524,555,La principale implicazione medica è legata alle cure dentarie con relativa profilassi dell'antibiotico. Potrebbe mancare l'attività sportiva che nel periodo dell'adolescenza può farti sentire diverso dai coetanei.,descrizioneX13+implicazioneX14,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"[""La principale implicazione medica è legata alle cure dentarie con relativa profilassi dell'antibiotico."", ""Potrebbe mancare l'attività sportiva che nel periodo dell'adolescenza può farti sentire diverso dai coetanei.""]"
1525,2240,"potrebbero descrivere la persona come un cristallo tra i cristalli. come una persona più serena, sollevata, propositiva, con lo sguardo presente. ",commentoX10+confrontoX11,Come descriverebbe una persona che ha perso un proprio conoscente per suicidio?,descrizione,"['potrebbero descrivere la persona come un cristallo tra i cristalli.', 'come una persona più serena, sollevata, propositiva, con lo sguardo presente. ']"
1526,1703,"Per esempio se uno non è HIV positivo gli darei dei consigli per non diventarlo, con le giuste precauzioni del caso. A differenza di uno che è già HIV-positivo direi di non disperarsi, oggi giorno ci sono tanti farmaci molto validi. Terzo gli direi di stare attento ad non contaggiare altre persone! Perchè non è una malattia che uno cerca, ti capita tra coppia e colo senza saperlo.",confrontoX52+commentoX16,Come descriverebbe la gestione di un “malato di AIDS”?,descrizione,"['Per esempio se uno non è HIV positivo gli darei dei consigli per non diventarlo, con le giuste precauzioni del caso. A differenza di uno che è già HIV-positivo direi di non disperarsi, oggi giorno ci sono tanti farmaci molto validi. Terzo gli direi di stare attento ad non contaggiare altre persone! ', 'Perchè non è una malattia che uno cerca, ti capita tra coppia e colo senza saperlo.']"
1527,2563,"7
Le risorse economiche e umane a disposizione e con cui collaborare, la conoscenza del funzionamento della macchina amministrativa, la disponibilità all'ascolto e di collaborazione",descrizioneX25,Come descriverebbe un abitante di Padova?,descrizione,"[""7\n Le risorse economiche e umane a disposizione e con cui collaborare, la conoscenza del funzionamento della macchina amministrativa, la disponibilità all'ascolto e di collaborazione""]"
1528,580,"Sì potrebbe comportare implicazioni sulla relazione con gli altri. Credo che tenderei ad evitare persone insensibili o che mi considerano ""diverso"".",possibilitaX21,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Sì potrebbe comportare IMPLICAZIONE sulla relazione con gli altri. Credo che tenderei ad evitare persone insensibili o che mi considerano ""diverso"".']"
1529,1032,In maniera molto ridotta.,giudizioX4,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,['In maniera molto ridotta.']
1530,859,i medici,sancireX2,Come descriverebbe il coadiuvo che un paziente oncologico può ricevere post-operazione?,descrizione,['i medici']
1531,6010,"A nostro parere va anche tenuto conto del particolare momento che l'intervallo rappresenta, cioè un àmbito di attività principalmente motoria, un'utile valvola di sfogo per i bambini dopo alcune ore di lavoro e concentrazione: per questo motivo è
più indicato permettere loro alcune attività anche movimentate cercare di impedire agli alunni di correre ci sembra difficile, specie se si utilizza il cortile della scuola) e non decidere mai di utilizzare come punizione per il bambino il trascorrere l'intervallo seduto
fermo o impegnato in attività curricolari. Una buona strategia può essere cercare di regolare il momento di passaggio dall'aula al cortile o al corridoio, e fare per l'intervallo alcune semplici proposte ludiche, quali «prendersi», palla avvelenata, qualche gioco fatto in cerchio; è possibile anche utilizzare
l'attività dell'intervallo come gratificazione concordata con la classe per il corretto comportamento durante l'orario scolastico, oppure stabilire con gli alunni una routine che preveda attività diverse ogni giorno ma prestabilite da un calendario. Strutturare alcune regole, proporre attività, definire ritmi e tempi, stabilire un calendario routinario, sono prassi che possono aiutare a salvaguardare l'aspetto ludico e di sfogo di questi àmbiti temporali rendendoli però più prevedibili per i bambini con ADHD. È possibile definire un cartellone delle regole specifico per àmbito o inserire nelle regole della classe un paio di voci riferite ad esso. Naturalmente, come per tutte le regole, esse vanno concordate con i bambini, e non imposte loro, perché siano più
disponibili a tenerne conto. 
La formulazione verbale deve essere breve, accompagnata possibilmente da un disegno esplicativo. Finita l'attività, è bene prevedere alcuni minuti per così dire di «decompressione»: molti bambini con difficoltà comportamentali, dopo un'attività motoria intensa, permangono in una sorta di eccitazione che rende loro difficoltoso rientrare nei normali ritmi dell'aula. Pochi minuti impegnati in un'attività di passaggio (ad esempio, mettere in ordine banchi e indumenti, chiacchierare con il compagno per qualche minuto rimanendo però seduti al banco, ecc.) possono favorire la conquista di uno stato migliore di disposizione verso il lavoro scolastico.",opinioneX12+specificazioneX21+valutazioneX51+propostaX35+possibilitaX37+possibilitaX29+ridimensionamentoX9+possibilitaX23+valutazioneX23+prescrizioneX12+prescrizioneX12+confermaX24+implicazioneX21+specificazioneX21,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?  ,descrizione,"[""A nostro parere va tenuto conto del particolare momento che l'intervallo rappresenta, "", ""cioè un àmbito di attività principalmente motoria, un'utile valvola di sfogo per i bambini dopo alcune ore di lavoro e concentrazione:"", "" per questo motivo è\npiù indicato permettere loro alcune attività anche movimentate  cercare di impedire agli alunni di correre ci sembra difficile, specie se si utilizza il cortile della scuola) e non decidere mai di utilizzare come punizione per il bambino il trascorrere l'intervallo seduto\nfermo o impegnato in attività curricolari."", ""Una buona strategia può essere cercare di regolare il momento di passaggio dall'aula al cortile o al corridoio, e fare per l'intervallo alcune semplici proposte ludiche, quali «prendersi», palla avvelenata, qualche gioco fatto in cerchio;  "", ""è possibile anche utilizzare\nl'attività dell'intervallo come gratificazione concordata con la classe per il corretto comportamento durante l'orario scolastico, oppure stabilire con gli alunni una routine che preveda attività diverse ogni giorno ma prestabilite da un calendario."", ""Strutturare alcune regole, proporre attività, definire ritmi e tempi, stabilire un calendario routinario, sono prassi che possono aiutare a salvaguardare l'aspetto ludico e di sfogo di questi àmbiti temporali "", 'rendendoli però più prevedibili per i bambini con ADHD.', 'È possibile definire un cartellone delle regole specifico per àmbito o inserire nelle regole della classe un paio di voci riferite ad esso', 'Naturalmente, come per tutte le regole, esse vanno concordate con i bambini, e non imposte loro, perché siano più\ndisponibili a tenerne conto. ', 'La formulazione verbale deve essere breve, accompagnata possibilmente da un disegno esplicativo.', ""Finita l'attività, è bene prevedere alcuni minuti per così dire di «decompressione»:  "", ""molti bambini con difficoltà comportamentali, dopo un'attività motoria intensa, permangono in una sorta di eccitazione che rende loro difficoltoso rientrare nei normali ritmi dell'aula."", ""Pochi minuti impegnati in un'attività di passaggio possono favorire la conquista di uno stato migliore di disposizione verso il lavoro scolastico."", 'ad esempio, mettere in ordine banchi e indumenti, chiacchierare con il compagno per qualche minuto rimanendo però seduti al banco, ecc.)']"
1532,3433,Io stavo in una comunità psichiatrica ormai da 10 anni e mi hanno beccato ben tre volte positivo al THC e quindi mi hanno trasferito in REMS. ,descrizioneX20+implicazioneX7,Come descriverebbe una persona entro un percorso in REMS?,descrizione,"['Io stavo in una comunità psichiatrica ormai da 10 anni e mi hanno beccato ben tre volte positivo al THC', 'e quindi mi hanno trasferito in REMS. ']"
1533,11,"Come una ragazza con dei limiti con i quali convivere. Ma una volta conosciuti si può fare una vita abbastanza normale ""nei limiti"".",giudizioX10+valutazioneX13+giudizioX6,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Come una ragazza con dei limiti con i quali convivere.', 'Ma una volta conosciuti si può fare una vita abbastanza normale ""nei limiti"".', 'mmh…tutto bene!… come sempre, tutto bene!']"
1534,6109,"Una procedura, che può essere applicata per gestire il comportamento
impulsivo, è chiamata “self-instruction”. Questa procedura consiste nell’istruire gli individui ad
utilizzare strategie “self-talk” attraverso una tecnica che suddivide la risoluzione dei problemi in
varie tappe (identificazione di un problema, la generazione di alternative, la scelta, la realizzazione
e la valutazione di una soluzione). L’ipotesi è che queste tecniche self-talk, inizialmente messe in
pratica in modo evidente, verranno interiorizzate e potrebbero compensare i deficit di autocontrollo
(Hinshaw & Melnick, 1992). Il training specifico, per le tecniche di controllo della collera, è
un’altra strategia di auto-gestione, in base alla quale ai bambini viene insegnato come riconoscere i
segnali interni (fisiologici) di aumento della collera, come sviluppare le tecniche per far diminuire o
indirizzare in altro modo la collera (allontanarsi dalla situazione), e come utilizzare queste tecniche
in risposta alle provocazioni altrui.",possibilitaX14+sancireX40+confermaX26+sancireX60,Il testo come descrive e argomenta gli interventi per gestire il comportamento di un alunno con ADHD in ambito scolastico?,descrizione,"['Una procedura, che può essere applicata per gestire il comportamento\nimpulsivo, è chiamata “self-instruction”. ', 'Questa procedura consiste nell’istruire gli individui ad utilizzare strategie “self-talk” attraverso una tecnica che suddivide la risoluzione dei problemi in\nvarie tappe (identificazione di un problema, la generazione di alternative, la scelta, la realizzazione\ne la valutazione di una soluzione). ', 'L’ipotesi è che queste tecniche self-talk, inizialmente messe in\npratica in modo evidente, verranno interiorizzate e potrebbero compensare i deficit di autocontrollo\n(Hinshaw & Melnick, 1992). ', 'Il training specifico, per le tecniche di controllo della collera, è\nun’altra strategia di auto-gestione, in base alla quale ai bambini viene insegnato come riconoscere i\nsegnali interni (fisiologici) di aumento della collera, come sviluppare le tecniche per far diminuire o\nindirizzare in altro modo la collera (allontanarsi dalla situazione), e come utilizzare queste tecniche\nin risposta alle provocazioni altrui.']"
1535,518,"Con occhi e cuore pieni di consapevolezza sul valore e sul senso della vita. Con paure spesso vissute nel silenzio e nella solitudine. Con il desiderio e il bisogno di vita piena. Normale, perché per me normale sarebbe così.",giudizioX32+valutazioneX7,Come descriverebbe una persona che ha fatto esperienza di una cardiopatia congenita?,descrizione,"['Con occhi e cuore pieni di consapevolezza sul valore e sul senso della vita. Con paure spesso vissute nel silenzio e nella solitudine. Con il desiderio e il bisogno di vita piena.', 'Normale, perché per me normale sarebbe così.']"
1536,1520,"Comincerò ad andare piano piano, risponderò al telefono. Piccoli passi",sancireX10,Come descriverebbe la gestione delle attività di un paziente oncologico post-operazione?,descrizione,"['Comincerò ad andare piano piano, risponderò al telefono. Piccoli passi']"
1537,3859,"(...)Così mi consigliò di scriverle una lettera, e di leggerla alla prima occasione in cui l’avrei rivista. Mi disse anche di non aspettarmi nulla in cambio, infatti il rischio era che si, quella volta poteva essere che aveva fatto finta di nulla, oppure si, che non m’avesse sentito, ma di sicuro mi faceva bene parlargliene, qualunque fosse stata la sua reazione.",propostaX17+sancireX9+anticipazioneX22+sancireX13,Come descriverebbe una violenza sessuale?,descrizione,"['Così mi consigliò di scriverle una lettera, e di leggerla alla prima occasione in cui l’avrei rivista.', 'Mi disse anche di non aspettarmi nulla in cambio, ', 'infatti il rischio era che si, quella volta poteva essere che aveva fatto finta di nulla, oppure si, che non m’avesse sentito,', 'ma di sicuro mi faceva bene parlargliene, qualunque fosse stata la sua reazione.']"
1538,794,"Vedrò come starò, se sto bene...spero di stare bene",sancireX6+opinioneX4,Come descriverebbe un paziente oncologico operato per neoplasia?,descrizione,"['Vedrò come starò, se sto bene', 'spero di stare bene']"
1539,5335,"una persona attiva che ha interessi, dinamica aperta",descrizioneX6+giudizioX2,Come descriverebbe un utente dei servizi psichiatrici?,descrizione,"['una persona attiva che ha interessi', 'dinamica, aperta']"
1540,2750,"L'assessore valorizza e incentiva le iniziative dei cittadini a favore dello sviluppo della comunità, adotta soluzioni per rispondere il più possibile ai bisogni della cittadine e dei cittadini, in collaborazione con gli altri assessori e il sindaco programma azioni di breve, medio e lungo termine con una prospettiva sistematica per la crescita della città",descrizioneX34+commentoX20,Come descriverebbe un abitante di Padova?,descrizione,"[""L'assessore valorizza e incentiva le iniziative dei cittadini a favore dello sviluppo della comunità, adotta soluzioni per rispondere il più possibile ai bisogni della cittadine e dei cittadini, in collaborazione con gli altri assessori"", 'e il sindaco programma azioni di breve, medio e lungo termine con una prospettiva sistematica per la crescita della città']"
1541,5908,"immagino che un neolaureato si trovi di fronte ad un contesto in cui sia complicato inserirsi dato l’elevato numero di laureati nello stesso ambito, percio’, seguendo un ragionamento in funzione del merito, il neo laureato potrebbe intraprendere sia un persorso pubblico, cercando di formare la propria rete di contatti nell’ambiente, o piuttosto interfacciandosi con un contesto privato, sempre creandosi una rete di contatti personale",opinioneX24+possibilitaX40,Come descriverebbe una persona che si laurea  in psicologia?,descrizione,"['immagino che un neolaureato si trovi di fronte ad un contesto in cui sia complicato inserirsi dato l’elevato numero di laureati nello stesso ambito,', 'percio’, seguendo un ragionamento in funzione del merito, il neo laureato potrebbe intraprendere sia un persorso pubblico, cercando di formare la propria rete di contatti nell’ambiente, o piuttosto interfacciandosi con un contesto privato, sempre creandosi una rete di contatti personale']"
1542,2726,Sostegno e aiuto alle persone,sancireX5,Come descriverebbe un abitante di Padova?,descrizione,['Sostegno e aiuto alle persone']
1543,5574,una persona compromessa sia dal punto di vista sociale che psicologico,sancireX11,Come descriverebbe un consumatore di sostanze psicotrope?,descrizione,['una persona compromessa sia dal punto di vista sociale che psicologico']
