TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"più lavoro, più attenzione da_parte_delle autorità competenti",GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,facendo delle feste con la musica,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,secondo_me ci_vorrebbero_più iniziative culturali,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,per_esempio quando c' è la messa il prete la celebra sia in_italiano chr in arabo,SPECIFICAZIONE,SPECIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"le iniziative sarebbero quelle di differenziare le normalità,",sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,si evidenziarebbero tanti problemi di vita detentive,IMPLICAZIONI,IMPLICAZIONI
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"lavoro comune 
attività_sportive in_comune 
socialità in_comune
",DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,c' è una cultura basilare tra italiani estranieri che non facilita l' integrazione,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,dividere_gli_stranieri con gli italiani perché poco comprensione,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,mandarli a_casa loro,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non ci sono facilitazioni,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,informare alle lezioni specifiche molti elementi di_base e sport,DESCRIZIONE,DESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,socializzazione per far percepire agli stranieri come bisogna comportarsi,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,insegnare di_rispettare le regole della cultura italiana,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"offrire la palestra, socialità a celle aperte, orario estivo ai passeggi",sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,con uno stato detentivo diverso;,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,cioè quando funzionerebbero tutte le attività rieducative da_me segnalate,SPECIFICAZIONE,SPECIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,allora ci si vivrebbe con un altro spirito,CONFERMA,CONFERMA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,e di_conseguenza si potrebbe convivere,IMPLICAZIONI,IMPLICAZIONI
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,colloqui - sport,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,meno reati,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"un corso prima_di venire in italia,",DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,in_carcere (non_sono_razzista) c' è una mentalità che non è quella esterna,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sezioni_separate e l' uso delle logica nella comune convivenza,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,conoscenza,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna carceri separati,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_saprei pensateci voi,DERESPONSABILIZZAZIONE,DERESPONSABILIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,il punto più_grave è del troppo razzismo,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,e sarebbe opportuno riuscire a convivere tra italiani_e_stranieri,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,italiana,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non vedo nulla di facilitazione,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_saprei,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,trattare tutta la popolazione_detenuta uguale,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"attività manuali fino_a quelle scolastiche ""musicali"" o ""teatro""",DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,dovrebbero stare tra di loro,PRESCRIZIONE,PRESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,conoscere_meglio la loro storia e la loro lingua e far conoscere a loro la nostra storia e la nostra lingua,DESCRIZIONE,DESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_saprei di questo,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_saprei,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,e non ci tengo particolarmente,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,perché non li sopporto,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nulla da dichiarare,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non ne ho idea visto il clima,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sezioni diversificate,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,la risposta è no,NON RISPOSTA,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,in_quanto non_sono possibili stanze le strutture eccetera,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,l' attuazione di determinati presupposti la negazione di essi porta inevitabilmente alla mancanza quasi assoluta di un programma di integrazione,PREVISIONE,PREVISIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più scuole lavorare assieme,GIUDIZIO,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più scuole e più dialogo,GIUDIZIO,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,ve ne potrebbero essere parecchie,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,una per_esempio mischiare nelle stanze detentive (celle) le verie etnie,PROPOSTA,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,ma tutte compresa questa finirebbe per fallire,PREVISIONE,PREVISIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,quindi nessuna alla_fine,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuno,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,abbolire l' espulsione e dare più possibilità a tutti per_conoscere meglio,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,starsene ognuno nelle proprie prigioni,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"ognuno nella propria sezione,",sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"ma non_perché_sia_razzista,",GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,ma perché è così purtroppo,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,la possibilità di poter frequentare maggiormente dei corsi scolastici,PROPOSTA,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,quindi crescere entrambi culturalmente,IMPLICAZIONI,IMPLICAZIONI
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non esiste,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente di quello che ho già detto,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"la scuola, e la buona_volontà, nelle ore d' aria",sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,colloquiar tra_loro cercare di allungare una mano tra_noi per prime perché_qui è uno dei luoghi dove inizia l' inferno,VALUTAZIONE,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sport,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,incontri di cultura,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"attività didattica. 
attività sportiva
",DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,un' attività ricreativa intensa con coltivazione di hobby comuni,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sport. socialità,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,incontri di_gruppo per_conoscere le diverse culture,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,facile integrazione,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,andare tutte d' amore e d_accordo cosa che non esiste,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,perché si impegnano le persone penitenziarie con vari aiuti da comunità esterne per_far_sì_che riusciamo ad andare d_accordo e cercare di conoscere le varie culture diverse tra_loro,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"bisognerebbe approfondire le conoscenze culturali e religiose di ogni persona, facilitando la comunicazione soprattutto attraverso la religione, punto fondamentale di scontro.",PRESCRIZIONE,PRESCRIZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,anche attraverso attività_sportive e lavorative ci si potrebbe meglio integrare,CONFERMA,CONFERMA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non c' è nulla_da_fare,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,solo lo stato non dovrebbe dare l' accesso in italia,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"in_quanto_ il nostro paese è invaso e stiamo male, paghiamo sulle nostre spalle il suo soggiorno in italia",GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"dei corsi di lingua e, essendo questo un carcere femminile corsi di balli tipici dei vari "" paesi "" di provenienza",DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,socialità tra detenute,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,istituire corsi base di lingua italiana,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più ricreazione opportunità di contatto organizzando più opportunità,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_sono in_grado_di rispondere,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,già non riusciamo a integrarci fra noi italiane,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,essere meno razzista sia da_parte straniere che italiane,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,le straniere al proprio paese non in italia l' italia agli italiani,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"conoscere maggiormente le culture le une delle altre, creando condivisione e allargando gli orizzonti di chi non ""ammette"" per ignoranza",DESCRIZIONE,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,starsene_al_proprio_paese_perché_rompono quelle che si chiamano coglioni,sancire,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,starsene_al_proprio_paese_perché_rompono le palle,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,dividerci,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,organizzando_incontri culturali e di intrattenimento,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"sarò ripetitiva ma per_me far partecipare tutte ai corsi. comunque la mia idea ottengono più le straniere che noi, ma sono d_accordo",OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"perché molte non_hanno nessuno, famiglia, colloqui ecc ecc",GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sport,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,corsi di musica,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"stesse cose scuola, lavoro",CONFERMA,CONFERMA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più libertà di conversazioni,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,attività teatrali come altri_istituti.,DESCRIZIONE,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,mandarli a_casa,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nient' altro,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,mandarli al_loro_paese,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,mandarli_tutti via,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,quella_che_è_già_applicata,CONFERMA,CONFERMA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non ci sono casi di discriminazione,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,niente stare separati,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,mi astengo nel rispondere,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,al_momento non potrei rispondere,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,rappresentazioni teatrali come in altri_istituti,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,insegnarci a parlarci,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,quella_che_è_già_applicata,CONFERMA,CONFERMA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"teatro, sport, lavoro, scuola eccetera eccetera,",DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"l' importante è non essere costretti a condividere tutto il tempo e tutto lo spazio con persone diverse da_noi, da ciò che mangiamo, a ciò guardano in tivù, lingua, tradizioni, igiene (inteso come cultura) eccetera",GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"il lavoro in_prima base, per_poter guadagnare, ed essere più indipendente",RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,perché ci sto molto_meglio con le straniere e ribadisco c' è più collaborazione.,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,aiutarle sia per chi ha il permesso scaduto o andarle incontro dandole una possibilità,sancire,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_sono_razzista ma ognuna di noi ha la maniera di vita,COMMENTO,COMMENTO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,cercando di introdurre nelle carceri usi e costumi mischiati tra_loro e metterli in_pratica,sancire,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nulla di_più_di come è la situazione ora,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,perché sono integrate abbastanza_bene,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,creare centri di ascolto per entrambi,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più corsi,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,una riunione settimanale per lo scambio di cultura e abitudini usi e costumi,RIFERIMENTO ALL'OBIETTIVO,RIFERIMENTO ALL'OBIETTIVO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,corsi di lingue come lo spagnolo l' inglese e lingue arabe,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,le cose giuste,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,per_me l' integrazione serve quando si varca la porta per uscire e dover trovare impieghi,OPINIONE,OPINIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non mi viene in mente nulla perché tanto siamo immischiate,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_so,NON RISPOSTA,NON RISPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_sono qui da_molto_tempo quindi_non_ho individuato qual è la facilità,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"conoscenza approfondita delle_varie_etnie, incontri socialitari",DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,migliorando la qualità_della_vita all_interno dell' istituto potrebbe facilitare le cose,GIUDIZIO,GIUDIZIO
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,la possibilità di scambiarsi la conoscenza delle madri lingue,DESCRIZIONE,PROPOSTA
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,l' adeguarsi al_posto in cui si vive e abbandonare le proprie tradizioni,GENERALIZZAZIONE,GENERALIZZAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,purtroppo niente perché per l' italiano va_bene ma per lo straniero non va_bene niente,GIUSTIFICAZIONE,GIUSTIFICAZIONE
"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,alla educazione_italiana,GENERALIZZAZIONE,GENERALIZZAZIONE
