,Unnamed: 0,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2
9699,9702,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"7
In base alle risposte dei cittadini e della pubblica amministrazione",descrizione,S,PP,"('green', 0, 1)",green,"7
In base alle risposte dei cittadini e della pubblica amministrazione",green,descrizione
9702,9705,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"8
Dal numero grande di domande che i cittadini ti pongono",descrizione,S,PP,"('green', 0, 1)",green,"8
Dal numero grande di domande che i cittadini ti pongono",green,descrizione
9703,9706,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"4
la poca partecipazione",giudizio,S,PP,"('red', 3, 1)",red,"4
la poca partecipazione",red,giudizio
9705,9708,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"7
In base al mio rapporto con le persone che vivono ed operano in quartiere.",descrizione,S,PP,"('green', 0, 1)",green,"7
In base al mio rapporto con le persone che vivono ed operano in quartiere.",green,descrizione
9706,9709,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"6
Alla percezione che i cittadini hanno dell'istituzione",descrizione,S,PP,"('green', 0, 1)",green,"6
Alla percezione che i cittadini hanno dell'istituzione",green,descrizione
9717,9720,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"8, feedback dei clienti del servizio, osservazione dinamiche all'interno della nostra struttura, osservazione vita nel quartiere",descrizione,S,PP,"('green', 0, 1)",green,"8, feedback dei clienti del servizio, osservazione dinamiche all'interno della nostra struttura, osservazione vita nel quartiere",green,descrizione
9722,9725,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"Curare i fiori di una piazza pubblica incuriosisce le persone che mi vedono e molti sono diffidenti che resistano,",giudizio,S,PP,"('red', 3, 1)",red,"Curare i fiori di una piazza pubblica incuriosisce le persone che mi vedono e molti sono diffidenti che resistano,",red,giudizio
9725,9728,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"5
-mancanza di coesione sociale
-difficoltà a comunicare
-diffidenza tra le persone
-""guerra tra poveri""",giudizio,S,PP,"('red', 3, 1)",red,"5
-mancanza di coesione sociale
-difficoltà a comunicare
-diffidenza tra le persone
-""guerra tra poveri""",red,giudizio
9727,9730,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"identità popolare,vivacità e innovazione sociale, forte presenza giovanile",giudizio,S,PP,"('red', 3, 1)",red,"identità popolare,vivacità e innovazione sociale, forte presenza giovanile",red,giudizio
9728,9731,"Su una scala da 1 a 10, quanto pensa che come agisce in quanto cittadino possa influire sulle relazioni con gli altri abitanti del suo quartiere? In base a quali valutazioni/criteri ha dato questo valore?",descrizione,"7
Le risorse economiche e umane a disposizione e con cui collaborare, la conoscenza del funzionamento della macchina amministrativa, la disponibilità all'ascolto e di collaborazione",descrizione,S,PP,"('green', 0, 1)",green,"7
Le risorse economiche e umane a disposizione e con cui collaborare, la conoscenza del funzionamento della macchina amministrativa, la disponibilità all'ascolto e di collaborazione",green,descrizione
9788,9791,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,monitorando gli anziani che vivono soli le donne che hanno in carico minori,descrizione,S,PP,"('green', 0, 1)",green,monitorando gli anziani che vivono soli le donne che hanno in carico minori,green,descrizione
9789,9792,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,Attraverso l'adeguamento di sistemi di riscaldamento antiquati e con l'aumento del verde pubblico,descrizione,S,PP,"('green', 0, 1)",green,Attraverso l'adeguamento di sistemi di riscaldamento antiquati e con l'aumento del verde pubblico,green,descrizione
9790,9793,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,Potenziando i presidi delle forze dell’o e punendo i trasgressori,descrizione,S,PP,"('green', 0, 1)",green,Potenziando i presidi delle forze dell’o e punendo i trasgressori,green,descrizione
9791,9794,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,"Incentivando l'utilizzo dei mezzi pubblici, riducendo i costi dei biglietti magari in certe fasce orarie, e delle biciclette, favorendoo i parcheggi scambiatori, l'acquisto di auto ibride/elettriche",descrizione,S,PP,"('green', 0, 1)",green,"Incentivando l'utilizzo dei mezzi pubblici, riducendo i costi dei biglietti magari in certe fasce orarie, e delle biciclette, favorendoo i parcheggi scambiatori, l'acquisto di auto ibride/elettriche",green,descrizione
9793,9796,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,con un continuo controĺlo e una formazione culturale atta all inserimento nella vita sociale sia di extracomunitari che di Italiani,descrizione,S,PP,"('green', 0, 1)",green,con un continuo controĺlo e una formazione culturale atta all inserimento nella vita sociale sia di extracomunitari che di Italiani,green,descrizione
9794,9797,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,"Con incontri tematici con I vari gruppi, con la Scuola per adulti e dopo scuola e sport per Bambini.",descrizione,S,PP,"('green', 0, 1)",green,"Con incontri tematici con I vari gruppi, con la Scuola per adulti e dopo scuola e sport per Bambini.",green,descrizione
9797,9800,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,"Divulgando il problema attraverso i canali social, durante le riunione della consulta e con manifestazioni",descrizione,S,PP,"('green', 0, 1)",green,"Divulgando il problema attraverso i canali social, durante le riunione della consulta e con manifestazioni",green,descrizione
9800,9803,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,1. rafforzare ed incentivare il trasporto pubblico ove possibile,descrizione,S,PP,"('green', 0, 1)",green,1. rafforzare ed incentivare il trasporto pubblico ove possibile,green,descrizione
9801,9804,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,2. controllare e sanzionare gli impianti di riscaldamento fuori dei limiti:,descrizione,S,PP,"('green', 0, 1)",green,2. controllare e sanzionare gli impianti di riscaldamento fuori dei limiti:,green,descrizione
9803,9806,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,"-Progetti a sostegno delle
fasce più deboli
-investimenti per lo sviluppo
del lavoro
-progetti culturali che possano coinvolgere fasce sociali diverse",descrizione,S,PP,"('green', 0, 1)",green,"-Progetti a sostegno delle
fasce più deboli
-investimenti per lo sviluppo
del lavoro
-progetti culturali che possano coinvolgere fasce sociali diverse",green,descrizione
9804,9807,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,"-vorrei precise politche per i giovani e gli studenti progettate da comune e università in un'ottica congiunta che abbia come criteri la salute (città sana) e la coesione
-sviluppo e innovazione sociale in armonia con le altre attività commericali
-tutela dei consumatori",descrizione,S,PP,"('green', 0, 1)",green,"-vorrei precise politche per i giovani e gli studenti progettate da comune e università in un'ottica congiunta che abbia come criteri la salute (città sana) e la coesione
-sviluppo e innovazione sociale in armonia con le altre attività commericali
-tutela dei consumatori",green,descrizione
9807,9810,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,"Incremento vie ciclabili, creazione di un sistema integrato per la mobilità sostenibile e condivisa",descrizione,S,PP,"('green', 0, 1)",green,"Incremento vie ciclabili, creazione di un sistema integrato per la mobilità sostenibile e condivisa",green,descrizione
9810,9813,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,Comunicando alla cittadinanza le decisioni e motivazioni dell'Amministrazione,descrizione,S,PP,"('green', 0, 1)",green,Comunicando alla cittadinanza le decisioni e motivazioni dell'Amministrazione,green,descrizione
9813,9816,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,educare la popolazione con maggiori informazioni,giudizio,S,PP,"('red', 3, 1)",red,educare la popolazione con maggiori informazioni,red,giudizio
9818,9821,"In quanto cittadino, come affronterebbe questo aspetto critico?",descrizione,Creando occasioni di confronto e tavoli di lavoro con la governance del Comune e persone esperte in grado di facilitare e mediare gli incontri per arrivare ad un risultato concreto,descrizione,S,PP,"('green', 0, 1)",green,Creando occasioni di confronto e tavoli di lavoro con la governance del Comune e persone esperte in grado di facilitare e mediare gli incontri per arrivare ad un risultato concreto,green,descrizione
9821,9824,"C. Descriva secondo quali valutazioni/criteri considera critico l’aspetto riportato nella domanda precedentemente. """,descrizione,"è critico perché non è normale aver paura di abitare nella propria città, per colpa della malavita, aver paura di essere aggredita, stuprata essendo una ragazza",giudizio,S,PP,"('red', 3, 1)",red,"è critico perché non è normale aver paura di abitare nella propria città, per colpa della malavita, aver paura di essere aggredita, stuprata essendo una ragazza",red,giudizio
9836,9839,"C. Descriva secondo quali valutazioni/criteri considera critico l’aspetto riportato nella domanda precedentemente. """,descrizione,Dati nazionali/comunali/arpav,descrizione,S,PP,"('green', 0, 1)",green,Dati nazionali/comunali/arpav,green,descrizione
9843,9846,"C. Descriva secondo quali valutazioni/criteri considera critico l’aspetto riportato nella domanda precedentemente. """,descrizione,"I trasporti, a parte il tram, sono rari, scarsi e costosi.",giudizio,S,PP,"('red', 3, 1)",red,"I trasporti, a parte il tram, sono rari, scarsi e costosi.",red,giudizio
9854,9857,"C. Descriva secondo quali valutazioni/criteri considera critico l’aspetto riportato nella domanda precedentemente. """,descrizione,Scarsità piste ciclabili/inadeguatezza parcheggi per bici,giudizio,S,PP,"('red', 3, 1)",red,Scarsità piste ciclabili/inadeguatezza parcheggi per bici,red,giudizio
9858,9861,"C. Descriva secondo quali valutazioni/criteri considera critico l’aspetto riportato nella domanda precedentemente. """,descrizione,Il centro è una “ città per vecchi” e la pessima gestione oraria della Ztl non fa che complicar loro la vita,giudizio,S,PP,"('red', 3, 1)",red,Il centro è una “ città per vecchi” e la pessima gestione oraria della Ztl non fa che complicar loro la vita,red,giudizio
9865,9868,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,Cercano lavoro,descrizione,S,PP,"('green', 0, 1)",green,Cercano lavoro,green,descrizione
9868,9871,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"raggiungimento di una maggior sostegno delle iniziative locali, sia sociali che economiche, le quali stanno decrescendo in numero a favore di grosse catene nazionali e internazionali",descrizione,S,PP,"('green', 0, 1)",green,"raggiungimento di una maggior sostegno delle iniziative locali, sia sociali che economiche, le quali stanno decrescendo in numero a favore di grosse catene nazionali e internazionali",green,descrizione
9873,9876,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"Utili e umani,",giudizio,S,PP,"('red', 3, 1)",red,"Utili e umani,",red,giudizio
9876,9879,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,di collaborazione con l'amministrazione e di ascolto delle problematiche,descrizione,S,PP,"('green', 0, 1)",green,di collaborazione con l'amministrazione e di ascolto delle problematiche,green,descrizione
9882,9885,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,Vivere in armonia con la propria comunita'.,giudizio,S,PP,"('red', 3, 1)",red,Vivere in armonia con la propria comunita'.,red,giudizio
9883,9886,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"Giusti. Credo che la cittadinanza non si aspetti i miracoli,ma l'essenziale ed il dovuto per vivere serenamente.",giudizio,S,PP,"('red', 3, 1)",red,"Giusti. Credo che la cittadinanza non si aspetti i miracoli,ma l'essenziale ed il dovuto per vivere serenamente.",red,giudizio
9885,9888,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"I padovani si pongono come obbiettivo la percezione di vivere in una ""città sicura"".",descrizione,S,PP,"('green', 0, 1)",green,"I padovani si pongono come obbiettivo la percezione di vivere in una ""città sicura"".",green,descrizione
9888,9891,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"Far emergere il problema, senza negarlo e senza dare copertura a comportamenti sociali inaccettabili",descrizione,S,PP,"('green', 0, 1)",green,"Far emergere il problema, senza negarlo e senza dare copertura a comportamenti sociali inaccettabili",green,descrizione
9893,9896,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"- usare meno le auto e più le bici, - valorizzare tutti gli angoli caratteristici della città",descrizione,S,PP,"('green', 0, 1)",green,"- usare meno le auto e più le bici, - valorizzare tutti gli angoli caratteristici della città",green,descrizione
9896,9899,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"vuole più ordine pubblico, più cura dell'
ambiente e del paesaggio e più sicurezza individuando nei poveri la minaccia e nei giovani mancato rispetto delle regole",giudizio,S,PP,"('red', 3, 1)",red,"vuole più ordine pubblico, più cura dell'
ambiente e del paesaggio e più sicurezza individuando nei poveri la minaccia e nei giovani mancato rispetto delle regole",red,giudizio
9904,9907,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"spesso egoistici, indifferenti ad altri bisogni collettivi",giudizio,S,PP,"('red', 3, 1)",red,"spesso egoistici, indifferenti ad altri bisogni collettivi",red,giudizio
9905,9908,In un altro momento dell’assemblea di quartiere un cittadino partecipante sta esprimendo quali potrebbero essere gli obiettivi che gli abitanti di Padova si pongono in quanto cittadini. Secondo Lei che cosa sta dicendo?,descrizione,"I cittadini che si rivolgono alla Consulta, ancora poco praticati, sono piuttosto autoreferenziali e seguono la filsofia ""nimby""",giudizio,S,PP,"('red', 3, 1)",red,"I cittadini che si rivolgono alla Consulta, ancora poco praticati, sono piuttosto autoreferenziali e seguono la filsofia ""nimby""",red,giudizio
9908,9911,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"Sono una giovane ragazza che abita da sola, lavora, paga bollette/tasse.",descrizione,S,PP,"('green', 0, 1)",green,"Sono una giovane ragazza che abita da sola, lavora, paga bollette/tasse.",green,descrizione
9910,9913,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"Sono una brava cittadina, non spaccio, non bevo",giudizio,S,PP,"('red', 3, 1)",red,"Sono una brava cittadina, non spaccio, non bevo",red,giudizio
9911,9914,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Onesto,giudizio,S,PP,"('red', 3, 1)",red,Onesto,red,giudizio
9912,9915,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"non ho mai rubato, nè fatto atti illegali",descrizione,S,PP,"('green', 0, 1)",green,"non ho mai rubato, nè fatto atti illegali",green,descrizione
9915,9918,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Onesto,giudizio,S,PP,"('red', 3, 1)",red,Onesto,red,giudizio
9916,9919,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,soddisfatto della città che abito,giudizio,S,PP,"('red', 3, 1)",red,soddisfatto della città che abito,red,giudizio
9918,9921,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,poco soddisfatto delle POSSIBILITA lavorative locali che si offrono ai giovani.,giudizio,S,PP,"('red', 3, 1)",red,poco soddisfatto delle POSSIBILITA lavorative locali che si offrono ai giovani.,red,giudizio
9919,9922,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"coinvolto nella vita studentesca e familiare,",descrizione,S,PP,"('green', 0, 1)",green,"coinvolto nella vita studentesca e familiare,",green,descrizione
9920,9923,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Poco coinvolta nelle iniziative della città,giudizio,S,PP,"('red', 3, 1)",red,Poco coinvolta nelle iniziative della città,red,giudizio
9922,9925,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"Sono un volontario, ma anche un militante di una casa del popolo dove si fa mutualismo, cultura, autoorganizzazione popolare con l'obbiettivo di migliorare la società",descrizione,S,PP,"('green', 0, 1)",green,"Sono un volontario, ma anche un militante di una casa del popolo dove si fa mutualismo, cultura, autoorganizzazione popolare con l'obbiettivo di migliorare la società",green,descrizione
9923,9926,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Molto utile e importante per la comunita'.,giudizio,S,PP,"('red', 3, 1)",red,Molto utile e importante per la comunita'.,red,giudizio
9925,9928,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,persona attenta ad ascoltare bisogno dei cittadini del quartiere e disponibile a veicolare le informazioni e i progetti del comune ai cittadini,descrizione,S,PP,"('green', 0, 1)",green,persona attenta ad ascoltare bisogno dei cittadini del quartiere e disponibile a veicolare le informazioni e i progetti del comune ai cittadini,green,descrizione
9926,9929,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Come un cittadino e collega pronto al confronto e nella speranza di trovare strategie e soluzioni comuni ed efficaci,descrizione,S,PP,"('green', 0, 1)",green,Come un cittadino e collega pronto al confronto e nella speranza di trovare strategie e soluzioni comuni ed efficaci,green,descrizione
9927,9930,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Un povero volontario impotente,giudizio,S,PP,"('red', 3, 1)",red,Un povero volontario impotente,red,giudizio
9928,9931,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"Una cittadina che presta volontariamente il proprio servizio per la propria comunità di riferimento, mettendosi all'ascolto dei cittadini e trasmettendo le loro proposte e istanze all'amministrazione comunale; nel contempo con il ruolo di diramare alla cittadinanza le iniziative/lavori promossi dal Comune nel quartiere",descrizione,S,PP,"('green', 0, 1)",green,"Una cittadina che presta volontariamente il proprio servizio per la propria comunità di riferimento, mettendosi all'ascolto dei cittadini e trasmettendo le loro proposte e istanze all'amministrazione comunale; nel contempo con il ruolo di diramare alla cittadinanza le iniziative/lavori promossi dal Comune nel quartiere",green,descrizione
9929,9932,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Partecipante attivo,giudizio,S,PP,"('red', 3, 1)",red,Partecipante attivo,red,giudizio
9932,9935,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Componente della minoranza con l'obiettivo di costringere la maggioranza a scelte occulate e paritarie per tutti.,descrizione,S,PP,"('green', 0, 1)",green,Componente della minoranza con l'obiettivo di costringere la maggioranza a scelte occulate e paritarie per tutti.,green,descrizione
9937,9940,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Mi descriverei come un rappresentante della società civile,descrizione,S,PP,"('green', 0, 1)",green,Mi descriverei come un rappresentante della società civile,green,descrizione
9938,9941,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Idealista e senza scopo politico,giudizio,S,PP,"('red', 3, 1)",red,Idealista e senza scopo politico,red,giudizio
9939,9942,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,cittadino normale,giudizio,S,PP,"('red', 3, 1)",red,cittadino normale,red,giudizio
9942,9945,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"-Ottimista
-mi attengo alle regole
-cerco di sotenere i giovani
-sono delusa e temo le derive autoritarie della politica e anche dell'amministrazione
comunale (soprattutto la precedente all'
attuale)",giudizio,S,PP,"('red', 3, 1)",red,"-Ottimista
-mi attengo alle regole
-cerco di sotenere i giovani
-sono delusa e temo le derive autoritarie della politica e anche dell'amministrazione
comunale (soprattutto la precedente all'
attuale)",red,giudizio
9943,9946,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"-lavoratore, con famiglia, e altre persone
a carico, residente
-anziano, autosufficiente e con aiuti assistenziali",descrizione,S,PP,"('green', 0, 1)",green,"-lavoratore, con famiglia, e altre persone
a carico, residente
-anziano, autosufficiente e con aiuti assistenziali",green,descrizione
9944,9947,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"Beh, racconterei quello che faccio, il mio impegno di sensibilizzazione culturale, la mia presenza in tutte le manifestazioni in cui si difendono i diritti e i valori della costituzione",descrizione,S,PP,"('green', 0, 1)",green,"Beh, racconterei quello che faccio, il mio impegno di sensibilizzazione culturale, la mia presenza in tutte le manifestazioni in cui si difendono i diritti e i valori della costituzione",green,descrizione
9945,9948,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Fornitore di un servizio ritenuto utile (gestione beni usati) a livello sociale e ambientale,giudizio,S,PP,"('red', 3, 1)",red,Fornitore di un servizio ritenuto utile (gestione beni usati) a livello sociale e ambientale,red,giudizio
9946,9949,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Lo descriverei come quello di un residente impegnato che crede molto nell'importanza di modificare il quartiere in cui vive.,giudizio,S,PP,"('red', 3, 1)",red,Lo descriverei come quello di un residente impegnato che crede molto nell'importanza di modificare il quartiere in cui vive.,red,giudizio
9951,9954,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,non molto utile.,giudizio,S,PP,"('red', 3, 1)",red,non molto utile.,red,giudizio
9955,9958,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"Parlerei del mio entusiasmo nell'aver accettare l'incarico, augurandomi di poter incidere. Direi che al momento non mi sembra che la mia Consulta funzioni a buon ritmo per varie difficoltà, anche per una guida poco decisa.",giudizio,S,PP,"('red', 3, 1)",red,"Parlerei del mio entusiasmo nell'aver accettare l'incarico, augurandomi di poter incidere. Direi che al momento non mi sembra che la mia Consulta funzioni a buon ritmo per varie difficoltà, anche per una guida poco decisa.",red,giudizio
9957,9960,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,Come un cittadini innamorato della propria città,giudizio,S,PP,"('red', 3, 1)",red,Come un cittadini innamorato della propria città,red,giudizio
9960,9963,Come si descriverebbe in quanto cittadino che abita la città di Padova?,descrizione,"L'assessore valorizza e incentiva le iniziative dei cittadini a favore dello sviluppo della comunità, adotta soluzioni per rispondere il più possibile ai bisogni della cittadine e dei cittadini, in collaborazione con gli altri assessori",descrizione,S,PP,"('green', 0, 1)",green,"L'assessore valorizza e incentiva le iniziative dei cittadini a favore dello sviluppo della comunità, adotta soluzioni per rispondere il più possibile ai bisogni della cittadine e dei cittadini, in collaborazione con gli altri assessori",green,descrizione
10041,10044,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Bene,giudizio,S,PP,"('red', 3, 1)",red,Bene,red,giudizio
10043,10046,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,"Esigenze abitative, alimentari, orari giornalieri e settimanali sono diversi e non facilmente conciliabili ed integrabili.",giudizio,S,PP,"('red', 3, 1)",red,"Esigenze abitative, alimentari, orari giornalieri e settimanali sono diversi e non facilmente conciliabili ed integrabili.",red,giudizio
10046,10049,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,considero l'idea più che positiva.,giudizio,S,PP,"('red', 3, 1)",red,considero l'idea più che positiva.,red,giudizio
10047,10050,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Buona,giudizio,S,PP,"('red', 3, 1)",red,Buona,red,giudizio
10052,10055,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Estremamente proficua per tutte le categorie,giudizio,S,PP,"('red', 3, 1)",red,Estremamente proficua per tutte le categorie,red,giudizio
10056,10059,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,"- interscambio a volte ""pacifico"", altre volte meno,",giudizio,S,PP,"('red', 3, 1)",red,"- interscambio a volte ""pacifico"", altre volte meno,",red,giudizio
10058,10061,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,"Io frequento l'area del Portello che si può definire ""cittadella universitaria"".",giudizio,S,PP,"('red', 3, 1)",red,"Io frequento l'area del Portello che si può definire ""cittadella universitaria"".",red,giudizio
10063,10066,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,Se venisse aperta una nuove università sarebbe molto bello,giudizio,S,PP,"('red', 3, 1)",red,Se venisse aperta una nuove università sarebbe molto bello,red,giudizio
10068,10071,"Si immagini che nel quartiere in cui abita venga aperta una nuova struttura universitaria composta da aule studio e didattiche per gli studenti, laboratori, uffici amministrativi e studi dei docenti. Come descriverebbe la convivenza all’interno del quartiere tra gli abitanti di quella zona e la popolazione universitaria che usufruisce della nuova struttura indicata?",anticipazione,"Buona, come di fatto già è",giudizio,S,PP,"('red', 3, 1)",red,"Buona, come di fatto già è",red,giudizio
