,Question,Qrep,Answer,Rep,Skill,Dataset,p,MacroCat,text,label,label2,is_valid,set_tag,is_test
7195,Come ti descriveresti prima di entrare in carcere?,descrizione,"èra più bene , che adesso",contrapposizione,S,RD,"('red', 6, 4)",red,"èra più bene , che adesso",red,contrapposizione,True,1,False
7196,Come ti descriveresti prima di entrare in carcere?,descrizione,una ragazzina povera .,descrizione,S,RD,"('green', 0, 1)",green,una ragazzina povera .,green,descrizione,False,0,False
7197,Come ti descriveresti prima di entrare in carcere?,descrizione,mi_descrivevo come libero e che stavo_molto_bene,descrizione,S,RD,"('green', 0, 1)",green,mi_descrivevo come libero e che stavo_molto_bene,green,descrizione,False,0,False
7198,Come ti descriveresti prima di entrare in carcere?,descrizione,non_pensavo_mai di finire_in_carcere,sancire,S,RD,"('red', 1, 0)",red,non_pensavo_mai di finire_in_carcere,red,sancire,True,1,False
7199,Come ti descriveresti prima di entrare in carcere?,descrizione,mi_descrivevo come un giovane immaturo e con_tanti_sogni,descrizione,S,RD,"('green', 0, 1)",green,mi_descrivevo come un giovane immaturo e con_tanti_sogni,green,descrizione,False,0,False
7200,Come ti descriveresti prima di entrare in carcere?,descrizione,molto normale,descrizione,S,RD,"('green', 0, 1)",green,molto normale,green,descrizione,False,0,False
7201,Come ti descriveresti prima di entrare in carcere?,descrizione,ero_un_ragazzo felice e poco saggio,giudizio,S,RD,"('red', 3, 1)",red,ero_un_ragazzo felice e poco saggio,red,giudizio,True,1,False
7202,Come ti descriveresti prima di entrare in carcere?,descrizione,"un_ragazzo giovane , immaturo e con_tanti_sogni",descrizione,S,RD,"('green', 0, 1)",green,"un_ragazzo giovane , immaturo e con_tanti_sogni",green,descrizione,False,0,False
7203,Come ti descriveresti prima di entrare in carcere?,descrizione,"ero giovane pieno_vita ma sfortunatamente sono finito_in_carcere e come dice un vecchio detto albanese "" la legna tagliata fresca finisce per bruciarsi se vicino_a quella secca """,deresponsabilizzazione,S,RD,"('red', 4, 2)",red,"ero giovane pieno_vita ma sfortunatamente sono finito_in_carcere e come dice un vecchio detto albanese "" la legna tagliata fresca finisce per bruciarsi se vicino_a quella secca """,red,deresponsabilizzazione,False,0,False
7204,Come ti descriveresti prima di entrare in carcere?,descrizione,"una_persona vedeva la vita solo in rose , una_persona distendeva il bene del_male",opinione,S,RD,"('red', 5, 3)",red,"una_persona vedeva la vita solo in rose , una_persona distendeva il bene del_male",red,opinione,False,0,False
7205,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona con_la_famiglia e con un posto_di_lavoro,sancire,S,RD,"('red', 1, 0)",red,una_persona con_la_famiglia e con un posto_di_lavoro,red,sancire,proposta,False,0
7206,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona tranquilla,descrizione,S,RD,"('green', 0, 1)",green,una_persona tranquilla,green,descrizione,True,1,False
7207,Come ti descriveresti prima di entrare in carcere?,descrizione,"io sono venuta in italia per un posto_di_lavoro , poi sono rimasto senza_lavoro , e ho_commesso il furto che lo ho commèsso ,",descrizione,S,RD,"('green', 0, 1)",green,"io sono venuta in italia per un posto_di_lavoro , poi sono rimasto senza_lavoro , e ho_commesso il furto che lo ho commèsso ,",green,descrizione,False,0,False
7208,Come ti descriveresti prima di entrare in carcere?,descrizione,"ma non sono condannato per il furto , ci per rapina",contrapposizione,S,RD,"('red', 6, 4)",red,"ma non sono condannato per il furto , ci per rapina",red,contrapposizione,False,0,False
7209,Come ti descriveresti prima di entrare in carcere?,descrizione,"mi_sembrava_che_tutto il mondo fosse mio , in_poche_parole_ero il più duro . è stato un brutto sogno .",sancire,S,RD,"('red', 1, 0)",red,"mi_sembrava_che_tutto il mondo fosse mio , in_poche_parole_ero il più duro . è stato un brutto sogno .",red,sancire,False,0,False
7210,Come ti descriveresti prima di entrare in carcere?,descrizione,"ero molto diverso , ma adesso mi_dispiace , spero di cambiarmi per_bene",generalizzazione,S,RD,"('red', 3, 1)",red,"ero molto diverso , ma adesso mi_dispiace , spero di cambiarmi per_bene",red,generalizzazione,False,0,False
7211,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona finanziari .,sancire,S,RD,"('red', 1, 0)",red,una_persona finanziari .,red,sancire,True,1,False
7212,Come ti descriveresti prima di entrare in carcere?,descrizione,"un_uomo normale ma , dato le circostanze e i problemi che avevo , ho_fatto cose nella_vita che mi hanno portato in_carcere",implicazioni,S,RD,"('red', 9, 7)",red,"un_uomo normale ma , dato le circostanze e i problemi che avevo , ho_fatto cose nella_vita che mi hanno portato in_carcere",red,implicazioni,False,0,False
7213,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona con molti bisogni,descrizione,S,RD,"('green', 0, 1)",green,una_persona con molti bisogni,green,descrizione,False,0,False
7214,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona matura,descrizione,S,RD,"('green', 0, 1)",green,una_persona matura,green,descrizione,False,0,False
7215,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona e libera,descrizione,S,RD,"('green', 0, 1)",green,una_persona e libera,green,descrizione,False,0,False
7216,Come ti descriveresti prima di entrare in carcere?,descrizione,lavoravo e cercavo di_fare sole al più_presto_possibile,dichiarazione di intenti,S,RD,"('red', 5, 4)",red,lavoravo e cercavo di_fare sole al più_presto_possibile,red,dichiarazione di intenti,False,0,False
7217,Come ti descriveresti prima di entrare in carcere?,descrizione,"vivo con la paura , e nessuno era interessato di me… e sono_sempre_fiero",sancire,S,RD,"('red', 1, 0)",red,"vivo con la paura , e nessuno era interessato di me… e sono_sempre_fiero",red,sancire,False,0,False
7218,Come ti descriveresti prima di entrare in carcere?,descrizione,"descrivo_me_stesso una_persona vuole bene , tutti_i_giorni cercavo il_lavoro , un_periodo lavoravo e un_periodo no ,",specificazione,S,RD,"('yellow', 1, 1)",yellow,"descrivo_me_stesso una_persona vuole bene , tutti_i_giorni cercavo il_lavoro , un_periodo lavoravo e un_periodo no ,",yellow,specificazione,True,1,False
7219,Come ti descriveresti prima di entrare in carcere?,descrizione,non_pensavo di_entrare in_carcere,contrapposizione,S,RD,"('red', 6, 4)",red,non_pensavo di_entrare in_carcere,red,contrapposizione,False,0,False
7220,Come ti descriveresti prima di entrare in carcere?,descrizione,"tutto_quello che mi interessava era soddisfare il mio desiderio e godermi la vita , raccogliere denaro e sono_sempre_fiero di_me_stesso , tutta_la_gente sbagliava .",giudizio,S,RD,"('red', 3, 1)",red,"tutto_quello che mi interessava era soddisfare il mio desiderio e godermi la vita , raccogliere denaro e sono_sempre_fiero di_me_stesso , tutta_la_gente sbagliava .",red,giudizio,False,0,False
7221,Come ti descriveresti prima di entrare in carcere?,descrizione,mi_descrivo che ero in un problema imbarazzante,descrizione,S,RD,"('green', 0, 1)",green,mi_descrivo che ero in un problema imbarazzante,green,descrizione,True,1,False
7222,Come ti descriveresti prima di entrare in carcere?,descrizione,amareggiato e pentito cosa è successo cosa ho_fatto da minorenne che ora sto_pagando per il passato di gioventù,giudizio,S,RD,"('red', 3, 1)",red,amareggiato e pentito cosa è successo cosa ho_fatto da minorenne che ora sto_pagando per il passato di gioventù,red,giudizio,False,0,False
7223,Come ti descriveresti prima di entrare in carcere?,descrizione,delinquente,descrizione,S,RD,"('green', 0, 1)",green,delinquente,green,descrizione,False,0,False
7224,Come ti descriveresti prima di entrare in carcere?,descrizione,un padre_di_famiglia ( che ha_sbagliato ),descrizione,S,RD,"('green', 0, 1)",green,un padre_di_famiglia ( che ha_sbagliato ),green,descrizione,False,0,False
7225,Come ti descriveresti prima di entrare in carcere?,descrizione,persona_educata e brava,descrizione,S,RD,"('green', 0, 1)",green,persona_educata e brava,green,descrizione,True,1,False
7226,Come ti descriveresti prima di entrare in carcere?,descrizione,come uno che lotta per riuscire a vivere normalmente con_la_famiglia,sancire,S,RD,"('red', 1, 0)",red,come uno che lotta per riuscire a vivere normalmente con_la_famiglia,red,sancire,False,0,False
7227,Come ti descriveresti prima di entrare in carcere?,descrizione,quella volta non_ho_pensato però le persone sbagliano ed io spero_che mi accada più,generalizzazione,S,RD,"('red', 3, 1)",red,quella volta non_ho_pensato però le persone sbagliano ed io spero_che mi accada più,red,generalizzazione,False,0,False
7228,Come ti descriveresti prima di entrare in carcere?,descrizione,pensavo tutto diverso,sancire,S,RD,"('red', 1, 0)",red,pensavo tutto diverso,red,sancire,False,0,False
7229,Come ti descriveresti prima di entrare in carcere?,descrizione,"stavo_troppo_male , una_cosa incredibile",giudizio,S,RD,"('red', 3, 1)",red,"stavo_troppo_male , una_cosa incredibile",red,giudizio,False,0,False
7230,Come ti descriveresti prima di entrare in carcere?,descrizione,sto fuori testa non_so del_bene e del_male,sancire,S,RD,"('red', 1, 0)",red,sto fuori testa non_so del_bene e del_male,red,sancire,False,0,False
7231,Come ti descriveresti prima di entrare in carcere?,descrizione,mi_sento che sto_bene invece è_tutto contrario,contrapposizione,S,RD,"('red', 6, 4)",red,mi_sento che sto_bene invece è_tutto contrario,red,contrapposizione,False,0,False
7232,Come ti descriveresti prima di entrare in carcere?,descrizione,sempre normale e sicura di me_stessa,sancire,S,RD,"('red', 1, 0)",red,sempre normale e sicura di me_stessa,red,sancire,False,0,False
7233,Come ti descriveresti prima di entrare in carcere?,descrizione,"sono la persona di_sempre come l' ho già spiegato nella domanda precedente ,",conferma,S,RD,"('red', 2, 1)",red,"sono la persona di_sempre come l' ho già spiegato nella domanda precedente ,",red,conferma,True,1,False
7234,Come ti descriveresti prima di entrare in carcere?,descrizione,"ma aggiungo che prima_di_entrare qui ero_una_persona che si fidava troppo delle altre persone , per_me tutte le persone erano buone ;",giudizio,S,RD,"('red', 3, 1)",red,"ma aggiungo che prima_di_entrare qui ero_una_persona che si fidava troppo delle altre persone , per_me tutte le persone erano buone ;",red,giudizio,False,0,False
7235,Come ti descriveresti prima di entrare in carcere?,descrizione,"invece_adesso , a_causa_di quello che mi ha_fatto una_persona , non mi fiderò più_di nessuno , solo di dio che mi ha protetto delle persone senza_scrupoli",causa,S,RD,"('red', 2, 1)",red,"invece_adesso , a_causa_di quello che mi ha_fatto una_persona , non mi fiderò più_di nessuno , solo di dio che mi ha protetto delle persone senza_scrupoli",red,causa,True,1,False
7236,Come ti descriveresti prima di entrare in carcere?,descrizione,"come_una_madre che per aiutare e dare di tutto ai_suoi_figli a_causa_di tanti bisogni , ha_fatto_qualcosa che non doveva",causa,S,RD,"('red', 2, 1)",red,"come_una_madre che per aiutare e dare di tutto ai_suoi_figli a_causa_di tanti bisogni , ha_fatto_qualcosa che non doveva",red,causa,True,1,False
7237,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona un_carattere forte che sa risolvere qualsiasi situazione,sancire,S,RD,"('red', 1, 0)",red,una_persona un_carattere forte che sa risolvere qualsiasi situazione,red,sancire,False,0,False
7238,Come ti descriveresti prima di entrare in carcere?,descrizione,normale,descrizione,S,RD,"('green', 0, 1)",green,normale,green,descrizione,False,0,False
7239,Come ti descriveresti prima di entrare in carcere?,descrizione,ero la persona più_di fiducia con capacità di organizzare il lavoro con_fiducia in parola senza firma .,sancire,S,RD,"('red', 1, 0)",red,ero la persona più_di fiducia con capacità di organizzare il lavoro con_fiducia in parola senza firma .,red,sancire,False,0,False
7240,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona con un_lavoro_fisso .,descrizione,S,RD,"('green', 0, 1)",green,una_persona con un_lavoro_fisso .,green,descrizione,False,0,False
7241,Come ti descriveresti prima di entrare in carcere?,descrizione,benissimo contenta della vita che facevo,descrizione,S,RD,"('green', 0, 1)",green,benissimo contenta della vita che facevo,green,descrizione,True,1,False
7242,Come ti descriveresti prima di entrare in carcere?,descrizione,prima_di_entrare in_carcere secondo_me è la fine_del_mondo,sancire,S,RD,"('red', 1, 0)",red,prima_di_entrare in_carcere secondo_me è la fine_del_mondo,red,sancire,False,0,False
7243,Come ti descriveresti prima di entrare in carcere?,descrizione,c' è qualche_volta penso di togliermi la vita giuste nei primi giorni . poi passa fino_alla fine pena . poi cominciare da_capo .,dichiarazione di intenti,S,RD,"('red', 5, 4)",red,c' è qualche_volta penso di togliermi la vita giuste nei primi giorni . poi passa fino_alla fine pena . poi cominciare da_capo .,red,dichiarazione di intenti,False,0,False
7244,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona speranza,sancire,S,RD,"('red', 1, 0)",red,una_persona speranza,red,sancire,False,0,False
7245,Come ti descriveresti prima di entrare in carcere?,descrizione,un essere_umano pieno_voglia_vivere,sancire,S,RD,"('red', 1, 0)",red,un essere_umano pieno_voglia_vivere,red,sancire,False,0,False
7246,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona viva,sancire,S,RD,"('red', 1, 0)",red,una_persona viva,red,sancire,False,0,False
7247,Come ti descriveresti prima di entrare in carcere?,descrizione,un roi perché vivo molto_bene vivano come anche italiani,giudizio,S,RD,"('red', 3, 1)",red,un roi perché vivo molto_bene vivano come anche italiani,red,giudizio,True,1,False
7248,Come ti descriveresti prima di entrare in carcere?,descrizione,normale,descrizione,S,RD,"('green', 0, 1)",green,normale,green,descrizione,True,1,False
7249,Come ti descriveresti prima di entrare in carcere?,descrizione,benissimo,giudizio,S,RD,"('red', 3, 1)",red,benissimo,red,giudizio,False,0,False
7250,Come ti descriveresti prima di entrare in carcere?,descrizione,come_una_persona matta non trovo lavoro,descrizione,S,RD,"('green', 0, 1)",green,come_una_persona matta non trovo lavoro,green,descrizione,True,1,False
7251,Come ti descriveresti prima di entrare in carcere?,descrizione,"mi vedevo diverso da_ora , qui è il cimitero dei vivi",commento,S,RD,"('red', 3, 1)",red,"mi vedevo diverso da_ora , qui è il cimitero dei vivi",red,commento,True,1,False
7252,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona rovinata perché ho perso i miei_amici perfino anche la mia_ragazza,implicazioni,S,RD,"('red', 9, 7)",red,una_persona rovinata perché ho perso i miei_amici perfino anche la mia_ragazza,red,implicazioni,False,0,False
7253,Come ti descriveresti prima di entrare in carcere?,descrizione,mi_sentivo che non_ho bisogno di niente,sancire,S,RD,"('red', 1, 0)",red,mi_sentivo che non_ho bisogno di niente,red,sancire,True,1,False
7254,Come ti descriveresti prima di entrare in carcere?,descrizione,mai ricordo bellissimo quel_giorno e ho_avuto tanta paura e mi chiedo dove sono cosa ho_fatto e un disastro,generalizzazione,S,RD,"('red', 3, 1)",red,mai ricordo bellissimo quel_giorno e ho_avuto tanta paura e mi chiedo dove sono cosa ho_fatto e un disastro,red,generalizzazione,False,0,False
7255,Come ti descriveresti prima di entrare in carcere?,descrizione,"re , vivevo_bene e vivevo con gli italiani",sancire,S,RD,"('red', 1, 0)",red,"re , vivevo_bene e vivevo con gli italiani",red,sancire,True,1,False
7256,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona è meglio di uno spacciatore di droga,contrapposizione,S,RD,"('red', 6, 4)",red,una_persona è meglio di uno spacciatore di droga,red,contrapposizione,True,1,False
7257,Come ti descriveresti prima di entrare in carcere?,descrizione,"non_ho riflettuto con la mente ma ho_pensato al denaro e all' aiuto da dare alla_mia_famiglia in marocco , aiuto che dovrò dare in qualsiasi modo anche_se pagherò con la mia_vita",prescrizione,S,RD,"('yellow', 4, 4)",yellow,"non_ho riflettuto con la mente ma ho_pensato al denaro e all' aiuto da dare alla_mia_famiglia in marocco , aiuto che dovrò dare in qualsiasi modo anche_se pagherò con la mia_vita",yellow,prescrizione,True,1,False
7258,Come ti descriveresti prima di entrare in carcere?,descrizione,non_pensavo alla prigione,contrapposizione,S,RD,"('red', 6, 4)",red,non_pensavo alla prigione,red,contrapposizione,False,0,False
7259,Come ti descriveresti prima di entrare in carcere?,descrizione,stavo_bene,giudizio,S,RD,"('red', 3, 1)",red,stavo_bene,red,giudizio,False,0,False
7260,Come ti descriveresti prima di entrare in carcere?,descrizione,descrivevo_me_stesso come_un_bambino cosciente,descrizione,S,RD,"('green', 0, 1)",green,descrivevo_me_stesso come_un_bambino cosciente,green,descrizione,False,0,False
7261,Come ti descriveresti prima di entrare in carcere?,descrizione,"una_persona straordinaria , rispettata e una_persona dignità umanitaria",sancire,S,RD,"('red', 1, 0)",red,"una_persona straordinaria , rispettata e una_persona dignità umanitaria",red,sancire,True,1,False
7262,Come ti descriveresti prima di entrare in carcere?,descrizione,ero_una_persona come_tutta_la_gente ma il bere del vino è l' unica cosa che mi ha_fatto entrare_in_prigione,causa,S,RD,"('red', 2, 1)",red,ero_una_persona come_tutta_la_gente ma il bere del vino è l' unica cosa che mi ha_fatto entrare_in_prigione,red,causa,False,0,False
7263,Come ti descriveresti prima di entrare in carcere?,descrizione,stavo_bene non_so di questa domanda,giudizio,S,RD,"('red', 3, 1)",red,stavo_bene non_so di questa domanda,red,giudizio,riferimento_obiettivo,True,1
7264,Come ti descriveresti prima di entrare in carcere?,descrizione,non aspettavo questo reato,giustificazione,S,RD,"('red', 4, 1)",red,non aspettavo questo reato,red,giustificazione,False,0,False
7265,Come ti descriveresti prima di entrare in carcere?,descrizione,normale,descrizione,S,RD,"('green', 0, 1)",green,normale,green,descrizione,False,0,False
7266,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona lavorava onestamente per_guadagnare il suo pane_quotidiano,sancire,S,RD,"('red', 1, 0)",red,una_persona lavorava onestamente per_guadagnare il suo pane_quotidiano,red,sancire,False,0,False
7267,Come ti descriveresti prima di entrare in carcere?,descrizione,dicevo sempre non entro nella_prigione perché_io e mia_moglie avevamo lavoro_onesto è successo questo perché il destino di dio ha voluto così e sono qui che aspetto dio con pazienza,deresponsabilizzazione,S,RD,"('red', 4, 2)",red,dicevo sempre non entro nella_prigione perché_io e mia_moglie avevamo lavoro_onesto è successo questo perché il destino di dio ha voluto così e sono qui che aspetto dio con pazienza,red,deresponsabilizzazione,False,0,False
7268,Come ti descriveresti prima di entrare in carcere?,descrizione,prima_d_entrare in_prigione stavo_bene lavoravo regolarmente e quello che successo è successo per nulla,sancire,S,RD,"('red', 1, 0)",red,prima_d_entrare in_prigione stavo_bene lavoravo regolarmente e quello che successo è successo per nulla,red,sancire,False,0,False
7269,Come ti descriveresti prima di entrare in carcere?,descrizione,normale,descrizione,S,RD,"('green', 0, 1)",green,normale,green,descrizione,False,0,False
7270,Come ti descriveresti prima di entrare in carcere?,descrizione,"prima_di_tutto pensavo al_mio futuro e quello della_mia , ma purtroppo non é andata come pensavo io .",opinione,S,RD,"('red', 5, 3)",red,"prima_di_tutto pensavo al_mio futuro e quello della_mia , ma purtroppo non é andata come pensavo io .",red,opinione,False,0,False
7271,Come ti descriveresti prima di entrare in carcere?,descrizione,speriamo_che torni al_più_presto il_giorno in_cui possiamo ricominciare a parlare della vita,commento,S,RD,"('red', 3, 1)",red,speriamo_che torni al_più_presto il_giorno in_cui possiamo ricominciare a parlare della vita,red,commento,False,0,False
7272,Come ti descriveresti prima di entrare in carcere?,descrizione,"non_avevo pensato al_fatto_che esisteva il carcere , non_so proprio cosa scrivere , pero lo so bene che l' incarcerazione e una esperienza difficile",commento,S,RD,"('red', 3, 1)",red,"non_avevo pensato al_fatto_che esisteva il carcere , non_so proprio cosa scrivere , pero lo so bene che l' incarcerazione e una esperienza difficile",red,commento,False,0,False
7273,Come ti descriveresti prima di entrare in carcere?,descrizione,"come_una_persona con tanti amici ,",sancire,S,RD,"('red', 1, 0)",red,"come_una_persona con tanti amici ,",red,sancire,False,0,False
7274,Come ti descriveresti prima di entrare in carcere?,descrizione,adesso a_causa_dell' esperienza del carcere mi_sento disprezzato,commento,S,RD,"('red', 3, 1)",red,adesso a_causa_dell' esperienza del carcere mi_sento disprezzato,red,commento,False,0,False
7275,Come ti descriveresti prima di entrare in carcere?,descrizione,"mi_sentivo più giovane , più felice , più amabile e più sicuro ,",contrapposizione,S,RD,"('red', 6, 4)",red,"mi_sentivo più giovane , più felice , più amabile e più sicuro ,",red,contrapposizione,False,0,False
7276,Come ti descriveresti prima di entrare in carcere?,descrizione,invece_adesso mi_sento come un orfano sepolto vivo,commento,S,RD,"('red', 3, 1)",red,invece_adesso mi_sento come un orfano sepolto vivo,red,commento,False,0,False
7277,Come ti descriveresti prima di entrare in carcere?,descrizione,"fuorilegge "" clandestino """,sancire,S,RD,"('red', 1, 0)",red,"fuorilegge "" clandestino """,red,sancire,True,1,False
7278,Come ti descriveresti prima di entrare in carcere?,descrizione,"ero_una_persona , ho terminato le scuole superiori e frequentato per due anni i corsi alla facoltà di veterinaria , ho sempre condotto una_vita_normale e continuerò anche quando uscirò di_qui",descrizione,S,RD,"('green', 0, 1)",green,"ero_una_persona , ho terminato le scuole superiori e frequentato per due anni i corsi alla facoltà di veterinaria , ho sempre condotto una_vita_normale e continuerò anche quando uscirò di_qui",green,descrizione,False,0,False
7279,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona .,generalizzazione,S,RD,"('red', 3, 1)",red,una_persona .,red,generalizzazione,False,0,False
7280,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona tanti_sogni ma sono tutti crollati nel momento del arresto,sancire,S,RD,"('red', 1, 0)",red,una_persona tanti_sogni ma sono tutti crollati nel momento del arresto,red,sancire,False,0,False
7281,Come ti descriveresti prima di entrare in carcere?,descrizione,un_persona normale .,descrizione,S,RD,"('green', 0, 1)",green,un_persona normale .,green,descrizione,False,0,False
7282,Come ti descriveresti prima di entrare in carcere?,descrizione,"una_persona , con tanti progetti nella_vita .",sancire,S,RD,"('red', 1, 0)",red,"una_persona , con tanti progetti nella_vita .",red,sancire,False,0,False
7283,Come ti descriveresti prima di entrare in carcere?,descrizione,non posso accorgermi adesso,non risposta,S,RD,"('red', 3, 1)",red,non posso accorgermi adesso,red,non risposta,False,0,False
7284,Come ti descriveresti prima di entrare in carcere?,descrizione,mi_sono_sentito molto_male quando sono entrato in_carcere,commento,S,RD,"('red', 3, 1)",red,mi_sono_sentito molto_male quando sono entrato in_carcere,red,commento,False,0,False
7285,Come ti descriveresti prima di entrare in carcere?,descrizione,felice,descrizione,S,RD,"('green', 0, 1)",green,felice,green,descrizione,True,1,False
7286,Come ti descriveresti prima di entrare in carcere?,descrizione,"irresponsabile , facilmente influenzabile e immaturo .",giudizio,S,RD,"('red', 3, 1)",red,"irresponsabile , facilmente influenzabile e immaturo .",red,giudizio,True,1,False
7287,Come ti descriveresti prima di entrare in carcere?,descrizione,con un' esperienza in_meno .,commento,S,RD,"('red', 3, 1)",red,con un' esperienza in_meno .,red,commento,True,1,False
7288,Come ti descriveresti prima di entrare in carcere?,descrizione,in_una_situazione molto_difficile .,descrizione,S,RD,"('green', 0, 1)",green,in_una_situazione molto_difficile .,green,descrizione,False,0,False
7289,Come ti descriveresti prima di entrare in carcere?,descrizione,avevo paura .,sancire,S,RD,"('red', 1, 0)",red,avevo paura .,red,sancire,False,0,False
7290,Come ti descriveresti prima di entrare in carcere?,descrizione,normale,descrizione,S,RD,"('green', 0, 1)",green,normale,green,descrizione,True,1,False
7291,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona con un_lavoro_normale e con_una_famiglia,sancire,S,RD,"('red', 1, 0)",red,una_persona con un_lavoro_normale e con_una_famiglia,red,sancire,False,0,False
7292,Come ti descriveresti prima di entrare in carcere?,descrizione,"è stato per_me un_momento buio , non_so devo fare , e soprattutto cosa dico alla_mia_famiglia ( genitori )",sancire,S,RD,"('red', 1, 0)",red,"è stato per_me un_momento buio , non_so devo fare , e soprattutto cosa dico alla_mia_famiglia ( genitori )",red,sancire,False,0,False
7293,Come ti descriveresti prima di entrare in carcere?,descrizione,"una_persona per_bene , padre_di_famiglia ma che lavora che gli piace lavorare",sancire,S,RD,"('red', 1, 0)",red,"una_persona per_bene , padre_di_famiglia ma che lavora che gli piace lavorare",red,sancire,False,0,False
7294,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona .,generalizzazione,S,RD,"('red', 3, 1)",red,una_persona .,red,generalizzazione,True,1,False
7295,Come ti descriveresti prima di entrare in carcere?,descrizione,"un_bambino che veniva da tanta povertà e pensava che , in_maniera troppo facile , poteva dimenticare questa parola",descrizione,S,RD,"('green', 0, 1)",green,"un_bambino che veniva da tanta povertà e pensava che , in_maniera troppo facile , poteva dimenticare questa parola",green,descrizione,False,0,False
7296,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona come_tutte le altre,generalizzazione,S,RD,"('red', 3, 1)",red,una_persona come_tutte le altre,red,generalizzazione,True,1,False
7297,Come ti descriveresti prima di entrare in carcere?,descrizione,"prima ero_una_persona legata alla_famiglia e agli amici , lavoravo ed ero rispettato .",sancire,S,RD,"('red', 1, 0)",red,"prima ero_una_persona legata alla_famiglia e agli amici , lavoravo ed ero rispettato .",red,sancire,green,riferimento_obiettivo,False
7298,Come ti descriveresti prima di entrare in carcere?,descrizione,"ero_tranquillo e contento , adesso questi ci fanno impazzire e ci prendono in_giro",contrapposizione,S,RD,"('red', 6, 4)",red,"ero_tranquillo e contento , adesso questi ci fanno impazzire e ci prendono in_giro",red,contrapposizione,False,0,False
7299,Come ti descriveresti prima di entrare in carcere?,descrizione,"come_una_persona , con_una_famiglia qui in italia , uno che lavorava e faceva_una_vita normale",sancire,S,RD,"('red', 1, 0)",red,"come_una_persona , con_una_famiglia qui in italia , uno che lavorava e faceva_una_vita normale",red,sancire,False,0,False
7300,Come ti descriveresti prima di entrare in carcere?,descrizione,"ingenuo , che non sono stato capace di valutare bene il mio_comportamento e la mia attività lavorativa",giudizio,S,RD,"('red', 3, 1)",red,"ingenuo , che non sono stato capace di valutare bene il mio_comportamento e la mia attività lavorativa",red,giudizio,False,0,False
7301,Come ti descriveresti prima di entrare in carcere?,descrizione,non_so dire perché mi è venuto come una bomba addosso ( visto ) che ho_visto ai carabinieri davanti la porta di_casa con un definitivo in_mano ero dispiaciuto perché ero molto preoccupato per la salute della_mia convivente che una_settimana prima ha_avuto un intervento chirurgico e tutto ora è da_sola,commento,S,RD,"('red', 3, 1)",red,non_so dire perché mi è venuto come una bomba addosso ( visto ) che ho_visto ai carabinieri davanti la porta di_casa con un definitivo in_mano ero dispiaciuto perché ero molto preoccupato per la salute della_mia convivente che una_settimana prima ha_avuto un intervento chirurgico e tutto ora è da_sola,red,commento,True,1,False
7302,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona una_persona ha sempre_lavorato,sancire,S,RD,"('red', 1, 0)",red,una_persona una_persona ha sempre_lavorato,red,sancire,False,0,False
7303,Come ti descriveresti prima di entrare in carcere?,descrizione,uno che molto ha_dato e molto ha_avuto in_compenso,sancire,S,RD,"('red', 1, 0)",red,uno che molto ha_dato e molto ha_avuto in_compenso,red,sancire,green,riferimento_obiettivo,True
7304,Come ti descriveresti prima di entrare in carcere?,descrizione,"normale , vivevo_bene con_mia_famiglia",giudizio,S,RD,"('red', 3, 1)",red,"normale , vivevo_bene con_mia_famiglia",red,giudizio,False,0,False
7305,Come ti descriveresti prima di entrare in carcere?,descrizione,disperato sono_stato_fregato,giustificazione,S,RD,"('red', 4, 1)",red,disperato sono_stato_fregato,red,giustificazione,True,1,False
7306,Come ti descriveresti prima di entrare in carcere?,descrizione,ero_tranquillo e molto_buono e generoso,giudizio,S,RD,"('red', 3, 1)",red,ero_tranquillo e molto_buono e generoso,red,giudizio,True,1,False
7307,Come ti descriveresti prima di entrare in carcere?,descrizione,una_persona poca esperienza nella_vita e il mondo che gira attorno . e una_persona affidabile e opportunista .,descrizione,S,RD,"('green', 0, 1)",green,una_persona poca esperienza nella_vita e il mondo che gira attorno . e una_persona affidabile e opportunista .,green,descrizione,False,0,False
7308,Come ti descriveresti prima di entrare in carcere?,descrizione,la libertà era un' altra cosa e grazie e basta,commento,S,RD,"('red', 3, 1)",red,la libertà era un' altra cosa e grazie e basta,red,commento,False,0,False
