,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
5651,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,credo nelle_opportunit… di rieducazione,OPINIONE,OPINIONE
5652,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"credo che inizier• 
un_trattamento",DICHIARAZIONE DI INTENTI,DICHIARAZIONE DI INTENTI
5653,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,comunque sono buoni,GIUDIZIO,GIUDIZIO
5654,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_lo_so ho iniziato da_poco,GIUSTIFICAZIONE,GIUSTIFICAZIONE
5655,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"una forma di sfruttare il tempo . superando il problema in_cui si 
Š .",sancire,sancire
5656,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"che bisogna ci sia un' opportunit… libera per_capire che 
non_si_pu• fare lo_stesso un_altra_volta",PRESCRIZIONE,PRESCRIZIONE
5657,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
che sono_cose buone per_i_detenuti",GIUDIZIO,GIUDIZIO
5658,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,bene .,GIUDIZIO,GIUDIZIO
5659,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,bene,GIUDIZIO,GIUDIZIO
5660,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,bene,GIUDIZIO,GIUDIZIO
5661,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_sono mai stata condannata , solo qui in italia per il furto , 
solo_che mi_hanno_dato troppo . 
io_non il marito , lui Š morto di_cuore , non_ho nessuno , solo i 
miei otto figli , sono_qui in italia",COMMENTO,COMMENTO
5662,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,insomma,GIUDIZIO,GIUDIZIO
5663,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,giudizio positivo,GIUDIZIO,GIUDIZIO
5664,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,molto_bene,GIUDIZIO,GIUDIZIO
5665,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"una_persona ha bisogno di_essere eseguito dal educatore dei 
assistenti_sociali e di qualsiasi 
altra persona che pu• avere il permesso di rientrare in_carcere .",sancire,sancire
5666,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
se no il detenuto non_viene mai 
conosciuto in_caso che richiede un beneficio .",CONFERMA,CONFERMA
5667,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il lavoro qui_dentro internoistituto qui va_bene ma se uno fa 
una_cosa perdi tutte sarere",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
5668,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"se_non 
dai retta a quello che ti_d… un_lavoro non puoi pi— lavorare e si 
che tanto va male",SPECIFICAZIONE,SPECIFICAZIONE
5669,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_esiste nessuna_opportunit… di trattame_rieducativo ,",sancire,sancire
5670,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"se 
esiste Š_poco",RIDIMENSIONAMENTO,RIDIMENSIONAMENTO
5671,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,la vita in_prigione non Š una vita .,COMMENTO,COMMENTO
5672,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,lavoro . Istruzione,DESCRIZIONE,DESCRIZIONE
5673,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non la descrivo,NON RISPOSTA,NON RISPOSTA
5674,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,la descrivo come necessaria e positiva,GIUDIZIO,GIUDIZIO
5675,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"descrivo l' opportunit… del trattame_rieducativo come 
persona_detenuta che Š una possibilit… che 
tiene minimamente la mente occupata , e ti allontana dell' uso o 
il pensiero in lei",sancire,sancire
5676,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"perch‚ attraverso il 
lavoro o come rapporti sociali e ignoriamo la legge che esiste 
nell' istituto",SPECIFICAZIONE,SPECIFICAZIONE
5677,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"Š la_prima_volta_che sono 
in_prigione so niente_non ho famigliari all_esterno voglio 
dire_che no ho ne un fratello ne una 
sorella oppure qualcuno dei_famigliari che pu• seguirti 
per_esempio che paghi l' avvocato o 
minimamente visitarti qui",COMMENTO,COMMENTO
5678,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"troviamo il trattame_rieducativo 
da_parte_dei responsabili dandoti la 
possibilit… di lavoro . praticare dello sport , incontro con l' 
assistente sociale , dando la possibilit… del 
lavoro all_esterno , l' opportunit… per le cure la possibilit… di 
uscire dall' oscurit… alla_luce",DESCRIZIONE,DESCRIZIONE
5679,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_esistono tante_opportunit… di trattame_rieducativo 
in_questa_prigione perch‚_non c' Š niente",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5680,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
per_esempio come lo sport , socialit… e altre cose .",SPECIFICAZIONE,SPECIFICAZIONE
5681,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"sessantatre detenuti per sette 
non_ci attivit…",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5682,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"una_opportunit… possibile coerente . molto_importante per 
aiutare e sostenere i detenuti",GIUDIZIO,GIUDIZIO
5683,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"possibilmente 
quattro individui per sezione",RIDIMENSIONAMENTO,RIDIMENSIONAMENTO
5684,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,in_un_modo civile,GIUDIZIO,GIUDIZIO
5685,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,", a chi possa_dare al_detenuto possibilit… di 
riprendere moralmente e fisicamente",SPECIFICAZIONE,SPECIFICAZIONE
5686,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"lo penso e lo vedo in_maniera civile , con possibilit… che d… 
al_detenuto di riprendersi moralmente e 
fisicamente .",OPINIONE,OPINIONE
5687,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,brutta,GIUDIZIO,GIUDIZIO
5688,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,cha fa bene alla popolazione_detenuta,GIUDIZIO,GIUDIZIO
5689,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,una_grande e grande fortuna,GIUDIZIO,GIUDIZIO
5690,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,una_grande e fortuna,GIUDIZIO,GIUDIZIO
5691,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"e solo un piccolo aiuto per detenuto in_cui sar… coinvolto 
per_passare la sua pena in_un_modo 
migliore",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5692,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,importante,GIUDIZIO,GIUDIZIO
5693,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,per_un_detenuto Š_una_cosa,GENERALIZZAZIONE,GENERALIZZAZIONE
5694,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_so,NON RISPOSTA,NON RISPOSTA
5695,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_ci possibilit…,sancire,sancire
5696,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,per_me lavoro e permesso e danno il_giorno,OPINIONE,OPINIONE
5697,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,attraverso i detenuti,COMMENTO,COMMENTO
5698,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per_me sono_delle_opportunit… che aiutano gli imputati a 
risolvere tanti problemi",OPINIONE,OPINIONE
5699,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,efficace,GIUDIZIO,GIUDIZIO
5700,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"personalmente io_sono convinta che dipende fondamentalmente 
dal nostro comportamento che ci fa 
scalare o no nelle_opportunit… 
",OPINIONE,OPINIONE
5701,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per_quanto mi riguarda ho_avuto e continuo ad avere tante delle 
quali mi ritengo meritevole per il 
mio comportamento ed impegno",COMMENTO,COMMENTO
5702,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"io , fortunatamente appartengo ad un_corso di 
formaz_professionale in orto cultura che Š_stato 
avviato grazie_a grandi sforzi di tante_persone per darci la 
possibilit… di arricchire il nostro campo 
occupazionale una_volta uscite dal_carcere",DESCRIZIONE,DESCRIZIONE
5703,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sono_opportunit… che dobbiamo_sfruttare,PRESCRIZIONE,PRESCRIZIONE
5704,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"penso_sia una_ottima opportunit… che danno a ciascuna di_noi e 
che dobbiamo approfittarne per 
andare avanti",OPINIONE,OPINIONE
5705,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_lo_so non_ho l' opportunit… di accedervi,sancire,sancire
5706,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_lo_so ancora perch‚ s‚ da_poco che sono in questo_istituto,GIUSTIFICAZIONE,GIUSTIFICAZIONE
5707,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"le opportunit…_di trattame_rieducativi sono obsoleti e atavici , 

",GIUDIZIO,GIUDIZIO
5708,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"questi in_realt… non aiutano nel 
reinserimento_sociale dei_detenuti",CONFERMA,CONFERMA
5709,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"; non_esistono vere 
opportunit…_di trattame_rieducativi ;",sancire,sancire
5710,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"mi_sono 
informato su quasi_tutti i sistemi penitenziari dell' 
unione_europea e l' italia Š_quella che risulta essere pi— arretrata riguardo le opportunit…_di trattame_rieducativo ;",CONFERMA,CONFERMA
5711,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"siccome il sistema Š_molto 
repressivo , invece_di aiutare , peggiora la salute mentale 
del_detenuto",VALUTAZIONE,VALUTAZIONE
5712,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,""" solo so che nulla so """,COMMENTO,COMMENTO
5713,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_so ancora,NON RISPOSTA,NON RISPOSTA
5714,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,che nessuno_comanda e che tutti sono dei bastardi razzisti.,sancire,sancire
5715,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il 
mangiare Š una schifezza ; nessuno 
comanda ?",COMMENTO,COMMENTO
5716,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"penso_che questo sistema carcere sia buono solo_per_alcune 
persone , perch‚ c' Š chi ha la possibilit… 
di_lavorare e c' Š chi non_ce l' ha",VALUTAZIONE,VALUTAZIONE
5717,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"io_non vorrei neanche che il carcere esistesse , qui_non , non 
siamo un_problema perch‚ si 
soffre troppo per_via_del fatto che non_si_pu• vedere la 
famiglia , peggio ancora se_non ha documenti",COMMENTO,COMMENTO
5718,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"personalmente le considero positive , ma ci_sono poche 
possibilit…",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
5719,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"mi_sono fatta autocritica e credo di_poter accedere a qualsiasi 
cosa , anche_se non_ho 
nessun corso , forse perch‚_sono arrivata in_questo periodo",COMMENTO,COMMENTO
5720,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_so,NON RISPOSTA,NON RISPOSTA
5721,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non Š accessibile , ma_sono tutti utili difficile da accedere",GIUDIZIO,GIUDIZIO
5722,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sono_difficili di contattare ma_sono utili per_i_detenuti,GIUDIZIO,GIUDIZIO
5723,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il carcere secondo_me non Š_una_cosa_che ti_fa assegnare 
delle_cose belle , solo la sofferenza per_me e 
per la mia_famiglia",COMMENTO,COMMENTO
5724,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sono_opportunit… enormi da cogliere,GIUDIZIO,GIUDIZIO
5725,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"la scuola Š la pi—_importante opportunit… rieducativa che 
pu•_aiutare la persona_detenuta",GIUDIZIO,GIUDIZIO
5726,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"anche dalle 
guardie nei_confronti_dei detenuti",CONFERMA,CONFERMA
5727,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il trattame_rieducativo Š_ottimo e buono,GIUDIZIO,GIUDIZIO
5728,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il trattame_rieducativo il trattamento e non_ho niente_da dire,GENERALIZZAZIONE,GENERALIZZAZIONE
5729,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il trattame_rieducativo sufficiente per_me come_detenuto,GIUDIZIO,GIUDIZIO
5730,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"e 
per_questo 
chiedo a voi di cambiare_trattamento del_detenuto",IMPLICAZIONI,IMPLICAZIONI
5731,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il trattame_rieducativo sufficiente per_il_detenuto,GIUDIZIO,GIUDIZIO
5732,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per_questo 
vi_chiedo di 
cambiare_trattamento",IMPLICAZIONI,IMPLICAZIONI
5733,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,secondo_me il trattame_rieducativo questo carcere Š_ottimo,OPINIONE,OPINIONE
5734,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sto_bene,COMMENTO,COMMENTO
5735,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"tante_persone sono andate a_scuola visto_che qui in prigione c'Š . io_sono qua da un_mese , non_ho 
lavorato per• andare_a_scuola",DESCRIZIONE,DESCRIZIONE
5736,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
Š_buono perch‚ ti_d… la 
possibilit… di ricevere il diploma .",VALUTAZIONE,VALUTAZIONE
5737,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"io_sono andata a_scuola ho_lavorato a_scuola mi_sono trovata 
molto_bene sono_stata promossa ho 
imparato a_scrivere italiano e leggere",DESCRIZIONE,DESCRIZIONE
5738,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,ottima,GIUDIZIO,GIUDIZIO
5739,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,una_bella,GIUDIZIO,GIUDIZIO
5740,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"servono per_capire cose_nuove , per_imparare il lavoro , 
per_imparare a capire l' italiano , per_passare 
tempo , per_imparare a_scrivere",DESCRIZIONE,DESCRIZIONE
5741,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"fanno_passare_il_tempo , ti_fanno pensare meno , ti_fanno 
conoscere la vita e stare_meglio",sancire,sancire
5742,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"mi_aiutano , danno lavoro , sono_cose che fanno stare bene",sancire,sancire
5743,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,ci_sono persone che possono_essere,COMMENTO,COMMENTO
5744,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,ci_sono opportunit… che possono_essere utili per la detenuta,POSSIBILITÀ,POSSIBILITÀ
5745,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per_tanti tipi di persone ottimo , maggior_parte , quelli che 
non_hanno nessuno , soffrono in_mancanza 
di linguaggio , non capiscono italiano , perci• non_ti so dire !",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
5746,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,lo descriverei che trattame_rieducativo funziona .,GIUDIZIO,GIUDIZIO
5747,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"persona_detenuta in_queste_condizioni si 
rovina di_pi— .",sancire,sancire
5748,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
ci vuole pi— umanit… , pi— apertura con il 
mondo_esterno e condanne ragionevoli , 
perch‚ tutti sbagliano ma non_tutti pagano , ma questi che 
pagano si rovinano per_sempre",PRESCRIZIONE,PRESCRIZIONE
5749,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"qui in_carcere io_ho fatto tante_cose , per_esempio ho finito la 
terza_media e attualmente seguo un 
corso per tecnici odontoiatrici",DESCRIZIONE,DESCRIZIONE
5750,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_ci permettono altro_che un_ora di passeggiata al mattino e 
pomeriggio .",sancire,sancire
5751,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"dovrebbero permetterci l' accesso a pi—_attivit… sportive ed 
educative .",PRESCRIZIONE,PRESCRIZIONE
5752,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,poco efficaci .,GIUDIZIO,GIUDIZIO
5753,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sufficienti .,GIUDIZIO,GIUDIZIO
5754,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,buone,GIUDIZIO,GIUDIZIO
5755,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_capisco la domanda,NON RISPOSTA,NON RISPOSTA
5756,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non_so,NON RISPOSTA,NON RISPOSTA
5757,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"sono_capace di rieducarmi da_sola , sono_capace di trovare la 
strada giusta . ho gi… studiato in 
romania , non_ho di una rieducazione in_carcere .",COMMENTO,COMMENTO
5758,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,migliori,GIUDIZIO,GIUDIZIO
5759,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"descrivo le opportunit…_di trattame_rieducativo , una_cosa bella 
Š un aiuto per_noi",GIUDIZIO,GIUDIZIO
5760,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,", uno come me 
posso dire_che una possibilit… di vita ti_fa anche piacere 
di_farlo",OPINIONE,OPINIONE
5761,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,quando chiede qualcosa non danno tutto quello che chiedo,sancire,sancire
5762,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il corsi,sancire,sancire
5763,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,cos�_cos� perch‚ mi fanno sgobbare e mi pagano poco,VALUTAZIONE,VALUTAZIONE
5764,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sarebbe bello poterle fare ma_non chiamano mai,CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
5765,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,i corsi,sancire,sancire
5766,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,lavoro . Medio,GIUDIZIO,GIUDIZIO
5767,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,sono_detenuti,COMMENTO,COMMENTO
5768,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"quando faccio la domandina allo scrivano non_mi danno una 
mano , quello_che_voglio io",COMMENTO,COMMENTO
5769,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,un_grande_aiuto per reinserire nella_societ…,GIUDIZIO,GIUDIZIO
5770,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,un_trattamento Š_giusto,GIUDIZIO,GIUDIZIO
5771,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il carcere per_me non Š un_occasione ma per_me Š la stupidit… , 
il suicidio delle idŠe , lo sviluppo di 
un microbo del male e la mancanza della speranza nel domani , 
il carcere per_me Š l' ostacolo per respirare l' aria che manca , i raggi dell' anima e dell' umanit…",COMMENTO,COMMENTO
5772,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,la descrivo poco eseguita,GIUDIZIO,GIUDIZIO
5773,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,in_particolare con gli stranieri,SPECIFICAZIONE,SPECIFICAZIONE
5774,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,molto necessarie,GIUDIZIO,GIUDIZIO
5775,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il trattame_rieducativo si_fa attraverso la scuola , lo studio ecc",sancire,sancire
5776,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per gli stranieri_le possibilit…_limitate sono_molto per_non 
dire_che non_esistono",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5777,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per_noi stranieri_le possibilit…_limitate sono_molto , per_non 
dire_che non_esistono .",GIUSTIFICAZIONE,GIUSTIFICAZIONE
5778,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per_poter avere un 
incontro con l' educatrice devi fare almeno 100 domande e 
alla_fine non_viene",PREVISIONE,PREVISIONE
5779,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"in_questo c' e palestra , non c' e la possibilit… di socializzare , non 
c' e verde , non c' e campo_sportivo , non c' e la scuola per_poter 
imparare_qualcosa .",sancire,sancire
5780,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"( un 
ora al_giorno solo )",SPECIFICAZIONE,SPECIFICAZIONE
5781,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"neanche le cose 
che ci_sono non_funzionano",CONFERMA,CONFERMA
5782,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_posso_descrivere niente perch‚ queste_opportunit… 
mancano completamente",GIUSTIFICAZIONE,GIUSTIFICAZIONE
