,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCI SENIOR,DENOMINAZIONE
5261,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,che i detenuti_italiani per stranieri convivano tranquilli e sereni,,GIUDIZIO
5262,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,non commento,,NON RISPOSTA
5263,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,non_sono in italia.,,NON RISPOSTA
5264,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,"di_pensarlo niente ma di cercare di studiare, e di conoscere cosa potrà essere stato, a_mettere due o varie nazionalità uniti",,NON RISPOSTA
5265,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,,,VALUTAZIONE
5266,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,"non l' immagino per le condizioni_di_vita 
difficoltà lingua 
usi_e_costumi diversi 
non c' è la disponibilità mentale 
",,COMMENTO
5267,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,il rapporto tra le varie etnie nell_ambito_della vita_quotidiana dell' istituto soprattutto sportiva,,DESCRIZIONE
5268,Come ti descriveresti prima di entrare in carcere?,avevo paura di_essere_arrestato,,GIUDIZIO
5269,Come ti descriveresti prima di entrare in carcere?,una_persona smarrita,,DESCRIZIONE
5270,Come ti descriveresti prima di entrare in carcere?,normale,,GIUDIZIO
5271,Come ti descriveresti prima di entrare in carcere?,male,,GIUSTIFICAZIONE
5272,Come ti descriveresti prima di entrare in carcere?,un_bravo_ragazzo,,GIUDIZIO
5273,Come ti descriveresti prima di entrare in carcere?,"molta paura , agitato , e sono disperato per la mia_vita",,DESCRIZIONE
5274,Come ti descriveresti prima di entrare in carcere?,ero malato e non_lavoravo,,GIUDIZIO
5275,Come ti descriveresti prima di entrare in carcere?,come padre_di_famiglia,,SANCIRE LA REALTÀ
5276,Come ti descriveresti prima di entrare in carcere?,nello_stesso_modo nel quale mi_sono_descritto una_volta uscito dal_carcere,,GENERALIZZAZIONE
5277,Come ti descriveresti prima di entrare in carcere?,che ero_una_persona,,GENERALIZZAZIONE
5278,Come ti descriveresti prima di entrare in carcere?,spero_che la prima e l' ultima,,NON RISPOSTA
5279,Come ti descriveresti prima di entrare in carcere?,uomo feroce e poco istruttiva,,DESCRIZIONE
5280,Come ti descriveresti prima di entrare in carcere?,ero un_bravo_ragazzo,,DESCRIZIONE
5281,Come ti descriveresti prima di entrare in carcere?,una_persona per_bene e fortunato,,DESCRIZIONE
5282,Come ti descriveresti prima di entrare in carcere?,"come_una_persona completamente normale , consapevole delle proprie azioni e del reato commesso , ma l' europa non si chiede e non vuole sapere perché noi dell' ex jugoslavia facciamo quello che non è permesso di_fare e come vivevamo prima_che gli stati_uniti e l' europa hanno preso la situazione nelle loro mani",,DESCRIZIONE
5283,Come ti descriveresti prima di entrare in carcere?,,,COMMENTO
5284,Come ti descriveresti prima di entrare in carcere?,,,NON RISPOSTA
5285,Come ti descriveresti prima di entrare in carcere?,non_so perché ero l' amico del diavolo,,GIUSTIFICAZIONE
5286,Come ti descriveresti prima di entrare in carcere?,non_lo_so perché ero compagno del diavolo,,GIUSTIFICAZIONE
5287,Come ti descriveresti prima di entrare in carcere?,i detenuti in_carcere sono tanti malissimo senza_lavoro senza niente speriamo di_uscire più_presto dai 4 muri solo per i nostri figli la ringrazio tanto,,COMMENTO
5288,Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_carcere ero un' altra_persona . una_persona . ( perché la libertà è una_cosa rara che non_puoi comprare ),,GENERALIZZAZIONE
5289,Come ti descriveresti prima di entrare in carcere?,come ammalato perché ero condannato,,GIUSTIFICAZIONE
5290,Come ti descriveresti prima di entrare in carcere?,una testa dura,,GIUDIZIO
5291,Come ti descriveresti prima di entrare in carcere?,normale,,GIUDIZIO
5292,Come ti descriveresti prima di entrare in carcere?,una_persona in_qualche_modo e alcune_volte meglio non essere libero dalle persone che sono con mentalità vecchia,,COMMENTO
5293,Come ti descriveresti prima di entrare in carcere?,va fanculo pezzo di_merda i detenuti,,NON RISPOSTA
5294,Come ti descriveresti prima di entrare in carcere?,ho provato ad allontanare lo spaccio per avere_bel_lavoro,,DICHIARAZIONE DI INTENTI
5295,Come ti descriveresti prima di entrare in carcere?,ero in buone condizioni,,GIUDIZIO
5296,Come ti descriveresti prima di entrare in carcere?,"ero_una_persona lavoratrice , avevo_la_mia casa e una famiglia che oggi non esistono più ; devo ricominciare daccapo .",,DESCRIZIONE
5297,Come ti descriveresti prima di entrare in carcere?,"una spazzatura , non_pensavo a tutto_ciò in_cui penso qua_dentro , sono egoista con_miei_figli e i miei genitori , solo penso a me perché penso_che la marijuana mi faccia dimenticare tutto",,GIUDIZIO
5298,Come ti descriveresti prima di entrare in carcere?,,,COMMENTO
5299,Come ti descriveresti prima di entrare in carcere?,una_persona come_quals_italiano con problemi e cercavo di migliorare la condizione di vita della_mia,,CONFRONTO
5300,Come ti descriveresti prima di entrare in carcere?,mi_sono_sentito come uno schifoso,,OPINIONE
5301,Come ti descriveresti prima di entrare in carcere?,insoddisfatto,,GIUDIZIO
5302,Come ti descriveresti prima di entrare in carcere?,come_una_persona lavora e si prende cura della propria_famiglia,,DESCRIZIONE
5303,Come ti descriveresti prima di entrare in carcere?,i giorni più oscuri,,COMMENTO
5304,Come ti descriveresti prima di entrare in carcere?,sono da_poco qui in_questo_paese e non_so la sua legge soffrivo perché_non ne casa ne un_entrata mensile sono_arrivato a modena per il_lavoro perché ho sentito che c' era un_lavoro senza_documenti,,DESCRIZIONE
5305,Come ti descriveresti prima di entrare in carcere?,ho_avuto è la_prima_volta_che entro_in_prigione perché nel_mio_paese non_ho precedenti giudiziari,,COMMENTO
5306,Come ti descriveresti prima di entrare in carcere?,mi sentirò come un essere_umano,,COMMENTO
5307,Come ti descriveresti prima di entrare in carcere?,prima_d_entrare_in_prigione ero_fuori ogni_giorno con una macchina nuova avevo tanti soldi .,,SPECIFICAZIONE
5308,Come ti descriveresti prima di entrare in carcere?,tutto andava_bene ringraziando dio e sapevo di_entrare .,,PREVISIONE
5309,Come ti descriveresti prima di entrare in carcere?,andavo a trovare tutti gli amici .,,GENERALIZZAZIONE
5310,Come ti descriveresti prima di entrare in carcere?,vivo in_questo_paese come facevo nel_paese_origine e grazie,,GENERALIZZAZIONE
5311,Come ti descriveresti prima di entrare in carcere?,"felice e se c' era la mia famiglia , lo sarei di_più .",,VALUTAZIONE
5312,Come ti descriveresti prima di entrare in carcere?,tornerò in_tunisia dalle mie bambini prima_di 2 giorni,,DICHIARAZIONE DI INTENTI
5313,Come ti descriveresti prima di entrare in carcere?,lavoro in,,NON RISPOSTA
5314,Come ti descriveresti prima di entrare in carcere?,"mi_descrivevo prima_d' entrare in_carcere un arabo diverso dagli altri arabi fumavo , bevevo il vino , mangiavo carne di maiale , frequentavo locali notturni e commettevo i grandi peccati .",,CONFRONTO
5315,Come ti descriveresti prima di entrare in carcere?,contento,,GIUDIZIO
5316,Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_prigione lavoravo e svolgevo il_mio_lavoro come_quals_cittad che lavora ed è in completa libertà,,CONFRONTO
5317,Come ti descriveresti prima di entrare in carcere?,"un_uomo libero , non_rispettavo alcune regole e questo "" per sopravvivere """,,GIUSTIFICAZIONE
5318,Come ti descriveresti prima di entrare in carcere?,persona splendida,,DESCRIZIONE
5319,Come ti descriveresti prima di entrare in carcere?,prima_d_entrare in_prigione godevo della_mia completa libertà,,SANCIRE LA REALTÀ
5320,Come ti descriveresti prima di entrare in carcere?,mi_sento come_tutti esseri_umani,,GENERALIZZAZIONE
5321,Come ti descriveresti prima di entrare in carcere?,ho_avuto nel paese_origine non_avevo precedenti penale è la_prima_volta in italia che entro in_prigione,,COMMENTO
5322,Come ti descriveresti prima di entrare in carcere?,sentivo meno degli altri per_mancanza_di possibilità di lavoro e di non avere il permesso di soggiorno,,CONFRONTO
5323,Come ti descriveresti prima di entrare in carcere?,è uno dei più brutti giorni della_mia_vita,,COMMENTO
5324,Come ti descriveresti prima di entrare in carcere?,sapevo già cosa andavo incontro .,,PREVISIONE
5325,Come ti descriveresti prima di entrare in carcere?,una_persona e lavoratrice,,DESCRIZIONE
5326,Come ti descriveresti prima di entrare in carcere?,"una_persona , lavoratrice , non problematica , affettuoso , un_padre",,DESCRIZIONE
5327,Come ti descriveresti prima di entrare in carcere?,una_persona,,GENERALIZZAZIONE
5328,Come ti descriveresti prima di entrare in carcere?,"un_lavoratore , ho_sempre_lavorato",,SANCIRE LA REALTÀ
5329,Come ti descriveresti prima di entrare in carcere?,"credo di avere fatto uno_sbaglio , spero di non ripeterlo più",,OPINIONE
5330,Come ti descriveresti prima di entrare in carcere?,che il mondo mi cade addosso e che le mie figlie hanno molta fame,,COMMENTO
5331,Come ti descriveresti prima di entrare in carcere?,una_persona ignorava la realtà della vita,,DESCRIZIONE
5332,Come ti descriveresti prima di entrare in carcere?,che sono molto allegra e tranquilla,,DESCRIZIONE
5333,Come ti descriveresti prima di entrare in carcere?,ho_lavorato . ho_sbagliato e vorrei rimediare .,,DICHIARAZIONE DI INTENTI
5334,Come ti descriveresti prima di entrare in carcere?,era_difficile l' assistenza ero una drogata,,GIUSTIFICAZIONE
5335,Come ti descriveresti prima di entrare in carcere?,lavoravo,,SANCIRE LA REALTÀ
5336,Come ti descriveresti prima di entrare in carcere?,"ero_molto triste quando mi_hanno condannato per il furto del portafoglio , sette anni , sono svenuta immediatamente",,DESCRIZIONE
5337,Come ti descriveresti prima di entrare in carcere?,normale,,GIUDIZIO
5338,Come ti descriveresti prima di entrare in carcere?,triste,,GIUDIZIO
5339,Come ti descriveresti prima di entrare in carcere?,molto_male,,GIUDIZIO
5340,Come ti descriveresti prima di entrare in carcere?,"prima_di_entrare in_carcere una_persona diventa detenuto è molto triste è pauroso dipende da quello che ha_commesso , è la struttura carceraria .",,GENERALIZZAZIONE
5341,Come ti descriveresti prima di entrare in carcere?,quando sono entrato qui stavo_molto ma con_il_tempo è_tutto passato qui si sta molto_male una_volta quando sei entrato non_puoi fare niente,,SANCIRE LA REALTÀ
5342,Come ti descriveresti prima di entrare in carcere?,ero perso,,DESCRIZIONE
5343,Come ti descriveresti prima di entrare in carcere?,descrivo_me_stesso prima_d_entrare in_carcere che lavoravo con mia_sorella a napoli,,DESCRIZIONE
5344,Come ti descriveresti prima di entrare in carcere?,lavoravo e quando sono andato in questura per i documenti avevo ancora 45 giorni come tempi di validità,,DESCRIZIONE
5345,Come ti descriveresti prima di entrare in carcere?,"vivevo normalmente , lavoravo in un panificio finché ho ricevuto una condanna in contumacia e ora sono in prigione",,DESCRIZIONE
5346,Come ti descriveresti prima di entrare in carcere?,,,SANCIRE LA REALTÀ
5347,Come ti descriveresti prima di entrare in carcere?,mi_descrivevo prima_d_entrare in_carcere che non_sono_mai entrato in questo maledetto posto e chi entra in_questo_posto è solo maledetto,,SANCIRE LA REALTÀ
5348,Come ti descriveresti prima di entrare in carcere?,di_entrare mi_descrivo persa in un mare,,DESCRIZIONE
5349,Come ti descriveresti prima di entrare in carcere?,ero un bel bambino e vivevo una bella vita,,GIUDIZIO
5350,Come ti descriveresti prima di entrare in carcere?,paura in continuamente disperazione,,GIUDIZIO
5351,Come ti descriveresti prima di entrare in carcere?,distratto poco consapevole della bellezza della libertà e la gioia di vivere con_la_famiglia,,DESCRIZIONE
5352,Come ti descriveresti prima di entrare in carcere?,un_ragazzo e socievole,,DESCRIZIONE
5353,Come ti descriveresti prima di entrare in carcere?,io sono stato_molto_bene fuori e sto lavorando onesto con i miei_amici e sono contatto con i miei genitori,,DESCRIZIONE
5354,Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_carcere penso come_tutti,,GENERALIZZAZIONE
5355,Come ti descriveresti prima di entrare in carcere?,"prima_che entravo non_avevo quei pensieri che ho adesso , vedevo la mia_vita diversa e qui_dentro la vedo molto particolare cioè faccio la vita_quotidiana è sempre la stessa .",,VALUTAZIONE
5356,Come ti descriveresti prima di entrare in carcere?,,,SPECIFICAZIONE
5357,Come ti descriveresti prima di entrare in carcere?,,,SANCIRE LA REALTÀ
5358,Come ti descriveresti prima di entrare in carcere?,uno normale,,GIUDIZIO
5359,Come ti descriveresti prima di entrare in carcere?,sto molto_meglio che sto qua_dentro,,GIUDIZIO
5360,Come ti descriveresti prima di entrare in carcere?,ero meglio,,GIUDIZIO
5361,Come ti descriveresti prima di entrare in carcere?,ero contento di_trovarmi in italia,,GIUDIZIO
5362,Come ti descriveresti prima di entrare in carcere?,vivere senza diritto,,SANCIRE LA REALTÀ
5363,Come ti descriveresti prima di entrare in carcere?,molto sicuro di_me_stesso ma la_verità_è_che mi sbagliavo,,VALUTAZIONE
5364,Come ti descriveresti prima di entrare in carcere?,sta_bene vivo in_casa c' è la ragazza che lavora,,SANCIRE LA REALTÀ
5365,Come ti descriveresti prima di entrare in carcere?,prima_di_entrare in_carcere stavo_molto_bene lavoravo tranquillamente ho_avuto e la spesa è cominciata ad aumentare e non sono riuscito a mantenere il bisogno della_famiglia senza l' aiuto di nessuno,,DESCRIZIONE
5366,Come ti descriveresti prima di entrare in carcere?,non avrei mai_pensato di_entrare in_carcere,,GIUSTIFICAZIONE
5367,Come ti descriveresti prima di entrare in carcere?,cerco un_lavoro,,GENERALIZZAZIONE
5368,Come ti descriveresti prima di entrare in carcere?,non l' ho_mai,,NON RISPOSTA
5369,Come ti descriveresti prima di entrare in carcere?,un_ragazzo e con tanta_voglia di trovare un_lavoro pulito e una brava_ragazza,,DICHIARAZIONE DI INTENTI
5370,Come ti descriveresti prima di entrare in carcere?,faccio una_vita_tranquilla,,GIUDIZIO
5371,Come ti descriveresti prima di entrare in carcere?,prima ero_molto_bene regolare tranquillo avevo la mia_vita pulita e normale e un_lavoro bello,,GIUDIZIO
5372,Come ti descriveresti prima di entrare in carcere?,non_lo_ho_mai_pensato,,NON RISPOSTA
5373,Come ti descriveresti prima di entrare in carcere?,un_lavoratore tranquillo,,DESCRIZIONE
5374,Come ti descriveresti prima di entrare in carcere?,"prima_di_entrare qui , più concretamente nei mesi precedenti , ero_una_persona molto angosciata per i miei tanti_problemi_eco che mi_hanno alla_fine portata a fare questo_sbaglio",,DESCRIZIONE
5375,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non puo esserci collaborazione_tra_operatori,,DESCRIZIONE
5376,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",manca la collaborazione,,DESCRIZIONE
5377,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",l' amministrazione ci abbandona e ci_sono stati episodi che lo hanno gia dimostrato,,DESCRIZIONE
5378,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,CONFERMA
5379,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",pochi corsi di aggiornamento sotto qualsiasi profilo,,DESCRIZIONE
5380,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non_offre contatti con universita e corsi professionali,,DESCRIZIONE
5381,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",corsi e circolari,,GENERALIZZAZIONE
5382,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",nel normale,,COMMENTO
5383,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",vari interpelli liberi per entrare nei vari posti o svolgere varie mansioni,,GENERALIZZAZIONE
5384,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","solo_in_parte e da pochi anni l' amministrazione penitenziaria sta investendo sulla formazione degli_operatori ma poi non agisce nel concreto per attivare le risorse e rimuovere gli ostacoli burocratici, al_fine_di rendere piu_efficaci gli interventi di_servizio sociale",,RIDIMENSIONAMENTO
5385,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,CONTRAPPOSIZIONE
5386,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","occasioni_di_aggiornamento e di_formazione, di scambio con altri 
servizi
",,GENERALIZZAZIONE
5387,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","in_quanto_ non provvede ad aggiornare con dei corsi specifici il 
personale preposto 
",,DESCRIZIONE
5388,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",mancanza_di_corsi qualifica ai detenuti ristretti,,DESCRIZIONE
5389,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",formazione che andrebbe sviluppata e mirata,,PROPOSTA
5390,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",poca formazione_e_aggiornamento,,DESCRIZIONE
5391,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la carenza_di_personale non_permette di aggiornarsi e poter far_si_che si 
possano studiare modi e tipi di trattamento piu_efficaci 
",,DESCRIZIONE
5392,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",solo l' esperienza puo insegnare qualcosa in certi casi,,COMMENTO
5393,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",con corsi_di_aggiornamento,,VALUTAZIONE
5394,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la risposta e stata data per un motivo ben preciso al quale gli strumenti 
ci_sono ma non possono_essere messi in_campo per la mancanza 
di_personale 
",,SANCIRE LA REALTÀ
5395,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non mi risulta che vengano date possibilita in_merito,,OPINIONE
5396,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",pochi o nulli corsi_di_aggiornamento,,DESCRIZIONE
5397,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_si fanno abbastanza corsi di aggiornamento per_il_personale abbandonandolo a se stesso.
",,DESCRIZIONE
5398,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,IMPLICAZIONI
5399,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",perche nel_corso_degli anni servizio mi accultura sempre_di_piu,,CONFERMA
5400,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",i nostri compiti non rientrano nel reinserimento,,COMMENTO
5401,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","non_ho avuto occasione di poter frequentare_corsi che mi 
permetterebbero di_migliorare_le_mie_competenze professionali 
",,DESCRIZIONE
5402,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",possono_essere tante le competenze_che_il_mio_ruolo ricopre.,,COMMENTO
5403,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","noi medici avremmo diritto a fare dei corsi educazione continua in 
medicina pagati dall' amministrazione penitenziaria 
",,COMMENTO
5404,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",i corsi_di_formazione sono pochissimi e non c' e aggiornamento,,DESCRIZIONE
5405,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","la ragione della mia_risposta e quella che questa struttura e abbastanza vecchia mettendo in_difficolta lo svolgimento delle attivita e mi dispiace essere ripetitivo, ma ci vuole piu personale altrimeno va tutto bloccato.",,DESCRIZIONE
5406,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,IMPLICAZIONI
5407,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,COMMENTO
5408,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,GIUSTIFICAZIONE
5409,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,IMPLICAZIONI
5410,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","spesso_si esclusi per contingenti ragioni di_servizio dal ruolo che effettivamene si_riveste. pochi i rapporti con gli esperti
",,COMMENTO
5411,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,DESCRIZIONE
5412,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","per il servizio che svolgo, ho_frequentato_dei_corsi di aggiornamento",,GENERALIZZAZIONE
5413,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",non c' e al_momento una_adeguata_formazione specifica,,SANCIRE LA REALTÀ
5414,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",le ragioni sono tante e sono soggettive alle_persone,,COMMENTO
5415,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","il ruolo nei_confronti_dei detenuti stranieri deve essere educativo, 
nei_confronti_delle persone umane rispetto reciproco di potersi inserire 
nella societa_italiana 
",,COMMENTO
5416,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",assenza di figure formative,,DESCRIZIONE
5417,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","perche nello_stato_attuale vista la grave_carenza di organico, il mio ruolo 
e rivolto solo e comunque alla vigilanza 
",,COMMENTO
5418,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","l' interazioni con le altre_figure, non in_senso verticale, ma in_senso 
paritetico, al_fine_di ottimizzare gli sforzi seppur nel_rispetto_delle 
funzioni 
",,COMMENTO
5419,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",per_me sono insufficienti i vari_corsi che potrebbero essere organizzati e la mancanza_di_personale_non consente a tutti di_partecipare a quei pochi corsi organizzati solo per pochi,,OPINIONE
5420,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,IMPLICAZIONI
5421,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?","credo che l' amministrazione penitenziaria fornisca poche occasioni rispetto_agli obiettivi previsti nel_mio ruolo, molto spesso quello che imparo e grazie_alla mia volonta e spirito di apprendere ",,DESCRIZIONE
5422,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",,,COMMENTO
