,TESTO DELLA DOMANDA,TESTO,DIVISIONE STRALCIO JUNIOR,DENOMINAZIONE
7519,Come ti descriveresti prima di entrare in carcere?,"non_so in_che mondo mi trovo , ma comincio a abbituarmi","non_so in_che mondo mi trovo , ma comincio a abbituarmi",NON RISPOSTA
7520,Come ti descriveresti prima di entrare in carcere?,"una_persona nervosa per la paura di non saper difendersi , un innocente usato per la droga","una_persona nervosa per la paura di non saper difendersi , un innocente usato per la droga",GIUSTIFICAZIONE
7521,Come ti descriveresti prima di entrare in carcere?,"ero_una_persona senza tanti pensieri , pensavo soltanto a lavorare e a mandare soldi alla_mia_famiglia perché stesse bene","ero_una_persona senza tanti pensieri , pensavo soltanto a lavorare e a mandare soldi alla_mia_famiglia perché stesse bene",SANCIRE LA REALTÀ
7522,Come ti descriveresti prima di entrare in carcere?,"una_persona come_sono_adesso , mi manca tanto e spero di prendere i contatti con i mondo esterni","una_persona come_sono_adesso , mi manca tanto e spero di prendere i contatti con i mondo esterni",GENERALIZZAZIONE
7523,Come ti descriveresti prima di entrare in carcere?,madre e donna normale,madre e donna normale,SANCIRE LA REALTÀ
7524,Come ti descriveresti prima di entrare in carcere?,ero un giovane molto educato ma da_quando sono in_carcere sono peggiorato,ero un giovane molto educato,GIUDIZIO
7525,Come ti descriveresti prima di entrare in carcere?,,ma da_quando sono in_carcere sono peggiorato,COMMENTO
7526,Come ti descriveresti prima di entrare in carcere?,"pieno di virtù , cortese , pacato , socievole , leale","pieno di virtù , cortese , pacato , socievole , leale",GIUDIZIO
7527,Come ti descriveresti prima di entrare in carcere?,"ero_molto felice , adesso sono un detenuto senza aver nessuna_colpa","ero_molto felice , adesso sono un detenuto senza aver nessuna_colpa",COMMENTO
7528,Come ti descriveresti prima di entrare in carcere?,una_persona che non_pensava a quello_che_faceva,una_persona che non_pensava a quello_che_faceva,GENERALIZZAZIONE
7529,Come ti descriveresti prima di entrare in carcere?,"come_una_persona , educata , con un_lavoro_regolare e quotidiano . quando sarò fuori_da qui penso di continuare quel tipo_di_vita","come_una_persona , educata , con un_lavoro_regolare e quotidiano .",SANCIRE LA REALTÀ
7530,Come ti descriveresti prima di entrare in carcere?,,quando sarò fuori_da qui penso di continuare quel tipo_di_vita,DICHIARAZIONE DI INTENTI
7531,Come ti descriveresti prima di entrare in carcere?,come_una_persona che voleva farsi una vita modesta,come_una_persona che voleva farsi una vita modesta,SANCIRE LA REALTÀ
7532,Come ti descriveresti prima di entrare in carcere?,non_me_lo_ricordo,non_me_lo_ricordo,NON RISPOSTA
7533,Come ti descriveresti prima di entrare in carcere?,non mi ricordo bene perché tanti pensieri per la testa,non mi ricordo bene perché tanti pensieri per la testa,NON RISPOSTA
7534,Come ti descriveresti prima di entrare in carcere?,vorrei dire_che se ho_sbagliato dovrò pagare quello che mi spetta,vorrei dire_che se ho_sbagliato dovrò pagare quello che mi spetta,PRESCRIZIONE
7535,Come ti descriveresti prima di entrare in carcere?,"non mi ero_mai_immaginato in_carcere e adesso_che ci sono , sono innocente e mi accusano senza motivo","non mi ero_mai_immaginato in_carcere e adesso_che ci sono , sono innocente e mi accusano senza motivo",NON RISPOSTA
7536,Come ti descriveresti prima di entrare in carcere?,"non_me_lo_ricordo proprio perché questi fanno scattare i pregiudizi appena sentono che sei albanese e no gli interessa se hai_commesso il reato oppure no , per_questo rimosso tutto",non_me_lo_ricordo proprio perché questi fanno scattare i pregiudizi appena sentono che sei albanese,NON RISPOSTA
7537,Come ti descriveresti prima di entrare in carcere?,,"e no gli interessa se hai_commesso il reato oppure no , per_questo rimosso tutto",COMMENTO
7538,Come ti descriveresti prima di entrare in carcere?,non_me_lo_ero_mai_immaginato prima_che un_giorno mi sarei trovata in_carcere .,non_me_lo_ero_mai_immaginato prima_che un_giorno mi sarei trovata in_carcere .,NON RISPOSTA
7539,Come ti descriveresti prima di entrare in carcere?,"una_persona ha capito che il denaro non è_tutto , che la sua moglie e i suoi bambini sono davvero un_grande tesoro .","una_persona ha capito che il denaro non è_tutto , che la sua moglie e i suoi bambini sono davvero un_grande tesoro .",SANCIRE LA REALTÀ
7540,Come ti descriveresti prima di entrare in carcere?,una_persona rispettata e al suo posto,una_persona rispettata e al suo posto,SANCIRE LA REALTÀ
7541,Come ti descriveresti prima di entrare in carcere?,libero,libero,GENERALIZZAZIONE
7542,Come ti descriveresti prima di entrare in carcere?,"tranquilla , vicino_mio_figlio , felice accanto_a lui","tranquilla , vicino_mio_figlio , felice accanto_a lui",GIUDIZIO
7543,Come ti descriveresti prima di entrare in carcere?,"ero_molto calma , sono cambiata , ho_visto il mondo in_genere , adesso sono nervosa . è malessere","ero_molto calma , sono cambiata , ho_visto il mondo in_genere , adesso sono nervosa . è malessere",SANCIRE LA REALTÀ
7544,Come ti descriveresti prima di entrare in carcere?,la mia_vita di_prima era molto brutta e per_questo infranto la legge,la mia_vita di_prima era molto brutta e per_questo infranto la legge,SANCIRE LA REALTÀ
7545,Come ti descriveresti prima di entrare in carcere?,in difficoltà economica,in difficoltà economica,SANCIRE LA REALTÀ
7546,Come ti descriveresti prima di entrare in carcere?,prima_di essere arrestato stavo_bene,prima_di essere arrestato stavo_bene,SANCIRE LA REALTÀ
7547,Come ti descriveresti prima di entrare in carcere?,come_un_bambino che non_sa_quello_fa,come_un_bambino che non_sa_quello_fa,SANCIRE LA REALTÀ
7548,Come ti descriveresti prima di entrare in carcere?,giovane di_età e di mente,giovane di_età e di mente,GIUDIZIO
7549,Come ti descriveresti prima di entrare in carcere?,ero_una_persona per_bene ma stando in cattiva compagnia ho_preso_la_strada_sbagliata,ero_una_persona per_bene ma stando in cattiva compagnia ho_preso_la_strada_sbagliata,CAUSA
7550,Come ti descriveresti prima di entrare in carcere?,non_sapevo cosa era il carcere e nel_futuro non voglio tornare indietro,non_sapevo cosa era il carcere e nel_futuro non voglio tornare indietro,SANCIRE LA REALTÀ
7551,Come ti descriveresti prima di entrare in carcere?,come_tutti i cittadini liberi,come_tutti i cittadini liberi,GENERALIZZAZIONE
7552,Come ti descriveresti prima di entrare in carcere?,"stavo_bene , avevo_un_lavoro e una famiglia","stavo_bene , avevo_un_lavoro e una famiglia",SANCIRE LA REALTÀ
7553,Come ti descriveresti prima di entrare in carcere?,giovane di_età e di mente,giovane di_età e di mente,GIUDIZIO
7554,Come ti descriveresti prima di entrare in carcere?,"come_una_persona , ma quando ci si esce dal_carcere ci si vuole tempo per riprendersi .","come_una_persona , ma quando ci si esce dal_carcere ci si vuole tempo per riprendersi .",GENERALIZZAZIONE
7555,Come ti descriveresti prima di entrare in carcere?,una_persona felice,una_persona felice,SANCIRE LA REALTÀ
7556,Come ti descriveresti prima di entrare in carcere?,come_una_persona stava_molto_bene,come_una_persona stava_molto_bene,GIUDIZIO
7557,Come ti descriveresti prima di entrare in carcere?,come un signore,come un signore,GENERALIZZAZIONE
7558,Come ti descriveresti prima di entrare in carcere?,grand lavoratore legato alla_famiglia,grand lavoratore legato alla_famiglia,SANCIRE LA REALTÀ
7559,Come ti descriveresti prima di entrare in carcere?,come_una_persona,come_una_persona,GENERALIZZAZIONE
7560,Come ti descriveresti prima di entrare in carcere?,non_pensavo_mai di finire_in_carcere,non_pensavo_mai di finire_in_carcere,NON RISPOSTA
7561,Come ti descriveresti prima di entrare in carcere?,"ero_una_persona normalissima e non_me_lo_ero_mai_immaginato di finire_in_carcere senza neanche una prova . lasciare fuori una ragazza con un_bambino di quattro mesi , non_saprei proprio cosa dire",ero_una_persona normalissima e non_me_lo_ero_mai_immaginato di finire_in_carcere senza neanche una prova .,GENERALIZZAZIONE
7562,Come ti descriveresti prima di entrare in carcere?,,"lasciare fuori una ragazza con un_bambino di quattro mesi , non_saprei proprio cosa dire",COMMENTO
7563,Come ti descriveresti prima di entrare in carcere?,"stupido , mi fidavo degli amici","stupido , mi fidavo degli amici",SANCIRE LA REALTÀ
7564,Come ti descriveresti prima di entrare in carcere?,"normale come persona , ma con problemi_finanz","normale come persona , ma con problemi_finanz",SANCIRE LA REALTÀ
7565,Come ti descriverai una volta uscito dal carcere?,descrivo_me_stesso che non_sono mai entrato in_prigione e quando_uscirò sentirò che sono nato_di_nuovo,descrivo_me_stesso che non_sono mai entrato in_prigione e quando_uscirò sentirò che sono nato_di_nuovo,GIUDIZIO
7566,Come ti descriverai una volta uscito dal carcere?,bene,bene,GIUDIZIO
7567,Come ti descriverai una volta uscito dal carcere?,bene,bene,GIUDIZIO
7568,Come ti descriverai una volta uscito dal carcere?,cambiata nel segno buono,cambiata ,GIUDIZIO
7569,Come ti descriverai una volta uscito dal carcere?,,nel segno buono,SPECIFICAZIONE
7570,Come ti descriverai una volta uscito dal carcere?,sarà peggio della vergogna,sarà peggio della vergogna,SANCIRE
7571,Come ti descriverai una volta uscito dal carcere?,ho_visto tanti ragazzi in_carcere di razze diverse che entrano ed escono,ho_visto tanti ragazzi in_carcere di razze diverse che entrano ed escono,COMMENTO
7572,Come ti descriverai una volta uscito dal carcere?,mi_descriverò diversamente rispetto_a come_prima_di_entrare,mi_descriverò diversamente rispetto_a come_prima_di_entrare,GENERALIZZAZIONE
7573,Come ti descriverai una volta uscito dal carcere?,sarò una_persona utile per gli altri e per lo stato sarò un buon esempio . lavorerò e cercherò di fare_una_vita per_bene,sarò una_persona utile per gli altri e per lo stato sarò un buon esempio . lavorerò e cercherò di fare_una_vita per_bene,DICHIARAZIONE DI INTENTI
7574,Come ti descriverai una volta uscito dal carcere?,"di_ritornare a_vivere come_prima , felice con la mia_famiglia di_dimenticare tutti questi anni","di_ritornare a_vivere come_prima , felice con la mia_famiglia di_dimenticare tutti questi anni",DICHIARAZIONE DI INTENTI
7575,Come ti descriverai una volta uscito dal carcere?,"una persona_cattiva che non sa dove andare , dove sbattere la testa. pensa la sua_famiglia come aiutare perché il carcere la rovina economicamente . ed è_molto probabile che sbaglia perché le condizioni in_cui si trova la spinge verso le strade sbagliate","una persona_cattiva che non sa dove andare , dove sbattere la testa.",GIUDIZIO
7576,Come ti descriverai una volta uscito dal carcere?,,pensa la sua_famiglia come aiutare perché il carcere la rovina economicamente .,CAUSA
7577,Come ti descriverai una volta uscito dal carcere?,,ed è_molto probabile che sbaglia perché le condizioni in_cui si trova la spinge verso le strade sbagliate,VALUTAZIONE
7578,Come ti descriverai una volta uscito dal carcere?,penso_che sarò_molto,penso_che sarò_molto,GENERALIZZAZIONE
7579,Come ti descriverai una volta uscito dal carcere?,"non_saprei cosa pensare perché_ho una lunga pena da scontare , e non_mi piace fare progetti per il futuro .","non_saprei cosa pensare perché_ho una lunga pena da scontare , e non_mi piace fare progetti per il futuro .",COMMENTO
7580,Come ti descriverai una volta uscito dal carcere?,"una_persona semilibera, per la società in_cui viviamo .","una_persona semilibera, per la società in_cui viviamo .",CONSIDERAZIONE
7581,Come ti descriverai una volta uscito dal carcere?,"ho_paura di_pensare , perché se l' italia è d_accordo_con la mia estradizione per_me significa tornare con tutte la mia_famiglia in romania per 5 o 10 anni .","ho_paura di_pensare , perché se l' italia è d_accordo_con la mia estradizione per_me significa tornare con tutte la mia_famiglia in romania per 5 o 10 anni .",COMMENTO
7582,Come ti descriverai una volta uscito dal carcere?,privata allo_stesso_modo di diritti e delle possibilità di integrazione sociale .,privata allo_stesso_modo di diritti e delle possibilità di integrazione sociale .,DERESPONSABILIZZAZIONE
7583,Come ti descriverai una volta uscito dal carcere?,più_attenta in quello che farò,più_attenta in quello che farò,GIUDIZIO
7584,Come ti descriverai una volta uscito dal carcere?,"disorientato al inizio , ma comincerei_inizio , con la speranza, prometto che mi sposerei in_italia con un_ragazzo bello","disorientato al inizio , ma comincerei_inizio , con la speranza, ",CONTRAPPOSIZIONE
7585,Come ti descriverai una volta uscito dal carcere?,,prometto che mi sposerei in_italia con un_ragazzo bello,DICHIARAZIONE DI INTENTI
7586,Come ti descriverai una volta uscito dal carcere?,libera,libera,GIUDIZIO
7587,Come ti descriverai una volta uscito dal carcere?,"considero tutto un_esperienza di_vita , ho_capito che la legge non scherza e che tante persone sono molto_più lontane di_quello che pensavo .","considero tutto un_esperienza di_vita , ho_capito che la legge non scherza e che tante persone sono molto_più lontane di_quello che pensavo .",GENERALIZZAZIONE
7588,Come ti descriverai una volta uscito dal carcere?,nuova,nuova,GIUDIZIO
7589,Come ti descriverai una volta uscito dal carcere?,non_so dirlo è complicato per_noi stranieri senza_documenti,non_so dirlo è complicato per_noi stranieri senza_documenti,COMMENTO
7590,Come ti descriverai una volta uscito dal carcere?,felice e libero,felice e libero,GIUDIZIO
7591,Come ti descriverai una volta uscito dal carcere?,felice e libero,felice e libero,GIUDIZIO
7592,Come ti descriverai una volta uscito dal carcere?,voglio_lavorare in_regola_a e cambio_strada,voglio_lavorare in_regola_a e cambio_strada,DICHIARAZIONE DI INTENTI
7593,Come ti descriverai una volta uscito dal carcere?,il_giorno della_libertà mi_sento libero,il_giorno della_libertà mi_sento libero,GIUDIZIO
7594,Come ti descriverai una volta uscito dal carcere?,sto benissimo e faccio bravo,sto benissimo e faccio bravo,GENERALIZZAZIONE
7595,Come ti descriverai una volta uscito dal carcere?,libero,libero,GIUDIZIO
7596,Come ti descriverai una volta uscito dal carcere?,una_persona,una_persona,GENERALIZZAZIONE
7597,Come ti descriverai una volta uscito dal carcere?,quando_esco metto la mia_vita migliore con un_lavoro ed una_casa,quando_esco metto la mia_vita migliore con un_lavoro ed una_casa,DICHIARAZIONE DI INTENTI
7598,Come ti descriverai una volta uscito dal carcere?,non_tornerò mai penso_solo lavorare e non metterò mai reati,non_tornerò mai penso_solo lavorare e non metterò mai reati,SANCIRE
7599,Come ti descriverai una volta uscito dal carcere?,sono_felice,sono_felice,GIUDIZIO
7600,Come ti descriverai una volta uscito dal carcere?,"sono_cambiato ,  non_torno_più in_italia , se torno , torno in_carcere , cambio_vita , torno in_francia","sono_cambiato ,",GIUDIZIO
7601,Come ti descriverai una volta uscito dal carcere?,," non_torno_più in_italia , se torno , torno in_carcere , ",PREVISIONE
7602,Come ti descriverai una volta uscito dal carcere?,,"cambio_vita , torno in_francia",DICHIARAZIONE DI INTENTI
7603,Come ti descriverai una volta uscito dal carcere?,cambiare_vita e reinserirmi negli ottimi modi nella_società,cambiare_vita e reinserirmi negli ottimi modi nella_società,DICHIARAZIONE DI INTENTI
7604,Come ti descriverai una volta uscito dal carcere?,scioccato,scioccato,GIUDIZIO
7605,Come ti descriverai una volta uscito dal carcere?,tanto libero e soddisfatto,tanto libero e soddisfatto,GIUDIZIO
7606,Come ti descriverai una volta uscito dal carcere?,"libero nello spazio , uccello della primavera canta la canzone dell "" indipendenza","libero nello spazio , uccello della primavera canta la canzone dell "" indipendenza",GIUDIZIO
7607,Come ti descriverai una volta uscito dal carcere?,lavoro nell' edilizia è il primo lavoro e l' ultimo . provo ad_avere il permesso_di_soggiorno,lavoro nell' edilizia è il primo lavoro e l' ultimo .,COMMENTO
7608,Come ti descriverai una volta uscito dal carcere?,,provo ad_avere il permesso_di_soggiorno,DICHIARAZIONE DI INTENTI
7609,Come ti descriverai una volta uscito dal carcere?,non_posso_descrivermi quando_uscirò perché è una gioia indescrivibile mi_sentirò libero come un uccello,non_posso_descrivermi quando_uscirò perché è una gioia indescrivibile mi_sentirò libero come un uccello,GENERALIZZAZIONE
7610,Come ti descriverai una volta uscito dal carcere?,mi_descrivo come un bamb_nato_adesso .,mi_descrivo come un bamb_nato_adesso .,GIUDIZIO
7611,Come ti descriverai una volta uscito dal carcere?,molto timido,molto timido,GIUDIZIO
7612,Come ti descriverai una volta uscito dal carcere?,mi_sentirò,mi_sentirò,NON RISPOSTA
7613,Come ti descriverai una volta uscito dal carcere?,"quando_sarò_fuori da prima_di_tutto spero di trovare bene la ma famiglia , poi trovarmi_un_lavoro. vorrei farmi una_famiglia","quando_sarò_fuori da prima_di_tutto spero di trovare bene la ma famiglia , poi trovarmi_un_lavoro. vorrei farmi una_famiglia",DICHIARAZIONE DI INTENTI
7614,Come ti descriverai una volta uscito dal carcere?,"mi vedo come_una_persona , vorrei cominciare_una_vita , trovarmi_un_lavoro , mettere su famiglia e condurre una_vita_tranquilla , ma sopra tutto_spero di uscire da_qui mentalmente sanno","mi vedo come_una_persona , ",GENERALIZZAZIONE
7615,Come ti descriverai una volta uscito dal carcere?,,"vorrei cominciare_una_vita , trovarmi_un_lavoro , mettere su famiglia e condurre una_vita_tranquilla ,",RIFERIMENTO ALL'OBIETTIVO
7616,Come ti descriverai una volta uscito dal carcere?,,ma sopra tutto_spero di uscire da_qui mentalmente sanno,DICHIARAZIONE DI INTENTI
7617,Come ti descriverai una volta uscito dal carcere?,come_una_persona senza amici e senza famiglia. spero di no !,come_una_persona senza amici e senza famiglia. ,DESCRIZIONE
7618,Come ti descriverai una volta uscito dal carcere?,,spero di no !,COMMENTO
7619,Come ti descriverai una volta uscito dal carcere?,"non_lo_so ! penso_che deve essere bello ricominciare e dimenticare le sofferenze del passato , cancellare oppure correg_errore","non_lo_so ! penso_che deve essere bello ricominciare e dimenticare le sofferenze del passato , cancellare oppure correg_errore",COMMENTO
7620,Come ti descriverai una volta uscito dal carcere?,"penso in riabilitarmi , trovare_un_lavoro e continuare_la_mia_vita per crearmi un_futuro perché amo il mondo e l' umanità della_terra; penso dimenticare il pianeta carcere ; questi sono i miei più grandi desideri","penso in riabilitarmi , trovare_un_lavoro e continuare_la_mia_vita per crearmi un_futuro ",RIFERIMENTO ALL'OBIETTIVO
7621,Come ti descriverai una volta uscito dal carcere?,,perché amo il mondo e l' umanità della_terra; ,CONFERMA
7622,Come ti descriverai una volta uscito dal carcere?,,penso dimenticare il pianeta carcere ; questi sono i miei più grandi desideri,RIFERIMENTO ALL'OBIETTIVO
7623,Come ti descriverai una volta uscito dal carcere?,io spero di lavorare e dimenticarmi delle cose cattive per_poter dare ai miei_figli un padre del quale non_si vergognino,io spero di lavorare e dimenticarmi delle cose cattive per_poter dare ai miei_figli un padre del quale non_si vergognino,RIFERIMENTO ALL'OBIETTIVO
7624,Come ti descriverai una volta uscito dal carcere?,mi_descrivo come un uomo nuovo che solo penserà ad_avere una_vita_tranquilla e in pace insieme_ai propri familiari,mi_descrivo come un uomo nuovo ,GIUDIZIO
7625,Come ti descriverai una volta uscito dal carcere?,,che solo penserà ad_avere una_vita_tranquilla e in pace insieme_ai propri familiari,DICHIARAZIONE DI INTENTI
7626,Come ti descriverai una volta uscito dal carcere?,una_volta_uscito ho pensato di_ritornare nel mio_paese vicino_mia_famiglia,una_volta_uscito ho pensato di_ritornare nel mio_paese vicino_mia_famiglia,POSSIBILITA'
7627,Come ti descriverai una volta uscito dal carcere?,cercherò_lavoro per sopravvivere e mi_sentirò bene come_tutti che lavorano,cercherò_lavoro per sopravvivere,RIFERIMENTO ALL'OBIETTIVO
7628,Come ti descriverai una volta uscito dal carcere?,,e mi_sentirò bene come_tutti che lavorano,PREVISIONE
7629,Come ti descriverai una volta uscito dal carcere?,bo,bo,NON RISPOSTA
7630,Come ti descriverai una volta uscito dal carcere?,perseguitato dal colore della_mia pelle ci vuole una vera integrazione discriminazione,perseguitato dal colore della_mia pelle ci vuole una vera integrazione discriminazione,COMMENTO
7631,Come ti descriverai una volta uscito dal carcere?,diffidente in confronti sia di persone conosciute che quelle sconosciute . molto_più chiusa,diffidente in confronti sia di persone conosciute che quelle sconosciute . molto_più chiusa,GIUDIZIO
7632,Come ti descriverai una volta uscito dal carcere?,come_una_persona normalissima e soprattutto libera,come_una_persona normalissima e soprattutto libera,GIUDIZIO
7633,Come ti descriverai una volta uscito dal carcere?,"ho tantissimi valori affettivi al_di_fuori_di queste mura piene d' amarezza , sofferenza , tristezza","ho tantissimi valori affettivi al_di_fuori_di queste mura piene d' amarezza , sofferenza , tristezza",COMMENTO
7634,Come ti descriverai una volta uscito dal carcere?,uguale,uguale,GIUDIZIO
7635,Come ti descriverai una volta uscito dal carcere?,libera,libera,GIUDIZIO
7636,Come ti descriverai una volta uscito dal carcere?,prima_della detenzione non_ho buttato mai neanche un_pezzo_di carta per_la_strada sono offeso perchè non dovevo essere condannato,prima_della detenzione non_ho buttato mai neanche un_pezzo_di carta per_la_strada ,COMMENTO
7637,Come ti descriverai una volta uscito dal carcere?,,sono offeso perchè non dovevo essere condannato,CAUSA
7638,Come ti descriverai una volta uscito dal carcere?,"quando_uscirò sarò_un_altra_persona . non_me ne pento se sono finito qui , perché adesso ho_capito cos' è il male e non_sbaglierò_più .",quando_uscirò sarò_un_altra_persona . ,SANCIRE
7639,Come ti descriverai una volta uscito dal carcere?,,"non_me ne pento se sono finito qui , perché adesso ho_capito cos' è il male ",CAUSA
7640,Come ti descriverai una volta uscito dal carcere?,,e non_sbaglierò_più .,SANCIRE
7641,Come ti descriverai una volta uscito dal carcere?,come_una_persona che ha_fatto un_grande sbaglio,come_una_persona che ha_fatto un_grande sbaglio,GIUDIZIO
7642,Come ti descriverai una volta uscito dal carcere?,"un_uomo che vuole reintegrarsi in_società come_è_stato_prima , e de non , affezionarmi i bambini","un_uomo che vuole reintegrarsi in_società come_è_stato_prima , e de non , affezionarmi i bambini",RIFERIMENTO ALL'OBIETTIVO
7643,Come ti descriverai una volta uscito dal carcere?,come_una_persona che vuole integrarsi nella_società assenza essere nominato come delinquente ( detenuto ),come_una_persona che vuole integrarsi nella_società assenza essere nominato come delinquente ( detenuto ),RIFERIMENTO ALL'OBIETTIVO
7644,Come ti descriverai una volta uscito dal carcere?,"per_me è stata l' esp_più_brutta della_mia , per_fortuna non_ho_imparato_niente di_brutto . per la mia_vita farei lo_stesso che facevo fuori , l' elettricista","per_me è stata l' esp_più_brutta della_mia , per_fortuna non_ho_imparato_niente di_brutto . per la mia_vita farei lo_stesso che facevo fuori , l' elettricista",COMMENTO
7645,Come ti descriverai una volta uscito dal carcere?,"fortunato e con un esp_molto_brutta che dovrò dimenticare perché nei_carceri_italiani una_persona non_cambia , anzi diventa più_cattiva .",fortunato ,GIUDIZIO
7646,Come ti descriverai una volta uscito dal carcere?,,"e con un esp_molto_brutta che dovrò dimenticare perché nei_carceri_italiani una_persona non_cambia , anzi diventa più_cattiva .",DERESPONSABILIZZAZIONE
7647,Come ti descriverai una volta uscito dal carcere?,""" una_persona fortunata """,""" una_persona fortunata """,GIUDIZIO
7648,Come ti descriverai una volta uscito dal carcere?,penso cambiare_vita insieme_famiglia,penso cambiare_vita insieme_famiglia,DICHIARAZIONE DI INTENTI
7649,Come ti descriverai una volta uscito dal carcere?,una_persona delle cicatrici che un_giorno forse guariranno nn_commettendo mai_più lo_stesso delitto per_non soffrire ancora ne far soffrire la propria_famiglia,una_persona delle cicatrici che un_giorno forse guariranno,GIUDIZIO
7650,Come ti descriverai una volta uscito dal carcere?,,nn_commettendo mai_più lo_stesso delitto per_non soffrire ancora ne far soffrire la propria_famiglia,RIFERIMENTO ALL'OBIETTIVO
7651,Come ti descriverai una volta uscito dal carcere?,"una_persona , con un_futuro per_quanto_riguarda il lavoro , come lo sono_sempre stato nella mia vita_quotidiana","una_persona , con un_futuro per_quanto_riguarda il lavoro , come lo sono_sempre stato nella mia vita_quotidiana",POSSIBILITA
7652,Come ti descriverai una volta uscito dal carcere?,sofferenza mentale,sofferenza mentale,GIUDIZIO
7653,Come ti descriverai una volta uscito dal carcere?,niente,niente,NON RISPOSTA
7654,Come ti descriverai una volta uscito dal carcere?,non capisco,non capisco,NON RISPOSTA
7655,Come ti descriverai una volta uscito dal carcere?,quando_sarò rilasciato_carcere una_vita,quando_sarò rilasciato_carcere una_vita,GENERALIZZAZIONE
7656,Come ti descriverai una volta uscito dal carcere?,una_volta_uscito penso di stabilizzare la mia_vita,una_volta_uscito penso di stabilizzare la mia_vita,DICHIARAZIONE DI INTENTI
7657,Come ti descriverai una volta uscito dal carcere?,è tutta_un_altra vita fuori,è tutta_un_altra vita fuori,COMMENTO
7658,Come ti descriverai una volta uscito dal carcere?,una_persona che posso chiudere la porta di_casa quando mi pare a me . e una_persona dignità che là_dentro non_posso avere,una_persona che posso chiudere la porta di_casa quando mi pare a me . e una_persona dignità che là_dentro non_posso avere,COMMENTO
7659,Come ti descriverai una volta uscito dal carcere?,la pers_più_felice del_mondo,la pers_più_felice del_mondo,GIUDIZIO
7660,Come ti descriverai una volta uscito dal carcere?,è un_altra,è un_altra,COMMENTO
7661,Come ti descriverai una volta uscito dal carcere?,quando_sarò_fuori da penso di fare_una_vita normale e dimenticare la vita piena di sofferenze che sto passando in_carcere,quando_sarò_fuori da penso di fare_una_vita normale e dimenticare la vita piena di sofferenze che sto passando in_carcere,DICHIARAZIONE DI INTENTI
7662,Come ti descriverai una volta uscito dal carcere?,non_lo_so perché vedo un_futuro abbastanza difficile,non_lo_so perché vedo un_futuro abbastanza difficile,COMMENTO
7663,Come ti descriverai una volta uscito dal carcere?,una_persona attenta a non_fare niente di sbagliato a me e agli altri,una_persona attenta a non_fare niente di sbagliato a me e agli altri,GIUDIZIO
7664,Come ti descriverai una volta uscito dal carcere?,di non_tornare_più in_carcere,di non_tornare_più in_carcere,GENERALIZZAZIONE
7665,Come ti descriverai una volta uscito dal carcere?,una_persona ma sempre segnata come detenuta,una_persona ma sempre segnata come detenuta,CONTRAPPOSIZIONE
7666,Come ti descriverai una volta uscito dal carcere?,"come_una_persona , solo_che con una_esperienza che non dimenticherà mai e una_persona un po' sfortunata .","come_una_persona , solo_che con una_esperienza che non dimenticherà mai ",RIDIMENSIONAMENTO
7667,Come ti descriverai una volta uscito dal carcere?,,e una_persona un po' sfortunata .,GIUDIZIO
7668,Come ti descriverai una volta uscito dal carcere?,"come_una_persona forte e realista che ha superato un ostacolo sulla sua strada , anche_se tanto diffidente , questo sì","come_una_persona forte e realista che ha superato un ostacolo sulla sua strada , anche_se tanto diffidente , questo sì",GIUDIZIO
7669,Come ti descriverai una volta uscito dal carcere?,utile alla società,utile alla società,GIUDIZIO
7670,Come ti descriverai una volta uscito dal carcere?,"mi_descrivo , lottatrice , solare e vincitrice perché_non mi_sono lasciata avvilire dalla cattiveria che esiste dentro_carcere . quando_arriverà il momento di_uscire sarà con l' affidamento lavorativo , e in questo momento lavoro in_carcere","mi_descrivo , lottatrice , solare e vincitrice perché_non mi_sono lasciata avvilire dalla cattiveria che esiste dentro_carcere .",CAUSA
7671,Come ti descriverai una volta uscito dal carcere?,,"quando_arriverà il momento di_uscire sarà con l' affidamento lavorativo , e in questo momento lavoro in_carcere",DESCRIZIONE
7672,Come ti descriverai una volta uscito dal carcere?,"penso_che non_sbaglierò_più e non_dimenticherò_mai quel che ho sofferto , starò con i miei_figli",penso_che non_sbaglierò_più ,OPINIONE
7673,Come ti descriverai una volta uscito dal carcere?,,"e non_dimenticherò_mai quel che ho sofferto ,",SANCIRE
7674,Come ti descriverai una volta uscito dal carcere?,,starò con i miei_figli,DICHIARAZIONE DI INTENTI
7675,Come ti descriverai una volta uscito dal carcere?,"una donna felice , e piena di_vita .","una donna felice , e piena di_vita .",GIUDIZIO
7676,Come ti descriverai una volta uscito dal carcere?,anche qua_dentro io_sono una_persona educata . qua ho_visto solo le cose peggiori non_ho niente .,anche qua_dentro io_sono una_persona educata . qua ho_visto solo le cose peggiori non_ho niente .,COMMENTO
7677,Come ti descriverai una volta uscito dal carcere?,una_persona e fortunata di aver potuto resistere a tutto_ciò .,una_persona e fortunata di aver potuto resistere a tutto_ciò .,GIUDIZIO
7678,Come ti descriverai una volta uscito dal carcere?,"una_persona vissuto il più_difficile momento, e tiene tanto di ricominciare a_vivere , che questa non è una_vita",una_persona vissuto il più_difficile momento,SANCIRE
7679,Come ti descriverai una volta uscito dal carcere?,,", e tiene tanto di ricominciare a_vivere , che questa non è una_vita",RIFERIMENTO ALL'OBIETTIVO
