,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
7423,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero un_bravo_ragazzo,DESCRIZIONE,GIUDIZIO
1336,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"possono fare di_più che aiutare_i_detenuti attraverso l' istruzione e 
la completa assistenza,",GIUDIZIO,GIUDIZIO
2193,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_faccio_uso.,NON RISPOSTA,COMMENTO
3527,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona vittima,GIUDIZIO,GIUDIZIO
5413,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"annualmente viene organizzato_un_corso_di_aggiornamento che prevede 
incontri con la direzione del carcere, col comandante, il criminologo e gli 
operatori sanitari 
",DESCRIZIONE,VALUTAZIONE
2523,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"mi_hanno tanto, posso solo dire_che non Š_bene 
per_me",COMMENTO,COMMENTO
6119,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,affidam_comunità,DESCRIZIONE,sancire
3128,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,la persona che è in grado di poter usufruire capire e attendere che tutti quei benefici che l'ordinamento penitenziario offre,GIUDIZIO,GIUDIZIO
441,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"a-qndo-sono-dentro 
",sancire,sancire
391,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-so,sancire,sancire
4740,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non_posso_rispondere a_questa_domanda
perch‚_non_ho avuto questa_opportunit…
",GIUSTIFICAZIONE,VALUTAZIONE
2782,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,in buono stato fisico e mentale,GIUDIZIO,GIUDIZIO
5749,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"qui in_carcere io_ho fatto tante_cose , per_esempio ho finito la 
terza_media e attualmente seguo un 
corso per tecnici odontoiatrici",DESCRIZIONE,DESCRIZIONE
74,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ma credo che queste-cose facciano-bene psicologicamente,OPINIONE,OPINIONE
807,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,sto parlando di sollicciano in altri carceri le cose vanno molto meglio,SPECIFICAZIONE,SPECIFICAZIONE
6822,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,e far funzionare meglio la sorveglianza,GIUDIZIO,GIUDIZIO
1946,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"credo che le opportunita siano uguali per tutti , poi vengono giustamente valutati i singoli casi",OPINIONE,OPINIONE
5788,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,non c' Š lavoro fuori_dall' istituto,sancire,sancire
2219,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,NON RISPOSTA,COMMENTO
6245,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,"bravo come sempre , mai_più problemi_con_la_legge ",sancire,sancire
6064,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_lo_so,GIUSTIFICAZIONE,NON RISPOSTA
4158,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,un-buon-detenuto piu-istruzione,GIUDIZIO,GIUDIZIO
350,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,io-sono-stato-giocato da una squadra qui,NON RISPOSTA,GIUDIZIO
3692,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non posso esprimere il giudizio nei confronti di nessuno,NON RISPOSTA,COMMENTO
7120,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona,NON RISPOSTA,NON RISPOSTA
4302,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,questa E una-cosa semplice,COMMENTO,COMMENTO
5745,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"per_tanti tipi di persone ottimo , maggior_parte , quelli che 
non_hanno nessuno , soffrono in_mancanza 
di linguaggio , non capiscono italiano , perci• non_ti so dire !",CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
7417,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,male che sono_stato sfortunato,GIUDIZIO,GIUDIZIO
6538,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,insegnare di_rispettare le regole della cultura italiana,sancire,sancire
5820,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,sostegno umanitario di controllo per tutela della vita con progr_cura ( metadone ),COMMENTO,COMMENTO
1072,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,concessione del congedo senza_che venga spostato,sancire,COMMENTO
5206,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,uno_scambio_di_cultura_e_religione diverse,DESCRIZIONE,DESCRIZIONE
5524,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,pochi corsi di aggiornamento,DESCRIZIONE,VALUTAZIONE
6696,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"nessuna,",sancire,sancire
6522,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,professionisti che insegnano un po' po' le altre culture,DESCRIZIONE,DESCRIZIONE
985,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,"la sicurezza, la cooperazione tra i vari_organi ed il percorso giudiziario per i vari problemi",sancire,PRESCRIZIONE
3839,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA,NON RISPOSTA
1191,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,in_quanto_ le carceri sono_troppo affollate e quindi molto difficili da_seguire tutti.,DESCRIZIONE,VALUTAZIONE
1104,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,nessuno,sancire,COMMENTO
6104,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"stab_stato_tosdip 
eventuale terapia psichiatrica o psicoterapeutica 
",DESCRIZIONE,sancire
6597,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,un' attività ricreativa intensa con coltivazione di hobby comuni,DESCRIZIONE,PROPOSTA
427,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dagli-altri-deten,DESCRIZIONE,DESCRIZIONE
1225,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,istruzione per il detenuto; lavoro; attività_sportive; opportunità varie;,DESCRIZIONE,DESCRIZIONE
1661,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,e un po' di impegno da parte dell' assistente_sociale,DESCRIZIONE,GIUDIZIO
6021,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,affidamento,DESCRIZIONE,sancire
6625,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"stesse cose scuola, lavoro",CONFERMA,CONFERMA
6623,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,sport,DESCRIZIONE,sancire
6346,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,quando_uscirò andrò in_tunisia,DESCRIZIONE,DICHIARAZIONE DI INTENTI
2284,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non lo so,NON RISPOSTA,COMMENTO
3136,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,descrivo la persona lo stesso reato imputato che quando uno entra nel campo di droga o furto ci rimane fino alla fine,PREVISIONE,sancire
6524,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"più lavoro, più attenzione da_parte_delle autorità competenti",GIUDIZIO,GIUDIZIO
5464,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"in 11 anni sono migliorate le cose in questa amministrazione 
",COMMENTO,COMMENTO
2559,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona la si rileva dalle poche segnalazioni o addirittura nessuna segnalazione del sanitario incaricato,DESCRIZIONE,DESCRIZIONE
4399,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ non so,NON RISPOSTA,NON RISPOSTA
396,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,in-carc,GENERALIZZAZIONE,GENERALIZZAZIONE
4902,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,impossibile da sapere subito ,GIUSTIFICAZIONE,NON RISPOSTA
3615,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"Infine, la desciverei come una persona che ha commesso un errore e che oggi come oggi sta pagando",DESCRIZIONE,DESCRIZIONE
3824,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non ho commesso un reato nella mia ma questi qua sono peggio di enver hoxha (il dittatore comunista albanese),COMMENTO,COMMENTO
6904,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
897,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,buone,GIUDIZIO,GIUDIZIO
6886,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire,sancire
289,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,per-sent-dire,sancire,GENERALIZZAZIONE
2269,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non consumo,Non risposta,COMMENTO
4638,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ cambia_il_perc_vita umana,IMPLICAZIONI,CAUSA
6480,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,NON RISPOSTA,NON RISPOSTA
3670,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descrivo come me,GENERALIZZAZIONE,GENERALIZZAZIONE
4916,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,quando si rispettano uno con l'altro ,DESCRIZIONE,DESCRIZIONE
4300,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA,NON RISPOSTA
1064,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,scuola,sancire,GENERALIZZAZIONE
5932,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,incontri di valutazione sull' effettivo recupero,GIUSTIFICAZIONE,sancire
1516,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"assistenza_sociale, assistenza_volontari, la religione",sancire,sancire
6226,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,una_persona matura ,GIUDIZIO,GIUDIZIO
1522,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"lavoro 

",sancire,sancire
1703,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"lavoro 
istruzione 
religione 
rappo_con_la_famigli 
attività_culturali",GIUDIZIO,sancire
2822,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,persona no malattia,sancire,sancire
2649,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"persona curata, pulita, tranquilla, disponibile, serena",GIUDIZIO,GIUDIZIO
1541,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"celle singole 
lavoro_interno 
corsi",GIUDIZIO,DESCRIZIONE
468,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-l-esp 
",sancire,OPINIONE
5397,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"non_vi_sono assolutamente altre 
occasioni",sancire,sancire
1730,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,che ci_siano i materassi; che ci sia il satellitare,GIUDIZIO,DESCRIZIONE
137,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,e che almeno si-sa-che c-e-qualcuno-che si-preocc per chi e dentro-il-carc,NON RISPOSTA,COMMENTO
6536,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,informare alle lezioni specifiche molti elementi di_base e sport,DESCRIZIONE,DESCRIZIONE
2628,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona di malesseri sia fisici che psicologici, in grado di affrontare le mansioni quotidiane",sancire,sancire
2656,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona con tanta voglia di vivere, altruista, allegra, rispettosa delle leggi e responsabile",GIUDIZIO,GIUDIZIO
2573,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona,GENERALIZZAZIONE,GENERALIZZAZIONE
198,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"quelli-che-ci-sono nn-ries-cont-tut-det 
",sancire,sancire
1562,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,attività_culturale e lo sport,GIUDIZIO,DESCRIZIONE
5451,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"i corsi sono importanti spesso e la carenza_di_personale che ne vanifica i 
risultati. 
",COMMENTO,COMMENTO
4697,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"le rag_della_mia_scelta che una_persona
educata ha la possibilit… di essere
rispettato da altre
persone e stare con qualsiasi persona e
qualsiasi religione
",GENERALIZZAZIONE,GIUDIZIO
844,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"le opportunita che ti offre questo istituto posso dire siano inesistenti,",OPINIONE,OPINIONE
5321,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,non avrei mai_pensato di_entrare in_carcere,GIUSTIFICAZIONE,CONTRAPPOSIZIONE
4233,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"non-so , non-ha-ness-import",NON RISPOSTA,NON RISPOSTA
1131,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,docce palestra che c' è e non_è_funzionante,sancire,PRESCRIZIONE
2790,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona dal punto di vista soggettivo e oggettivo non presenta,GENERALIZZAZIONE,GENERALIZZAZIONE
5928,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE,NON RISPOSTA
3264,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"non posso descrivere, ma tutti commettiamo errori nella nostra vita",sancire,COMMENTO
2995,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata e nello stesso tempo consapevole che altre persone stanno peggio di cotesto,GIUDIZIO,GIUDIZIO
3195,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"la persona che ha commesso lo stesso reato che è stato imputato, che anche lui è una pesona abbandonato o sfortunato come me",GIUDIZIO,GIUDIZIO
2490,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,no,NON RISPOSTA,NON RISPOSTA
4271,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,mi-vedono come 1-persona straniera,sancire,sancire
7513,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,grand lavoratore legato alla_famiglia,sancire,sancire
178,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l-ho-sent,GENERALIZZAZIONE,GENERALIZZAZIONE
5758,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,migliori,GIUDIZIO,GIUDIZIO
6255,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,descrivo come_persona uscita al cielo della_libertà sarò contento e molto_felice come_fossi ( rinato ) e ,GIUDIZIO,GIUDIZIO
4500,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"sono poco perch‚ finch‚ un detenuto non Š
definitivo non_pu• lavorare perch‚ il
definitivo prende
meno di uno che Š in_attesa_di giudizio
",DESCRIZIONE,GIUDIZIO
5541,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"mancano corsi specifici offerti dal dipartimento amministrazione 
penitenziaria, tutto, o quasi, e lasciato alla volonta ed al totale carico 
economico del singolo operatore 
",DESCRIZIONE,VALUTAZIONE
3694,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sfortunata,GIUDIZIO,GIUDIZIO
5351,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,pochi o nulli corsi_di_aggiornamento,DESCRIZIONE,VALUTAZIONE
6199,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE,NON RISPOSTA
6365,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,chi sopravvive ci racconterà,COMMENTO,COMMENTO
5047,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,1 ora d' aria,sancire,sancire
5488,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"questo significa spesso 
lavorare senza un lavoro di equipe che migliorerebbe i risultati e le 
risposte",IMPLICAZIONI,IMPLICAZIONI
963,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,numero_di_detenuti,DESCRIZIONE,PRESCRIZIONE
3458,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,io sono senza motivo e ad una persona che non ha fatto niente io non darei nessuna condanna,GENERALIZZAZIONE,GENERALIZZAZIONE
4201,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA,NON RISPOSTA
634,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,una persona anormale,GIUDIZIO,GIUDIZIO
1972,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,per superare questo difficile momento,RIFERIMENTO ALL'OBIETTIVO,GIUDIZIO
5709,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"; non_esistono vere 
opportunit…_di trattame_rieducativi ;",sancire,sancire
575,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-sono-a-conosc perche ho-lavorato,DESCRIZIONE,GIUSTIFICAZIONE
4532,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ la legge italiana non_funziona
molto_bene ma alcune_volte funziona anche
perch‚ in alcuni
casi spero di_avere un' altra opportunit… e
credo che la sfrutter• meglio
",COMMENTO,COMMENTO
586,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"di tutte queste-opport sono-venuto-con qui in-carc 
",GENERALIZZAZIONE,DESCRIZIONE
6177,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_lo_so,GIUSTIFICAZIONE,NON RISPOSTA
2368,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,modesto,GIUDIZIO,GIUDIZIO
1441,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"non_funziona niente come dovrebbe funzionare 
non disponibili educatrici",GIUDIZIO,COMMENTO
4169,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"penso-che mi-descriverebbe un bel-ragazzo che sta-pass-brut-mom nella sua-vita 
",OPINIONE,OPINIONE
7192,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ad essere sincera non_ho tanta_voglia di ricordarmi di quando sono entrata in_prigione .,COMMENTO,COMMENTO
1750,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"manca il servizio_sanitario 
l' igiene lascia_desiderare 
i malati mentali 
il personale del_carcere è_insuff",sancire,COMMENTO
2313,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ho quindi non lo so,NON RISPOSTA,COMMENTO
5657,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
che sono_cose buone per_i_detenuti",GIUDIZIO,GIUDIZIO
2636,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona (ovvio) ed è serena,GIUDIZIO,GIUDIZIO
6558,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non vedo nulla di facilitazione,COMMENTO,COMMENTO
5408,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"l' amministrazione penitenziaria non mi gestisce. dipendo da un' altra 
amministrazione che collabora con l' amministrazione penitenziaria 
",COMMENTO,COMMENTO
5489,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,ci fornisce tutte le domande dei detenuti,COMMENTO,COMMENTO
1262,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"l' aria sempre verde, più_liberi, più comodi",GIUDIZIO,GIUDIZIO
2082,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,nulla,COMMENTO,COMMENTO
2533,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----097 
descrivo_una_persona condannata per lo_stesso reato che 
Š_stato_imputato, che 
mi_dispiace anche per_lui",GIUDIZIO,GIUDIZIO
2311,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non_lo_so.,NON RISPOSTA,COMMENTO
3740,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi dispiace per lui,COMMENTO,GENERALIZZAZIONE
