,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
7394,7394,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"in_linea_di_massima uguale , solo un po' immatura",GIUDIZIO
4715,4715,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"non Š la mia_scelta e cos� nelle case
circondariale dei carcere come il carcere
di parma
",GENERALIZZAZIONE
1574,1574,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,vorrei avere_la_possibilità di studiare oppure lavorare,DESCRIZIONE
402,402,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,mi-piacerebbe aver-accesso anche-alle-altre,NON RISPOSTA
7065,7065,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero felice avevo_un_lavoro che mi permetteva di vivere tranquillamente con_mia_famiglia,VALUTAZIONE
6719,6719,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,no per_me non_è_possibile,OPINIONE
3086,3086,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"buon aspetto
volontà di interagire con altri
volontà di fare qualcosa di concreto, lavoro",GIUDIZIO
3066,3066,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,no conflittualità,sancire
6879,6879,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,con uno scambio culturale che và a toccare tutte le realtà del paese di questi dalla religione alla cucina,SPECIFICAZIONE
4777,4777,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non sono stato ben trattato,COMMENTO
3864,3864,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,quando-m-sento-male vado-da-loro,COMMENTO
7100,7100,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,facevo_una_vita come_tutti,GENERALIZZAZIONE
5380,5380,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"manca ancora un' adeguata qualificazione professionale del_ruolo e sull' 
effettiva gestione della popolazione straniera detenuta 
",DESCRIZIONE
7393,7393,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"la stessa persona , solo_che mi è andata male e ora sono qui_dentro",DESCRIZIONE
432,432,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"che lo-stanno-sperim o che lo-hanno-gia-sperim 
",DESCRIZIONE
6927,6927,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,manifestazioni culturali,DESCRIZIONE
6037,6037,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,contatti con l_esterno dell' istituto,GENERALIZZAZIONE
645,645,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tossicodipendente,GIUDIZIO
1197,1197,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,competenza e professionalità degli_operatori,COMMENTO
3460,3460,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,direi che e una persona sfortunata e le disgrazie lo seguono una dopo l'altra.,sancire
2497,2497,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----064 
descrivo_una_persona per lo_stesso reato che Š_stato_imputato 
che abbiamo lo 
stesso tempo di condanna da passare in prigione e abbiamo la 
stessa data per uscire dalla_prigione.",GENERALIZZAZIONE
7346,7346,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mi ritengo una_persona superficiale però non lo ero,CONTRAPPOSIZIONE
7283,7283,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,non posso accorgermi adesso,NON RISPOSTA
1896,1896,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,sufficienti,GIUDIZIO
4008,4008,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,come un detenuto rieducabile,sancire
1333,1333,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il trattamento dei_detenuti 
la mentalità dei_detenuti",GIUDIZIO
3155,3155,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che ha seguito il proprio volere e l'amore la vita dimenticando la morte,sancire
2995,2995,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata e nello stesso tempo consapevole che altre persone stanno peggio di cotesto,GIUDIZIO
119,119,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,perche e-molto-normale qui,GIUSTIFICAZIONE
4168,4168,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,1-persona educata e tranquilla,GIUDIZIO
5666,5666,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
se no il detenuto non_viene mai 
conosciuto in_caso che richiede un beneficio .",CONFERMA
1429,1429,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"che non manchi l' acqua nella doccia; selezionare la 
nazionalità dei_detenuti",GIUDIZIO
750,750,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"rare, difficoltose",VALUTAZIONE
6633,6633,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non ci sono casi di discriminazione,COMMENTO
1598,1598,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,rispetto come detenuto,sancire
183,183,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,avuto-l-info dell' esp-del-carc,GENERALIZZAZIONE
6450,6450,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,dove non_esiste la libertà d' espressione e la democrazia .,sancire
4783,4783,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"poco_efficace_perch‚ gli addetti mancano e
diventa penoso trovare una possibilit… e
penoso anche
per gli addetti di_questa nobile attivit…
",GIUDIZIO
5736,5736,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"
Š_buono perch‚ ti_d… la 
possibilit… di ricevere il diploma .",VALUTAZIONE
175,175,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-av-l-info un-po' da-pers-deten da-molto-tempo italiane e straniere altro dai-libri d' info che ti-danno appena-entri in-carc,DESCRIZIONE
3243,3243,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"secondo il parere, la diamo una chance per avere una vita tranquilla casomai non deve un altro errore",GENERALIZZAZIONE
5896,5896,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"progr_cura interni all' istituto 
progr_tratt terapeutici socio-riabilitativo 
",DESCRIZIONE
6117,6117,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"registrazione in matricola e successivamente all' 
uff_educatori 
",GENERALIZZAZIONE
2283,2283,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"non_le_conosco, non_le_uso",NON RISPOSTA
7093,7093,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,un_uomo onesto e libero,DESCRIZIONE
1811,1811,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_capisco di_che cosa si tratti,GIUDIZIO
1440,1440,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,la disponibilità dell' educatore,GIUDIZIO
3257,3257,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,hanno ragione chi sbaglia paga,sancire
3632,3632,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"una persona reato che ho commesso anche io. Un delinquente non per scelta, ma per bisogno",GIUSTIFICAZIONE
1922,1922,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,e comunque sempre utile e fondamentale per la dignita della_persona,GIUDIZIO
3496,3496,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,e quelle che commettono reati gravi perché lo fanno per ambizione.,GIUSTIFICAZIONE
7413,7413,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,penso_che facevo_una_vita,OPINIONE
41,41,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ho-av-l-info grazie-all' indicazione,DESCRIZIONE
2297,2297,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,mi_descriverei come drogato,GIUDIZIO
3010,3010,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,sana,GIUDIZIO
1116,1116,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,"dal_momento_che è un carcere piccolo si_dovrebbe stare_meglio, anzi invece_di stare chiusi 20 ore si_potrebbe stare molto ma molto_meglio, dove invece stiamo in ghetti quadrati 3 persone e i pasti non_sono sempre decenti",CONTRAPPOSIZIONE
601,601,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,perchè quella strada di rovina,CAUSA
1531,1531,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,telefonate alla famiglia,DESCRIZIONE
5155,5155,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,a me proprio niente.,OPINIONE
1226,1226,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"considero che qui_tutto sia molto ridotto, in_ogni_caso qui 
tutto va male, le cose non funzionano come dovrebbero 
funzionare; in_generale siamo in troppi",sancire
6561,6561,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"attività manuali fino_a quelle scolastiche ""musicali"" o ""teatro""",DESCRIZIONE
4355,4355,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"per l' integrazione delle persone in
societ…
",GENERALIZZAZIONE
1602,1602,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,in_questo_caso direi servizio sanitario/medico,GIUDIZIO
3725,3725,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,forse abbiamo avuto un tipo di vita abbastanza simile oppure ci è capitato di frequentare persone con le quali in qualche modo ci siamo lasciati andare,POSSIBILITÀ
4873,4873,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non so ,GIUSTIFICAZIONE
1313,1313,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,non_ne conosco neanche uno,GIUDIZIO
2879,2879,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,a tale domanda in che maniera è possibile rispondere visto che per salute devo intendere: salute mentale?,NON RISPOSTA
902,902,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,innanzitutto culturale sotto l aspetto del rapporto con lasocieta,VALUTAZIONE
6462,6462,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non è facile col mondo arabo,COMMENTO
2185,2185,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"per_niente, dipende perché non_fatto_mai_uso",GENERALIZZAZIONE
6661,6661,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,nessuna,sancire
3692,3692,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non posso esprimere il giudizio nei confronti di nessuno,NON RISPOSTA
6259,6259,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,mi_sentirò rinato . ,GENERALIZZAZIONE
3271,3271,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"lo considero per quello che è e non lo critico, perché può darsi abbia avuto sfortuna",VALUTAZIONE
6518,6518,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,poche poiché l' integralismo islamico (non_perché_sia_razzista) poco concede agli infedeli occidentali,GIUSTIFICAZIONE
6659,6659,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,migliorando la qualità_della_vita all_interno dell' istituto potrebbe facilitare le cose,GIUDIZIO
1017,1017,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,sportello col pubblico (utenti),sancire
1610,1610,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,rieducazione,GIUDIZIO
1358,1358,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,io penso_che qui_non vengono rispettati i diritti_umani,GIUDIZIO
1347,1347,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,spiegano con_calma,GIUDIZIO
1040,1040,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,adeguato_numero_di personale_polizia,GIUDIZIO
2439,2439,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,uno stronzo,GIUDIZIO
6053,6053,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,segnalazione scritta solo per coloro_che hanno permesso_sogg,DESCRIZIONE
3332,3332,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"se avessi avuto la possibilità di conoscerlo gli avrei detto che hai sbagliato perché la vita è bella, breve e dobbiamo vivere liberi l'importante, da quello che ho capito, è che la prigione ti insegna il giusto della vita",COMMENTO
913,913,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,personale_medico (esterno),sancire
2944,2944,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunate in quanto non necessaria assistenza medica,VALUTAZIONE
4424,4424,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_sono corsi , scuola , attivit…
sportiva , teatro , anche lavoro
",GENERALIZZAZIONE
1399,1399,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"più_corsi di tipo informativo 
più_facile accesso alle scuole per_gli_stranieri 
più operatori 
più_educatori",GENERALIZZAZIONE
2830,2830,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,quando ha un equilibrio psicofisico,GIUDIZIO
4780,4780,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ la persona detenuta lavorando
dimentica che e in delirio , e anche e
pagata per mantenersi
",VALUTAZIONE
5831,5831,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"azioni di sostegno e di aiuto dove il caso lo permette 
l' inserim_comunità del soggetto che li ospitano o presso case_accoglienza 
",DESCRIZIONE
2892,2892,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,piena di energia,GIUDIZIO
23,23,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,quando-ero-malato,GENERALIZZAZIONE
7215,7215,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona e libera,DESCRIZIONE
386,386,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non lo so,sancire
4579,4579,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_voglio rispondere,GIUSTIFICAZIONE
3969,3969,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"1-persona che non-prende-terapia , che sta-bene 
",sancire
7380,7380,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,vulnerabile quando usavo droghe,GIUSTIFICAZIONE
1404,1404,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"che funzioni il piano_di_tratt_riedu; essere seguiti 
continuativamente da educatori, psicologi; che nelle_celle non_ci 
siano più_di due_persone; che ci_siano abbastanza e vari corsi 
professionali",GENERALIZZAZIONE
24,24,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,attr la perman in-carc,GENERALIZZAZIONE
2737,2737,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,ma ha avuto l'aiuto di chi lo ha crescituo,SPECIFICAZIONE
1078,1078,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,numero adeguato del personale,GIUDIZIO
4913,4913,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,la differenza tra questo e l'altro è chiaro ,sancire
6707,6707,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"questo si dovrebbe evitare,",GENERALIZZAZIONE
3541,3541,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"io non, per quento riguarda l'altra è innocente",GIUDIZIO
5946,5946,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,accert_stato_tosdip ( obiettività clinica condizione psicosociale anam_tossicolog,DESCRIZIONE
5810,5810,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_conosco,GIUSTIFICAZIONE
5324,5324,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,un_ragazzo e con tanta_voglia di trovare un_lavoro pulito e una brava_ragazza,DICHIARAZIONE DI INTENTI
4198,4198,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,nn-c-E-ness-differ,COMMENTO
5214,5214,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,non ci crederei mai e non farei mai un' ipotetica considerazione,NON RISPOSTA
3653,3653,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,per quanto mi riguarda non posso parlare di una persona a parte che non ho avuto modod di conoscerlo perché sono per rapina maggior parte sono qui per spaccio,NON RISPOSTA
5707,5707,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"le opportunit…_di trattame_rieducativi sono obsoleti e atavici , 

",GIUDIZIO
6281,6281,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,l' uomo_più_felice del mondo e ringrazio le autorità,sancire
6847,6847,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"creare degli appositi spazi,",DESCRIZIONE
5867,5867,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,al_momento_della immatricolazione di primo_ingresso e della relativa visita_medica il detenuto dichiara_uso_sost stupefacenti e in_caso_affermativo viene preso_carico dal sert interno con cura_metad_scalare .,DESCRIZIONE
3861,3861,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-lo-so,NON RISPOSTA
6842,6842,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"dare la possibilità di comunicare tra di noi 
attivare un corso dove si potrebbero confrontare le abitudini 
",DESCRIZIONE
510,510,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr-i-deten, il mediatore-culturale, l' avvocato 
",DESCRIZIONE
6700,6700,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,l' educazione esterna,GENERALIZZAZIONE
233,233,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,abbiamo avuto-l-info dai-ns-comp-+vecche dagli-oper-del-carc,DESCRIZIONE
5647,5647,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_lo_so sono_stato recluso ieri , ma credo che farebbero bene",CONTRAPPOSIZIONE
1484,1484,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,la qualità_del_letto e del materasso,GIUDIZIO
6713,6713,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"incontri dove ognuno può raccontare la propria cultura e confrontarla con quella ""diversa"" dalla sua!!",GIUDIZIO
503,503,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"essendo che mi-trovo tanti-anni in-questo-luogo,",CONFERMA
6836,6836,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,fare dei reparti dove mettere stranieri e reparti dove vivere detenuti italiani,DESCRIZIONE
452,452,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,si-occupano di trattam-rieduc.,DESCRIZIONE
4187,4187,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,che sono brave-ragazze,COMMENTO
2412,2412,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,una persona che_soffre,GIUDIZIO
4752,4752,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,servono_per_rieducare,RIFERIMENTO ALL'OBIETTIVO
1442,1442,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,di prendere i giorni,DESCRIZIONE
6538,6538,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,insegnare di_rispettare le regole della cultura italiana,sancire
5849,5849,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"attività di_screening sierologico 
attività di_screening tubercolare 
attività di counseling 
",DESCRIZIONE
3016,3016,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"persona tranquilla,",GIUDIZIO
2421,2421,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,tutto sballato,sancire
5210,5210,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,sono pessimista nel_modo più assoluto,NON RISPOSTA
6972,6972,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non_mi_interessa,DERESPONSABILIZZAZIONE
6600,6600,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,facile integrazione,GENERALIZZAZIONE
5922,5922,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,viene_segnalata,sancire
4482,4482,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"secondo_me , il tratt_rieducativo
efficace_perch‚ salva la vita della_persona
e lo educa come
un membro giusto nella societ…
",DESCRIZIONE
2641,2641,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,persona tranquilla e serena,GIUDIZIO
5671,5671,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,la vita in_prigione non Š una vita .,COMMENTO
