,Unnamed: 0,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR
101,101,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-appreso queste-info tr-tv, tr-assist-soc, tr-volontariato",NON RISPOSTA
3659,3659,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,descrivo la persona lo stesso reato imputato che ha sbagliato una volta sola e non deve e che ci sia il perdono per tutti i peccati commessi,sancire
7075,7075,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,abbastanza normale poco aggressivo e con un_carattere instabile . non certo da mandare al manicomio,GIUDIZIO
3034,3034,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,educato cerca di capire quello che gli viene detto,GIUDIZIO
769,769,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,in questo circondariale ci sono tante opportunità rieducative,GIUDIZIO
7317,7317,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero_molto contenta perché potevo stare con_miei_figli e potevo aiutare persone che davvero ne avevano bisogno .,VALUTAZIONE
5256,5256,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,insoddisfatto,GIUDIZIO
4268,4268,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"penso-che lei crede che sono-un-criminale , nello-stesso momento sono lontano-da-famigl e in-particolare dalla mamma 
",OPINIONE
1447,1447,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"la prima_cosa è di rispettare la pulizia della sezione 
avere_più nelle_celle 
ristrutturare più_spesso i muri 
avere_più nelle aree e più verde",GIUDIZIO
5265,5265,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,vivo in_questo_paese come facevo nel_paese_origine e grazie,GENERALIZZAZIONE
6172,6172,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"colloquio con il sanitario entro 7 giorni , colloquio-psic entro 15 giorni , colloquio_ass entro 15 giorni , equipe settimanale per gli ingressi riferiti alla_settimana precedente",DESCRIZIONE
7476,7476,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"ero_una_persona senza tanti pensieri , pensavo soltanto a lavorare e a mandare soldi alla_mia_famiglia perché stesse bene",sancire
2861,2861,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,no problemi fisici e non ansia eccessivi,GIUDIZIO
4997,4997,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,il comportamento dei detenuti stessi,DESCRIZIONE
5750,5750,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"non_ci permettono altro_che un_ora di passeggiata al mattino e 
pomeriggio .",sancire
5603,5603,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,che Š aiuta per_rieducare e aiutare_i_detenuti psicologicamente,sancire
3553,3553,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non lo so,NON RISPOSTA
4317,4317,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,nn-m-importa+di-tan,COMMENTO
5378,5378,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"non_esistono momenti_di_formazione mista. la parola sicurezza avvolge tutto. all_inizio e durante il proprio lavoro non_esistono incontri con il 
direttore e il comandante che chiariscano regolamento, prassi, 
comportamenti o ascoltino richiesta e riflessioni 
",DESCRIZIONE
739,739,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,sufficienti,GIUDIZIO
1224,1224,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"in_questo_istituto personalmente non_ne vedo nessuno; 
",COMMENTO
535,535,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,deten,GENERALIZZAZIONE
7225,7225,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,persona_educata e brava,DESCRIZIONE
1530,1530,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,colloqui meno rigidi.,GIUDIZIO
2710,2710,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"io godo di salute mangio, bevo attività fisica, divertimenti mentre per i carcerati non so pensano solo a drogarsi",CONTRAPPOSIZIONE
5728,5728,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,il trattame_rieducativo il trattamento e non_ho niente_da dire,GENERALIZZAZIONE
6415,6415,Come si descriverebbe come persona straniera detenuta,DESCRIZIONE,quella è una bella domanda . perché una persona_straniera è stata abbandonato da tutto ( diritti ),GENERALIZZAZIONE
120,120,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,l' unico-cont che ho con-l-esterno sono le telefonate,DESCRIZIONE
530,530,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,un-po' alla-volta,GENERALIZZAZIONE
5730,5730,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"e 
per_questo 
chiedo a voi di cambiare_trattamento del_detenuto",IMPLICAZIONI
2910,2910,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"che no terapia medica,",sancire
6973,6973,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,non lo so,NON RISPOSTA
6317,6317,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,il_giorno più bello della_mia,COMMENTO
5564,5564,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"posso dire_che a_distanza_di sei anni e mezzo dall' assunzione da ottima 
infermiera, sono ora una caposala che ha a_che_fare solo con fatture, 
computer e ricettari e scatole di medicinali",COMMENTO
926,926,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,corsi_scolastici corsi_educativi,sancire
3319,3319,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sbagliato perché ho sbagliato anche io,VALUTAZIONE
4353,4353,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ il_tratt_rieducativo ti aiuta ha
vedere dove hai sbagliato
",DESCRIZIONE
7390,7390,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"una_persona , buona figlia , buona madre e buona_persona in_tutti_i_sensi",DESCRIZIONE
1739,1739,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"bisogna_che_ci diano la possi_di_telefonare 
biso_aver_più_conta con gli educatori 
bisogna organizzare più_attività 
biso_avere_più_conta con il mondo_esterno",COMMENTO
5276,5276,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ho_avuto nel paese_origine non_avevo precedenti penale è la_prima_volta in italia che entro in_prigione,COMMENTO
2868,2868,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,salutare,GIUDIZIO
5488,5488,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"questo significa spesso 
lavorare senza un lavoro di equipe che migliorerebbe i risultati e le 
risposte",IMPLICAZIONI
5771,5771,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"il carcere per_me non Š un_occasione ma per_me Š la stupidit… , 
il suicidio delle idŠe , lo sviluppo di 
un microbo del male e la mancanza della speranza nel domani , 
il carcere per_me Š l' ostacolo per respirare l' aria che manca , i raggi dell' anima e dell' umanit…",COMMENTO
548,548,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalla esp-nella-prig,GENERALIZZAZIONE
4541,4541,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,io non lo so e non_ho_visto,NON RISPOSTA
3673,3673,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,non penso che farà quello che ho,COMMENTO
5266,5266,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"felice e se c' era la mia famiglia , lo sarei di_più .",VALUTAZIONE
1257,1257,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"studio, sport,",GIUDIZIO
961,961,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,numero_educatori,DESCRIZIONE
4247,4247,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"bravo e bravo e 
rispetta-le-regole",sancire
3433,3433,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,come una persona che ha commesso dovuto all'ambiente sociale che frequenta,GIUSTIFICAZIONE
1209,1209,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"l' operato della_direzione, l' attività dell' assistente_sociale, 
educatore e psicologo",DESCRIZIONE
2555,2555,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che ha un minimo di interesse x cultura,GIUDIZIO
2404,2404,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,chi vuole puo continuare a usarle,COMMENTO
6149,6149,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"visita_medico dell' istituto 
visita_psicologo dell' amministrazione 
se necessario , per i tossicodip sert 
visita_psicologo sert 
tera_disintos",DESCRIZIONE
7385,7385,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,molto_male,GIUDIZIO
4533,4533,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_non_ci aiutano ad_imparare qualcosa
, non_si impara un_lavoro importante per
quando
usciamo come ad_esempio falegname ,
saldatore ecc ( ci fanno i corsi di
ragioneria , ma a cosa ci pu•
servire ? )
",DESCRIZIONE
1507,1507,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"il mangiare non_è_abbastanza_buo; 
il servizio_sanitario non_è_abbastanza_buo.",CONTRAPPOSIZIONE
1291,1291,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,fanno tardi per benefici,GIUDIZIO
6508,6508,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,restando a_contatto con persone che possano far capire come si può vivere anche con meno denaro e lavorando,DESCRIZIONE
980,980,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,presenza num_suff_operatori sia del comparto ministero che del comparto sicurezza,GIUDIZIO
4539,4539,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚_i_detenuti sono numerosi,DESCRIZIONE
1422,1422,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"lavoro 
studio e scuola",GIUDIZIO
6223,6223,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,vado via dall_italia ,DICHIARAZIONE DI INTENTI
2885,2885,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"considerando il suo stato psichico e fisico, se in condizioni fisiche non patologie acute o no patologie croniche",VALUTAZIONE
2638,2638,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,sana fisicamente e con un buon,GIUDIZIO
1233,1233,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"l' istruzione 
e il lavoro",sancire
3202,3202,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,rispondo così,NON RISPOSTA
6305,6305,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,"che è un modo per allontanare gli altri dalla_realtà dalla_vita in_modo disumano , inibito per_noi per_vivere in_libertà . un_modo considerato per educare coloro colpevoli e criminali",COMMENTO
305,305,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,sono-stato dall' ufficio-domandine,DESCRIZIONE
6586,6586,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"ma non_perché_sia_razzista,",GIUSTIFICAZIONE
7108,7108,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,lavoravo e stato abbastanza_bene,GIUDIZIO
938,938,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,la possibilit… di poter lavorare,sancire
3523,3523,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi dispiace se è come me,OPINIONE
7180,7180,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona un criterio da adolescente,GIUSTIFICAZIONE
2484,2484,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,che non pensa più alla vita,sancire
5562,5562,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"l' amministrazione non_si preoccupa di_organizzare_corsi di 
aggiornamento",COMMENTO
3418,3418,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,difficoltà di vivere,sancire
1444,1444,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,questo mondo è simile a_quello in_via_di sviluppo,VALUTAZIONE
3089,3089,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata,GIUDIZIO
5049,5049,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"perché frequentano le attività_insieme, e anche nell_ambito lavorativo sono_integrate",DESCRIZIONE
5452,5452,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"non abbiamo i mezzi e soprattutto la possibilita di poter utilizzare le 
nostre potenzialita 
",GENERALIZZAZIONE
2187,2187,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non un buon consumatore,GIUDIZIO
4410,4410,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"prima_di tutto il tratt_rieducativo
a_livello psicologico , allontana lo stress
e i brutti
pensieri che causano malintesi ecc
",CAUSA
3145,3145,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,indescrivibile siamo tutti diversi,NON RISPOSTA
3688,3688,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"però se aveva documenti italiani, conduceva vita normale",SPECIFICAZIONE
2877,2877,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,comunicativa disposta al colloquio serena. Disponibile autostima. Gestibile,GIUDIZIO
998,998,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,pi— lavoro da_offrire ai detenuti,GIUDIZIO
7013,7013,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"avendo già risposto sopra del fatto che ci viene obbligata la convivenza. non_so come, anzi quale potrebbe essere il modo",NON RISPOSTA
3594,3594,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,capo di famiglia,DESCRIZIONE
2705,2705,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,sta bene nel fisico che nella mente,GIUDIZIO
6038,6038,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_sono un assistente che lavora in una comunità per tossicodip,GIUSTIFICAZIONE
3558,3558,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona immatura che pensa soltanto guadagno facile e odia lavoro onesto,sancire
5818,5818,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,NON RISPOSTA
5068,5068,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,le sono applicate le stesse possibilità della comunità italiana,COMMENTO
6976,6976,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"attività culturali di scambio (lingua, religione, usanze)",DESCRIZIONE
2992,2992,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,la persona che gode è meglio disposta alla relazione e all'integrazione,IMPLICAZIONI
6755,6755,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"nessuna sezione differenziate, italiani con italiani stranieri con stranieri,",DESCRIZIONE
3914,3914,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normale,GIUDIZIO
3339,3339,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"io lo descriverei come uguale a me, ma sfortunatamente in realtà non è così perchè i detenuti italiani escono con permessi, le viene data la possibilità di lavorare. invece noi stranieri ci troviamo in una situazione diversa",VALUTAZIONE
5088,5088,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,vedere ciò che viene domandato se non_si vedono piccole o individuali forme di amicizia e convivenza,IMPLICAZIONI
2081,2081,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,mai fatto uso,NON RISPOSTA
4030,4030,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normale,GIUDIZIO
5796,5796,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,colloqui di informazione e colloqui_sost,DESCRIZIONE
4626,4626,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚ cambia_il_perc_vita umana,IMPLICAZIONI
5018,5018,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,dipende da carcere_a_carcere,COMMENTO
6055,6055,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"verifica_tossdip 
predisp_progetto ( intramurario , domiciliare o comunitario ) 
",DESCRIZIONE
95,95,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"ho-conosciuto opport dai-deten in-questa prigione,",DESCRIZIONE
3657,3657,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,lo descrivo come descrivo me stesso,GENERALIZZAZIONE
7249,7249,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,benissimo,GIUDIZIO
5878,5878,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_le_conosco,GIUSTIFICAZIONE
7078,7078,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,prima_di_entrare in_carcere mi_sento un_altro uomo che ha_personalità,OPINIONE
778,778,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,inesistenti o quasi non c' e alcun programma rieducativo,GIUDIZIO
6975,6975,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,la divisione_delle_sezioni,GENERALIZZAZIONE
1475,1475,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"conferenza con avvocati, giudici, imprenditori, gente comune 
agevolare il lavoro degli_agenti penitenziari, sarebbe più 
autonomo riunione del direttore ogni_tanto con detenuti e agenti",sancire
3633,3633,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"""l'uomo è buono di natura però la società lo rovina"", l'essere umano è sempre buono e come una piuma qualsiasi vento la porta via.",CONTRAPPOSIZIONE
628,628,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,bene,GIUDIZIO
638,638,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non c'è niente,NON RISPOSTA
3291,3291,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,direi di non mai,COMMENTO
188,188,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-e-per-tutta la-gente,NON RISPOSTA
2838,2838,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,se si tratta di salute una persona sintomi di malattia,GIUDIZIO
5172,5172,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"se c' è collaborazione, accordo, aiuto reciproco senza far differenza per_via_della nazionalità",DESCRIZIONE
6690,6690,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,riunioni,GENERALIZZAZIONE
2715,2715,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"una persona ha un buon, non prob di salute",GENERALIZZAZIONE
1806,1806,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"la rieducazione 
diritti_dei_detenuti 
le possibilità di reinserimento nella_società 
le attività_sportive",POSSIBILITÀ
2030,2030,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,062) per godere tutto,GENERALIZZAZIONE
300,300,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalle-altre-pers o dagli-agenti.,DESCRIZIONE
4269,4269,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,che sono un soggetto sbagliato,sancire
6596,6596,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"attività didattica. 
attività sportiva
",DESCRIZIONE
6621,6621,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"sarò ripetitiva ma per_me far partecipare tutte ai corsi. comunque la mia idea ottengono più le straniere che noi, ma sono d_accordo",OPINIONE
3054,3054,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,fortunata,GIUDIZIO
838,838,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"molto difficoltoso poter usufruire,",VALUTAZIONE
4416,4416,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ non vengono offerte i lavori
per_poter partecipare noi stranieri
",DERESPONSABILIZZAZIONE
7149,7149,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,una_persona .,NON RISPOSTA
2104,2104,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,descrivo_me_stesso come_persona persa.,sancire
2883,2883,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,buona armonia psicofisica,GIUDIZIO
3903,3903,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,operatore normale,COMMENTO
675,675,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,non c e granche,GIUDIZIO
5873,5873,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_ho la più pallida idea di come lavori un sert ma comunque credo che in_italia e tanto_meno al_sert facciano una distinzione tra italiani e stranieri e se c'è a_favore_dei detenuti_ita,CONTRAPPOSIZIONE
862,862,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"oltretutto vorrei aggiungere che ogni singola persona che lavora all interno di questo istituto pontedecimo, si applicano molto per concedere ad ognuna di noi detenuta le possibilita di cui io attualmente ho ottenuto",OPINIONE
691,691,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,comunque come corsi interni va abbastanza bene,GIUDIZIO
