,TESTO DELLA DOMANDA,REPERTORIO DELLA DOMANDA,STRALCIO,DENOMINAZIONE SENIOR,DENOMINAZIONE JUNIOR
2531,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----095 
chiedo_a_dio che ci guidi nella strada giusta",COMMENTO,COMMENTO
4585,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚_tramite l' educazione
si_pu•_cambiare mentalit… diventare pi—
educati
",IMPLICAZIONI,IMPLICAZIONI
5757,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"sono_capace di rieducarmi da_sola , sono_capace di trovare la 
strada giusta . ho gi… studiato in 
romania , non_ho di una rieducazione in_carcere .",COMMENTO,COMMENTO
3529,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,descrivo la persona lo stesso reato imputato che è pazzo,GIUDIZIO,GIUDIZIO
5892,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,azioni di riduz_danno,DESCRIZIONE,sancire
4501,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"bisogna migliorare le condizioni per la
scolarizzazione e praticare di_pi— l'
artigianato
",COMMENTO,COMMENTO
6607,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"in_quanto_ il nostro paese è invaso e stiamo male, paghiamo sulle nostre spalle il suo soggiorno in italia",GIUSTIFICAZIONE,GIUSTIFICAZIONE
940,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,pi— attivit… per tenere impegnati per maggior tempo i detenuti,VALUTAZIONE,GIUDIZIO
5678,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,"troviamo il trattame_rieducativo 
da_parte_dei responsabili dandoti la 
possibilit… di lavoro . praticare dello sport , incontro con l' 
assistente sociale , dando la possibilit… del 
lavoro all_esterno , l' opportunit… per le cure la possibilit… di 
uscire dall' oscurit… alla_luce",DESCRIZIONE,DESCRIZIONE
4637,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"penso_che tra i detenuti non ci sia
comprensione malgr_le_loro_condiz gli hanno
costretti a
entrare in_carcere
",COMMENTO,COMMENTO
2774,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"uguale alle altre tossicodipendenti, alcoliste",GIUDIZIO,GIUDIZIO
4379,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"poco_efficaci abbiamo bisogno di
informazioni precise ed efficaci , abbiamo
bisogno di_tante
altre cose come corsi che ci aiutino a
trovare un_lavoro subito una_volta usciti
da_qui
",GIUDIZIO,GIUDIZIO
4856,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,vedere come si comportano ,GENERALIZZAZIONE,GENERALIZZAZIONE
4473,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚_manca palestra e mancano tante_cose,DESCRIZIONE,sancire
3667,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"secondo me, è un grande sbaglio",OPINIONE,OPINIONE
128,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dato-che il carcere-era-fornito di telefoni-pubblici per cui parlavo tutti-i-giorni con-comp-mia-famig,NON RISPOSTA,NON RISPOSTA
537,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"tr psicologo, psichiatra, famig, amici",DESCRIZIONE,DESCRIZIONE
527,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,ne-sono a-conosc qui in-carc,GENERALIZZAZIONE,GENERALIZZAZIONE
6808,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,rimanere con le celle più aperte,GIUDIZIO,DESCRIZIONE
5962,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"in_genere si fa solo l' intervento immediato del momento : offerta dell' interv_metad e poi i colloqui_con_operat ( psicologi , ass_soc ) . mancano interventi che abbiano riflessi per il dopo carcere .",COMMENTO,COMMENTO
5173,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"mi permette di pensare_che ""sono già integrate"" quindi sono io che devo integrarmi",GIUSTIFICAZIONE,GIUSTIFICAZIONE
3024,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,buona salute,GENERALIZZAZIONE,GENERALIZZAZIONE
1793,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"che controllassero se davvero la condanna è giusta; lasciarci 
parlare di_più al telefono con la famiglia; che ci dessero più opportunità per un_domani migliore",GENERALIZZAZIONE,GIUDIZIO
1326,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,niente,NON RISPOSTA,NON RISPOSTA
1147,"Se la risposta data alla risposta precedente è per nulla efficaci/poco efficaci 0 efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,sono_poco_efficaci_perché molto_spesso le persone_che_escono non_riescono ad inserirsi nella comunità_esterna,OPINIONE,VALUTAZIONE
5511,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,ritengo tale piano adatto ed efficace,OPINIONE,OPINIONE
420,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,partecipando a diversi-corsi,DESCRIZIONE,DESCRIZIONE
3933,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,"penso-che dobbiamo chiederlo-a-lei , no ?",NON RISPOSTA,NON RISPOSTA
4104,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,nn-av-mo-parl-cn-lei,COMMENTO,COMMENTO
5089,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,vivendola di propria persona in qualsiasi istituto dove sono stato è stata sempre il medesimo non_si_può negare,COMMENTO,COMMENTO
5359,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,i corsi_di_formazione sono pochissimi e non c' e aggiornamento,DESCRIZIONE,VALUTAZIONE
4576,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,perch‚_sono buone,GIUDIZIO,GIUDIZIO
2049,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,085) malata di eroina,sancire,sancire
3585,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,sbagliato,GIUDIZIO,GIUDIZIO
4994,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"dal modo in_cui vengono_svolte la varie_attività (culturali, sportive, eccetera) in_quanto effettuate tra detenuti senza_distinzione di nazionalità, di_razza, di religione e di cultura",VALUTAZIONE,VALUTAZIONE
5020,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,vale_a_dire senza selezione e distinzione tra bianche e nere e via dicendo,SPECIFICAZIONE,SPECIFICAZIONE
3168,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,dovrebbe migliorare e non fare mai più ciò che ha fatto,PRESCRIZIONE,PRESCRIZIONE
1087,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,"rap_con_gli_op_inter
rap_con_la_direzione 
rap_con_il_mo_del_vo autorizzato 
mondo scolastico e culturale",sancire,DESCRIZIONE
706,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,nulle,sancire,GIUDIZIO
5985,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,è difficile inserire_comunità una persona_stran_det,COMMENTO,COMMENTO
1289,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,anche panno quanto parlo con la mia ragazza,DESCRIZIONE,DESCRIZIONE
6837,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,"non sto qui ad elencare, ma in questi anni ho potuto constatare che sono_infinite.",COMMENTO,COMMENTO
2250,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,"sono_cose che fa_male, evitare anche di avvicinare",COMMENTO,GIUDIZIO
7338,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,pensavo alla_mia_famiglia .,sancire,sancire
2330,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,quando consumo cocaina sono_agitato e ho_le_paranoie,DESCRIZIONE,sancire
386,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non lo so,sancire,sancire
1359,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"prenderei in_considerazione tutte_le_attività che si dovrebbero 
fare, ma_non se ne fa neanche una",GIUDIZIO,CONTRAPPOSIZIONE
7372,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,come_una_persona aveva un futuro promettente,sancire,sancire
3466,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,una persona che non pensava di poter essere arrestata e di soffrire tanto non avendo la libertà,sancire,sancire
5314,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,sto molto_meglio che sto qua_dentro,GIUDIZIO,GIUDIZIO
1651,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"normative (permesso, semilibertà, liberazione_anticipata) 
figura professionale 
trattamento_rieducat",GIUDIZIO,sancire
6067,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"dopo l' immatricolazione il ristretto viene_allocato nel padiglione detentivo in_base_alla tipologia del reato , educatori , ass_soc e mediatore_culturale intrattengono vari colloqui affinché si possa instaurare un rapporto che possa sfociare in un miglior reinserim_società",DESCRIZIONE,DESCRIZIONE
2108,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,perché ogni persona che si_buca ha_paura_di_viv e no_paura_di_morire,sancire,sancire
1966,Come descriverebbe una persona che è stata condannata per lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,"----020 
ingiustamente",COMMENTO,COMMENTO
346,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,dalle-altre-comp-soff.,DESCRIZIONE,GIUDIZIO
423,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"me-lo-hanno-detto gli assistente, gli educ, gli agenti 
",DESCRIZIONE,DESCRIZIONE
3110,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non credo esista in un istituto di pena uno stato psicofisico,COMMENTO,COMMENTO
5995,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,in_genere non viene presa_carico da nessuno perché_non possono accedere a nessun percorso o comunità perché_non esistono strutture per loro . questo anche all_int_carcere,GENERALIZZAZIONE,GENERALIZZAZIONE
600,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,lo descrivo molto male,CAUSA,GIUDIZIO
5099,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,le motivazioni e per la diversità di religione,GIUDIZIO,GIUDIZIO
4389,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,non_si_comportano_bene detenuti,GIUDIZIO,NON RISPOSTA
4993,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,un rapporto di cordialità tra_loro.,DESCRIZIONE,GIUDIZIO
4168,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,1-persona educata e tranquilla,GIUDIZIO,sancire
742,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,in quanto ci sono solo 2 ore di aria il mattino ed 1 ora e mezzo il pomeriggio ed il resto del giorno e della notte chiusi in cella come altre 2 persone,COMMENTO,SPECIFICAZIONE
9,Come descriverebbe un trattamento efficace?,DESCRIZIONE,"possibilità, quindi avendo più strumenti e risorse, di avere_più colloqui con il detenuto per conoscerlo meglio, poter conoscere il suo ambiente di 
provenienza (attraverso la collaborazione con l' ambasciata e /o il servizio sociale internazionale eccetera eccetera) e poi poter attivare, dentro o fuori l' istituto, gli interventi più idonei",CONTRAPPOSIZIONE,COMMENTO
2640,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che ha un lavoro sicuro che gli permette di vivere egragiamente,sancire,sancire
5623,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,la descrivo che cambia il percorso della_mia_vita,PREVISIONE,PREVISIONE
4210,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,brava,GIUDIZIO,GIUDIZIO
4341,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,potevano fare di_pi— per_me,GIUDIZIO,DERESPONSABILIZZAZIONE
2392,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,non ne faccio uso,Non risposta,COMMENTO
4071,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,normalmente,GIUDIZIO,sancire
6384,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,come_libero,GIUDIZIO,GIUDIZIO
5955,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,la verifica_situaz_fam sia soprattutto della serietà della loro disponib_lav,GIUDIZIO,GIUDIZIO
2985,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,che riconosce i proprio errori anche se non accetta di stare in carcere,CONTRAPPOSIZIONE,CONTRAPPOSIZIONE
1374,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"sanità 
lavoro 
attività_ricreativa 
scuola 
cont_con_la_famiglia",GIUDIZIO,GENERALIZZAZIONE
2991,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"buon colorito, sguardo acceso, peso corporeo proporzionato all'altezza",GIUDIZIO,GIUDIZIO
680,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,ti insegnano e soprattutto ti prepararno ad un tuo prossimo contat con l'esterno facendoti dimenticare se pure per un momento il luogo di punizione in cui ti trovi,SPECIFICAZIONE,SPECIFICAZIONE
4261,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,per-me normale,OPINIONE,OPINIONE
5355,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,i nostri compiti non rientrano nel reinserimento,COMMENTO,COMMENTO
2974,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"agile, lucido, attivo, sociale, che sta bene tutti",GIUDIZIO,GIUDIZIO
22,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,non-ho-capito,GIUSTIFICAZIONE,DERESPONSABILIZZAZIONE
7314,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,come persona con tanti_problemi_eco,sancire,sancire
4982,Immagini di essere stato trasferito in un nuovo Istituto di pena. Dopo alcuni giorni dal suo arrivo pensa: “la popolazione detenuta italiana e straniera di questo Istituto è integrata”. Che cosa le permette di pensarlo?,DESCRIZIONE,"se si vede che vanno d'accordo, che c' è comunicazione",DESCRIZIONE,GENERALIZZAZIONE
5494,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,"l ' amministrazione, ha posto molta attenzione alla formazione del 
personale 
",GENERALIZZAZIONE,GENERALIZZAZIONE
994,Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena quali elementi prenderebbe in considerazione?,DESCRIZIONE,scuola lavoro,sancire,GENERALIZZAZIONE
281,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,attr i comp-di-sezione,DESCRIZIONE,DESCRIZIONE
133,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"per-esempio: i colloqui, la chiesa, eccetera",SPECIFICAZIONE,SPECIFICAZIONE
7286,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,"irresponsabile , facilmente influenzabile e immaturo .",GIUDIZIO,GIUDIZIO
5991,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"percorsi_com o territoriali nel_corso_dell' esecuzione penale anche in_assenza_di permesso_sogg , qualora il detenuto manifesti la reale intenzione di riabilitarsi",RIDIMENSIONAMENTO,RIDIMENSIONAMENTO
3986,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-conosco,NON RISPOSTA,NON RISPOSTA
4382,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"perch‚ non escono le persone migliorate
tutti qui cercano di imbrogliare , e alla
uscita imparano a
vivere come hanno vissuto qui , oppure come
sono_stati trattati .
",PREVISIONE,PREVISIONE
3001,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,non richiede l'intervento del personale sanitario,sancire,sancire
4608,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,per gli stranieri per_nulla,GENERALIZZAZIONE,GENERALIZZAZIONE
1779,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un Istituto di pena, quali elementi prenderebbe in considerazione ?",VALUTAZIONE,"rispetto di operatore 
sanità 
lavoro 
assistenza 
corsi scolastici",GENERALIZZAZIONE,sancire
6353,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,una_brava,GIUDIZIO,GIUDIZIO
2613,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,"tranquillo, sereno, pulito",GIUDIZIO,GIUDIZIO
5309,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,prima_di_entrare in_carcere penso come_tutti,GENERALIZZAZIONE,GENERALIZZAZIONE
3164,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,imputato,GENERALIZZAZIONE,GENERALIZZAZIONE
6247,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,non_lo_so ,NON RISPOSTA,NON RISPOSTA
1921,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere una persona Detenuta?,DESCRIZIONE,"si_tratta di un_trattamento_rieducativo non strettamente individualizzato , talvolta non_continuativo .",DESCRIZIONE,DESCRIZIONE
6099,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,non_so,GIUSTIFICAZIONE,NON RISPOSTA
2137,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,sono rovinato,sancire,sancire
7099,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,mi_descriverei come_una_persona che ha delle difficoltà economiche,sancire,sancire
15,Come descriverebbe un trattamento efficace?,DESCRIZIONE,il detenuto non delinqua più,sancire,PREVISIONE
6097,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,viene accompagnata per le visite di_rito da_parte_dell' equipe_med,DESCRIZIONE,sancire
1106,"Se dovesse stabilire dei criteri per valutare la qualità di ciò che può offrire un istituto di pena, quali elementi prenderebbe in considerazione",VALUTAZIONE,"la possi_di_partecipare ai_corsi professionali che ti possono aiutare a_rientrare nel_mondo della_società e nel mondo_del_lavoro, una_volta uscite dal_carcere.",RIFERIMENTO ALL'OBIETTIVO,PROPOSTA
2562,Come descriverebbe una persona che “gode di salute”?,DESCRIZIONE,una persona con se stessa,GENERALIZZAZIONE,GENERALIZZAZIONE
243,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,le-ho-conosciute partecipando io-stessa a trattam-rieduc.,DESCRIZIONE,DESCRIZIONE
6233,Come ti descriverai una volta uscito dal carcere?,DESCRIZIONE,voglio_lavorare e fare una famiglia modello ,DICHIARAZIONE DI INTENTI,DICHIARAZIONE DI INTENTI
6575,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più scuole e più dialogo,GIUDIZIO,sancire
4511,"Se la risposta data alla domanda precedente è per nulla efficaci/poco efficaci o efficaci/molto efficaci, ci potrebbe indicare le ragioni della sua scelta?",VALUTAZIONE,"per_il_tempo della risposta , troppo tempo",NON RISPOSTA,NON RISPOSTA
3669,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,mi dispiace questo sbaglio nel quale sono caduto io per primo,COMMENTO,COMMENTO
6933,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,bo,NON RISPOSTA,NON RISPOSTA
3142,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che non ripeterà questo un'altra volta,PREVISIONE,PREVISIONE
664,"Come si descrive come consumatore di sostanze legali (ad esempio alcol, psicofarmaci)?",DESCRIZIONE,malata di farmaci,GIUDIZIO,GIUDIZIO
5935,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,"progr_tera disponibilità all' 
accogli_comunità colloqui_indiv . 
",DESCRIZIONE,sancire
3309,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,disperata,GIUDIZIO,GIUDIZIO
5553,"Per sviluppare le competenze che il suo ruolo richiede, in che modo l’Amministrazione Penitenziaria fornisce occasioni che reputa efficaci rispetto agli obiettivi e alle competenze previste dal suo ruolo?",DESCRIZIONE,mancanza_di_corsi.,DESCRIZIONE,VALUTAZIONE
3345,Come descriverebbe una persona che ha commesso lo stesso reato che è stato imputato anche a lei?,DESCRIZIONE,che ha dovuto commettere un reato per sopravvivere,GIUSTIFICAZIONE,GIUSTIFICAZIONE
7335,Come ti descriveresti prima di entrare in carcere?,DESCRIZIONE,ero_disposto_ad_intervenire_ed_aiutare in qualsiasi situazione di rischio,DICHIARAZIONE DI INTENTI,DICHIARAZIONE DI INTENTI
85,Come ha avuto l’informazione della presenza delle opportunità di trattamento rieducativi che ha segnato nella domanda precedente?,DESCRIZIONE,"non sono mai-stata-carc, mi-sono-ammalata,
sono-paralizzata, vi prego scrivetemi subito 
",NON RISPOSTA,NON RISPOSTA
6705,"Secondo lei, quali altre iniziative
potrebbero facilitare l’integrazione fra la popolazione detenuta italiana e straniera?",OPINIONE,più attività,GENERALIZZAZIONE,GENERALIZZAZIONE
5600,come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona detenuta?,DESCRIZIONE,". su quelli che hanno 
commesso_un_reato pi—_grave non_credo che faccia effetto",OPINIONE,OPINIONE
758,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,"credo comunque che in via generale non si possa parlare di trattamento, a meno che io non ne sia a conoscenza",OPINIONE,OPINIONE
5906,Quali sono le azioni che vengono intraprese per la presa in carico della persona straniera detenuta tenendo anche in considerazione l’attività svolta dai ser.t?,DESCRIZIONE,serv_tossdip si prende_carico della persona fisicamente e psicologicamente,COMMENTO,COMMENTO
744,Come descriverebbe le opportunità di trattamento rieducativo a cui può accedere in quanto persona deternuta?,DESCRIZIONE,attivita culturali (servizio bibliotecario) ottima,GIUDIZIO,GIUDIZIO
3938,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-so-niente,NON RISPOSTA,NON RISPOSTA
4318,"In quanto persona straniera detenuta, come pensa che un operatore dell’area socio-sanitaria di sesso diverso dal suo la descriverebbe?",DESCRIZIONE,non-sappiamo-niente,NON RISPOSTA,NON RISPOSTA
